codigo_dane,pai_et_municipios,establecimientos_educativos,matriculados,registrados,presentes,publicados
370215060103,COROZAL,INSTITUCION EDUCATIVA TERCER MILENIO,17,17,17,17
370215001131,COROZAL,INSTITUCIÓN EDUCATIVA NIÑO JESÚS DE PRAGA S.A.S,29,29,29,29
270215000874,COROZAL,INST EDUC LAS PEÑAS,18,17,17,17
370215060251,COROZAL,INST DE EDUC FORMAL PARA JOVENES Y ADULTOS NUEVO MILENIO,0,16,16,16
170215000977,COROZAL,I.E. NORMAL SUPERIOR DE COROZAL,234,235,234,234
270820005829,COVEÑAS,I.E. ISMAEL CONTRERAS MENESES,104,104,103,103
370820066296,COVEÑAS,I.E. COLEGIO NAVAL DE COVEÑAS,33,33,33,33
170820060116,COVEÑAS,INSTITUCION  EDUCATIVA TECNICA PIO XII,89,87,87,87
370221066318,COVEÑAS,LICEO BEULA,16,16,16,16
170230000053,CHALÁN,I.E. CHALAN,49,47,46,46
270215000823,EL ROBLE,INST EDUC SAN FRANCISCO,17,17,17,17
270215000017,EL ROBLE,I.E.T. AGRO ANIBAL GANDARA CAMPO,25,25,25,25
270678000831,EL ROBLE,I.E. CALLEJON,31,27,27,27
270215001099,EL ROBLE,INST EDUC SAN MATEO,53,53,53,53
170235000256,GALERAS,I.E.  DE GALERAS,146,142,142,142
27067800058,GALERAS,INST EDUC PUERTO FRANCO,12,9,9,9
270235000111,GALERAS,I.E. SAN JOSE DE RIVERA,23,22,21,21
270235000285,GALERAS,INST EDUC SAN ANDRES,22,21,21,21
170235000108,GALERAS,INST EDUC SAN ROQUE,15,14,14,14
170235000248,GALERAS,INST EDUC ANTONIO NARIÑO,9,9,9,9
270235000391,GALERAS,I.E. BARAYA,11,11,11,11
270265003122,GUARANDA,I.E. GAVALDÁ,23,23,21,21
170265000005,GUARANDA,I.E. DE GUARANDA,90,90,89,89
270265000131,GUARANDA,I.E. PUERTO LOPEZ,50,42,40,40
170400000011,LA UNIÓN,I.E. LA UNION,156,146,144,144
27040000049,LA UNIÓN,I.E. PAJARITO,19,19,18,18
270418000063,LOS PALMITOS,I.E. MANUELA BELTRAN,35,35,35,35
270418000021,LOS PALMITOS,I.E.TA.. AGRO EL PIÑAL,23,23,23,23
270418000144,LOS PALMITOS,I.E. PALMAS DE VINO,20,19,19,19
170418000115,LOS PALMITOS,I.E. SANTA ROSA DE LIMA,70,69,67,67
370418000122,LOS PALMITOS,I.E. LOS PALMITOS,98,97,96,96
170418000441,LOS PALMITOS,I.E. CONCENTRACION DE DESARROLLO RURAL,0,32,32,32
270418000047,LOS PALMITOS,I.E. SABANAS DE PEDRO,22,22,22,22
270429060246,MAJAGUAL,I.E. SAN JUAN BAUTISTA DE PUEBLO NUEVO,12,12,11,11
270429001851,MAJAGUAL,INST EDUC EL NARANJO,23,23,23,23
270429000146,MAJAGUAL,INST EDUC LOS PATOS,33,17,16,16
270429000928,MAJAGUAL,INST EDUC SANTANDER,20,18,18,18
270429001304,MAJAGUAL,I.E.T. AGRO DE TOMALA,0,17,17,17
270429000766,MAJAGUAL,I.E. SAN JUAN BAUTISTA DE PIZA,29,26,25,25
270429003561,MAJAGUAL,I.E. ZAPATA,28,28,28,28
270429000014,MAJAGUAL,INST EDUC PALMARITO,0,18,18,18
270429060211,MAJAGUAL,I.E. MIRAFLORES,24,24,24,24
270429003587,MAJAGUAL,I.E. SINCELEJITO,27,21,20,20
27042900334,MAJAGUAL,I.E. LAS PALMITAS,52,45,45,45
270429060416,MAJAGUAL,I.E. LA SIERPITA,47,48,47,47
170429000001,MAJAGUAL,I.E. NORMAL SUPERIOR DE LA MOJANA,83,77,76,76
17042900001,MAJAGUAL,I.E. SAN JOSE,112,99,99,99
270429000731,MAJAGUAL,I.E. SAN ROQUE,19,19,19,19
270429060254,MAJAGUAL,INST EDUC EL PALOMAR,0,20,20,20
170473000035,MORROA,INST EDUC CRISTOBAL COLON,137,114,114,114
270508000038,OVEJAS,INSTITUCION EDUCATIVA LA PEÑA,18,17,17,17
270508000232,OVEJAS,INST EDUC SAN RAFAEL,14,14,14,14
270508000721,OVEJAS,I.E.T.A. FLOR DEL MONTE,22,22,22,22
27050800002,OVEJAS,INST EDUC CANUTALITO,16,16,16,16
370508000598,OVEJAS,LICEO VICENTE CAVIEDES,9,15,15,15
270508000321,OVEJAS,INST EDUC CANUTAL,17,17,17,17
170508000106,OVEJAS,I.E. SAN JOSE,106,98,96,96
270508060375,OVEJAS,INSTITUCION EDUCATIVA TECNICO AGROPECUARIA DON GABRIEL ,23,23,23,23
170508000076,OVEJAS,I.E. GABRIEL TABOADA SANTODOMINGO,75,68,68,68
270508000291,OVEJAS,I.E. SAN JOSE DE ALMAGRA,11,11,11,11
27052300001,PALMITO,I.E. INDÍGENA GUAIMI,40,38,38,38
170523000066,PALMITO,I.E. INDÍGENA SAN ANTONIO ABAD,122,122,122,122
270523000192,PALMITO,I.E. INDÍGENA EL MARTILLO,44,41,41,41
270670000441,SAMPUÉS,INST EDUC MATEO PEREZ,16,16,16,16
270670000017,SAMPUÉS,INST EDUC INDIGENA TEC AGRO DE ESCOBAR ARRIBA,80,79,79,79
270670007399,SAMPUÉS,INSTITUCION EDUCATIVA INDIGENA LA LUCHA,35,34,33,33
170670000128,SAMPUÉS,INST EDUC MARISCAL SUCRE,120,116,116,116
270670000271,SAMPUÉS,INSTITUCION EDUCATIVA INDIGENA BOSSA NAVARRO,43,43,43,43
270670000157,SAMPUÉS,INST EDUC SAN LUIS BELTRAN,0,27,27,27
27067000005,SAMPUÉS,I.E. SEGOVIA,22,22,22,22
170670000071,SAMPUÉS,I.E. MILLAN VARGAS,123,119,117,117
270670000211,SAMPUÉS,I.E. INDIGENA SAN FRANCISCO EL PAKY,54,52,51,51
270670000041,SAMPUÉS,I.E. INDIGENA SABANAS DE LA NEGRA,10,10,10,10
270670000254,SAMPUÉS,INSTITUCION EDUCATIVA INDIGENA SAN JOSE DE HUERTAS CHICAS,21,21,21,21
370670800018,SAMPUÉS,INSTITUCION EDUCATIVA GIMNASIO PEDAGOGICO SAMPUESANO,11,6,6,6
270678000636,SAN BENITO ABAD,I.E. EL CAUCHAL,45,44,41,41
27067800013,SAN BENITO ABAD,INST EDUC LA VENTURA,20,20,19,19
270678000245,SAN BENITO ABAD,I.E. CISPATACA,22,20,20,20
270678009625,SAN BENITO ABAD,I.E.T.A. OPCION PESCA,19,20,20,20
170678000097,SAN BENITO ABAD,INST EDUC MARIA INMACULADA,115,114,113,113
270678000652,SAN BENITO ABAD,INST EDUC SANTIAGO APOSTOL,61,58,55,55
17070200015,SAN JUAN DE BETULIA,I.E. SAN JUAN BAUTISTA,56,55,55,55
27070200012,SAN JUAN DE BETULIA,I.E.  SABANETA,11,11,11,11
270702000227,SAN JUAN DE BETULIA,INST EDUC TEC AGRO DE ALBANIA,41,38,38,38
170702002128,SAN JUAN DE BETULIA,INST EDUC CONCENTRACION ESCOLAR SAN JUAN,41,39,38,38
270702000049,SAN JUAN DE BETULIA,INSTITUCION EDUCATIVA LOMA ALTA,11,11,11,11
2707080003,SAN MARCOS,INST EDUC PALO ALTO,41,39,39,39
270708000725,SAN MARCOS,I.E. CUENCA,31,31,30,30
170708000259,SAN MARCOS,INST EDUC SAN JOSE,36,35,34,34
170708000038,SAN MARCOS,INST EDUC SAN MARCOS,286,281,276,276
370708000762,SAN MARCOS,COLEGIO MARIA AUXILIADORA,26,24,24,24
370708000801,SAN MARCOS,GIMNASIO DEL SAN JORGE,6,5,5,5
170708000003,SAN MARCOS,INST EDUC MARIA INMACULADA,108,106,106,106
270708000971,SAN MARCOS,INST EDUC TEC DIVERSIFICADO LAS FLORES,23,21,21,21
170708000364,SAN MARCOS,I.E. TÉCNICO AGROPECUARIO EL LIMON,63,62,62,62
170708000186,SAN MARCOS,INST EDUC JOHN F KENNEDY,66,61,60,60
170708000445,SAN MARCOS,I.E.T. DIVERSIFICADO DE BUENAVISTA,56,58,56,56
270708000083,SAN MARCOS,INST EDUC CAÑO PRIETO,22,21,20,20
170713000844,SAN ONOFRE,INST EDUC MANUEL ANGEL ANACHURY,77,75,74,74
270713000059,SAN ONOFRE,INST EDUC SAN ANTONIO,36,34,34,34
270713001101,SAN ONOFRE,I.E. NUEVA VISTA HERMOSA,14,14,14,14
270713000202,SAN ONOFRE,INST EDUC PAJONAL,29,28,28,28
270713013754,SAN ONOFRE,INST EDUC LIBERTAD,47,47,47,47
270713000547,SAN ONOFRE,I.E. EL RINCON,36,35,35,35
170713000453,SAN ONOFRE,INST EDUC SANTA CLARA,149,146,146,146
470713001062,SAN ONOFRE,I.E. PALO ALTO,53,51,51,51
270713000199,SAN ONOFRE,INST EDUC SABAS EDMUNDO BALSEIRO BLANCO,39,39,39,39
170713013601,SAN ONOFRE,INST EDUC TEC AGRO SAN ONOFRE DE TOROBE,106,95,94,94
170717000008,SAN PEDRO,INST EDUC SAN JUAN BOSCO,60,59,58,58
170717000016,SAN PEDRO,INST EDUC SAN PEDRO CLAVER,80,78,77,77
270717000088,SAN PEDRO,INST EDUC SAN MATEO,22,22,22,22
170717000059,SAN PEDRO,I.E. SANTA ROSA DE LIMA,62,56,56,56
370742000551,SAN LUIS DE SINCÉ,INST MIGUEL ANTONIO CARO,17,17,17,17
270742000025,SAN LUIS DE SINCÉ,I.E.  COCOROTE,12,12,12,12
270742000076,SAN LUIS DE SINCÉ,I.E. DE GRANADA,0,34,34,34
170742000071,SAN LUIS DE SINCÉ,INST EDUC SAN JUAN BAUTISTA DE LA SALLE,82,73,73,73
270418000055,SAN LUIS DE SINCÉ,I.E. MORALITO,15,14,14,14
270742000068,SAN LUIS DE SINCÉ,I.E. DE VALENCIA,17,17,17,17
17074200008,SAN LUIS DE SINCÉ,INST EDUC ANTONIA SANTOS,122,112,111,111
170771000013,SUCRE,INST EDUC ELIECER ULLOA,56,51,51,51
270771011486,SUCRE,I.E. JORGE MENDOZA LLAMA,43,28,28,28
17077100003,SUCRE,INST EDUC NUESTRA SEÑORA DE LAS MERCEDES,53,54,54,54
170771001052,SUCRE,INST EDUC ANIBAL OJEDA,12,12,12,12
270771011516,SUCRE,INST EDUC JOSE MARIA CORDOBA,33,32,32,32
270771011575,SUCRE,I.E. TÉCNICO AGROPECUARIO MANUEL ALVAREZ SAMPAYO,15,15,14,14
370771000071,SUCRE,I.E. PUEBLO NUEVO,18,13,13,13
370771000136,SUCRE,I.E. SAN IGNACIO,12,14,12,12
170820000148,SANTIAGO DE TOLÚ,I.E. JOSE YEMAIL TOUS,84,84,84,84
270820000045,SANTIAGO DE TOLÚ,INST EDUC LAS PALMAS,35,32,32,32
370820000112,SANTIAGO DE TOLÚ,I.E. SANTA TERESITA,50,50,50,50
370820000538,SANTIAGO DE TOLÚ,INSTITUTO FREINET,23,23,23,23
170820000121,SANTIAGO DE TOLÚ,INST EDUC LUIS PATRON ROSANO,112,102,99,99
370820066391,SANTIAGO DE TOLÚ,FUNDACION EDUCATIVA JEAN PIAGET,19,17,17,17
370820066326,SANTIAGO DE TOLÚ,LICEO PEDAGOGICO LOS ANGELES,17,20,20,20
270823000429,TOLÚ VIEJO,INSTITUCION EDUCATIVA PALMIRA,52,51,51,51
170823000041,TOLÚ VIEJO,I.E.  TÉCNICO AGROPECUARIO DE LAS PIEDRAS,20,19,18,18
470823000461,TOLÚ VIEJO,I.E. TÉCNICO AGROPECUARIO CARLOS ARTURO VERBEL VERGARA,26,26,26,26
27082300016,TOLÚ VIEJO,INSTITUCION EDUCATIVA MACAJAN,57,53,53,53
470823000479,TOLÚ VIEJO,I.E. LA  INMACULADA CONCEPCION,34,34,34,34
170823000106,TOLÚ VIEJO,I.E. HERIBERTO GARCIA GARRIDO,122,118,118,118
17302400002,ALPUJARRA,INSTITUCION EDUCATIVA TECNICA FELISA SUAREZ DE ORTIZ,29,30,29,29
273024000482,ALPUJARRA,INSTITUCION EDUCATIVA TECNICA LA ARADA,6,6,6,6
273026000099,ALVARADO,INSTITUCION EDUCATIVA LA TIGRERA,7,7,7,7
173026000019,ALVARADO,INSTITUCION EDUCATIVA GENERAL ENRIQUE CAICEDO,46,45,45,45
273026000587,ALVARADO,INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,25,25,23,23
173030000066,AMBALEMA,INSTITUCION EDUCATIVA NICANOR VELASQUEZ ORTIZ,31,31,31,31
273030000192,AMBALEMA,INSTITUCION EDUCATIVA TECNICA EL DANUBIO,14,14,14,14
273043000787,ANZOÁTEGUI,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA JUAN CARLOS BARRAGAN TRONCOSO,20,21,18,18
273043000027,ANZOÁTEGUI,INSTITUCION EDUCATIVA GENERAL ANZOATEGUI,21,21,21,21
173043000014,ANZOÁTEGUI,INSTITUCION EDUCATIVA TECNICA CARLOS BLANCO NASSAR,55,54,52,52
273055000219,ARMERO,INSTITUCION EDUCATIVA SAN PEDRO,25,20,20,20
173055000893,ARMERO,INSTITUCION EDUCATIVA FE Y ALEGRIA,16,16,16,16
173055000044,ARMERO,INSTITUCION EDUCATIVA TECNICA INSTITUTO ARMERO,54,53,52,52
173055000095,ARMERO,INSTITUCION EDUCATIVA TECNICA JIMENEZ DE QUESADA,37,35,32,32
273067001075,ATACO,INSTITUCION EDUCATIVA JORGE ELICER GAITAN,29,30,30,30
273067001482,ATACO,INSTITUCION EDUCATIVA ANTONIO NARIÑO,16,16,16,16
273067001202,ATACO,INSTITUCION EDUCATIVA SANTIAGO PEREZ,58,52,51,51
173067000104,ATACO,INSTITUCION EDUCATIVA TECNICA MARTIN POMALA,97,93,92,92
273067001024,ATACO,INSTITUCION EDUCATIVA BERLIN,2,1,1,1
373067800029,ATACO,SENDEROS DE PAZ,0,9,6,6
273124000366,CAJAMARCA,INSTITUCION EDUCATIVA TECNICA AGROINDUSTRIAL CAJAMARCA,16,16,16,16
37312400097,CAJAMARCA,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,0,67,60,60
273124000498,CAJAMARCA,INSTITUCION EDUCATIVA ANAIME,21,21,21,21
173124000019,CAJAMARCA,INSTITUCION EDUCATIVA ISMAEL PERDOMO,89,89,89,89
173124000817,CAJAMARCA,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DEL ROSARIO,79,78,78,78
273124000358,CAJAMARCA,INSTITUCION EDUCATIVA LA LEONA,12,11,11,11
17314800001,CARMEN DE APICALÁ,INSTITUCION EDUCATIVA TECNICA PEDRO PABON PARGA,134,119,117,117
373148000272,CARMEN DE APICALÁ,COLEGIO MAYOR DEL CASTILLO II,9,9,9,9
273152000231,CASABIANCA,INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ,15,12,12,12
273152000142,CASABIANCA,INSTITUCION EDUCATIVA ANTONIO NARIÑO,17,17,17,17
173152000016,CASABIANCA,INSTITUCION EDUCATIVA  TECNICA GENERAL JOSE JOAQUIN GARCIA,47,38,38,38
273168002277,CHAPARRAL,INSTITUCION EDUCATIVA LA RISALDA,26,25,25,25
173168003538,CHAPARRAL,INSTITUCION EDUCATIVA MANUEL MURILLO TORO,76,75,71,71
273168000908,CHAPARRAL,INSTITUCION EDUCATIVA SIMON BOLIVAR,25,24,23,23
373168002794,CHAPARRAL,I.E. SAGRADO CORAZON DE JESUS,16,19,19,19
373168003375,CHAPARRAL,LIC SANTA TERESITA DEL NI¥O JESUS,12,12,12,12
173168000105,CHAPARRAL,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO,57,52,51,51
273168002803,CHAPARRAL,INSTITUCION EDUCATIVA TECNICA CAMACHO ANGARITA,46,42,41,41
273168002111,CHAPARRAL,INSTITUCION EDUCATIVA TECNICA ALVARO MOLINA,39,29,26,26
173168000113,CHAPARRAL,INSTITUCION EDUCATIVA TECNICA MEDALLA MILAGROSA,89,86,84,84
173168000121,CHAPARRAL,INSTITUCION EDUCATIVA TECNICA SOLEDAD MEDINA,70,70,70,70
273168000487,CHAPARRAL,INSTITUCION EDUCATIVA LAGUNILLA,19,17,16,16
373168003731,CHAPARRAL,COLEGIO RAYITO DE LUZ (JARDIN INFANTIL),0,7,7,7
373168002972,CHAPARRAL,CORPORACION DIVINO NIÑO,11,11,11,11
273200000354,COELLO,INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ,41,41,41,41
273200000095,COELLO,INSTITUCION EDUCATIVA TECNICA LA VEGA DE LOS PADRES,19,19,18,18
173200000368,COELLO,INSTITUCION EDUCATIVA TECNICA SIMON BOLIVAR,27,27,27,27
27320000015,COELLO,INSTITUCION EDUCATIVA CARLOS LLERAS RESTREPO,18,18,18,18
273217001061,COYAIMA,INSTITUCION EDUCATIVA CHENCHE BALSILLAS,28,25,25,25
273217000293,COYAIMA,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN,17,15,14,14
273217000234,COYAIMA,INSTITUCION EDUCATIVA SANTA MARTA,9,9,9,9
273217000072,COYAIMA,INSTITUCION EDUCATIVA COYARCÓ,24,25,25,25
273217000455,COYAIMA,INSTITUCION EDUCATIVA TOTARCO DINDE,37,35,31,31
273217000692,COYAIMA,INSTITUCION EDUCATIVA GUILLERMO ANGULO GOMEZ,49,48,48,48
273217001001,COYAIMA,INSTITUCION EDUCATIVA JUAN LOZANO SANCHEZ,27,25,24,24
173217000035,COYAIMA,INSTITUCION EDUCATIVA TECNICA AGROINDUSTRIAL JUAN XXIII,110,110,102,102
273217001044,COYAIMA,INSTITUCION EDUCATIVA TECNICA SAN MIGUEL,22,22,22,22
273217000315,COYAIMA,INSTITUCION EDUCATIVA EL PALMAR,31,31,30,30
273217000927,COYAIMA,INSTITUCION EDUCATIVA ZARAGOZA TAMARINDO,30,28,27,27
273226001049,CUNDAY,INSTITUCION EDUCATIVA VARSOVIA LA FLORIDA,15,11,11,11
273226001421,CUNDAY,INSTITUCION EDUCATIVA TECNICA LA AURORA,19,19,18,18
273226001171,CUNDAY,INSTITUCION EDUCATIVA SAN AGUSTIN,39,38,38,38
173226000056,CUNDAY,INSTITUCION EDUCATIVA SAN ANTONIO,34,34,33,33
273236000172,DOLORES,INSTITUCION EDUCATIVA SAN ANDRES,15,15,15,15
273236000041,DOLORES,INSTITUCION EDUCATIVA SAN PEDRO,7,7,7,7
273236000288,DOLORES,INSTITUCION EDUCATIVA TECNICA SAN JOSE,22,21,21,21
17323600002,DOLORES,INSTITUCION EDUCATIVA ANTONIA SANTOS,45,45,45,45
373268000675,ESPINAL,LIC  PEDAGOGICO SANTO DOMINGO SAVIO,27,28,28,28
373268001451,ESPINAL,LIC INFANTIL Y JUVENIL ESPINAL,21,21,21,21
273268000336,ESPINAL,INSTITUCION EDUCATIVA PATIO BONITO,4,4,3,3
273268000506,ESPINAL,INSTITUCION EDUCATIVA TECNICA GUASIMAL,41,38,37,37
373268001078,ESPINAL,INSTITUTO EDUCATIVO SAN JOSE OBRERO,16,13,13,13
373268001434,ESPINAL,NUEVO LIC COLOMBO INGLES,3,3,3,3
373268000152,ESPINAL,COL NSTRA  SRA  DEL ROSARIO,67,67,67,67
373268001663,ESPINAL,INSTITUTO DE EDUCACION FORMAL  CECONTEC,0,8,7,7
373268000861,ESPINAL,COL  SANTA MARGARITA MARIA,3,3,3,3
273268000476,ESPINAL,INSTITUCION EDUCATIVA DINDALITO CENTRO,33,33,31,31
173268001346,ESPINAL,INSTITUCION EDUCATIVA RAFAEL URIBE URIBE,40,39,39,39
173268000137,ESPINAL,INSTITUCION EDUCATIVA SAN ISIDORO,169,169,165,165
1732680002,ESPINAL,INSTITUCION EDUCATIVA TECNICA FELIX TIBERIO GUZMAN,141,141,137,137
17326800101,ESPINAL,INSTITUCION EDUCATIVA TECNICA MARIANO SANCHEZ ANDRADE,35,35,32,32
173268000218,ESPINAL,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE FATIMA,27,27,25,25
27326800112,ESPINAL,INSTITUCION EDUCATIVA TECNICA SAN LUIS GONZAGA,97,92,89,89
373268001213,ESPINAL,COL  MARIA MONTESSORI,17,16,16,16
373268001795,ESPINAL,INSTITUTO DE EDUCACION PARA JOVENES Y ADULTOS  GENESIS ,0,36,33,33
373268001442,ESPINAL,GIMNASIO PEDAGOGICO NOVA ESTRELLA,13,13,13,13
373268001752,ESPINAL,COLEGIO CAFASUR,6,6,6,6
37326800087,ESPINAL,LIC  MARIA JOSE,19,18,18,18
373268001574,ESPINAL,COLEGIO TÉCNICO LOS ANGELES,25,23,23,23
373268001611,ESPINAL,INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DEL CARMEN,3,6,6,6
373268800043,ESPINAL,LICEO MODERNO SEMILLAS DE ALEGRIA,18,21,21,21
373268001639,ESPINAL,INST SERV EDUC NAL DE ADULTOS SENDAS,0,1,1,1
273270000262,FALAN,INSTITUCION EDUCATIVA ALTO DEL ROMPE,20,19,19,19
273270000661,FALAN,INSTITUCION EDUCATIVA NORMAL SUPERIOR FABIO LOZANO TORRIJOS,73,72,69,69
273270000726,FALAN,INSTITUCION EDUCATIVA DIEGO FALLON,30,30,30,30
373275000257,FLANDES,INSTITUCION EDUCATIVA CALDAS,31,31,30,30
373275000028,FLANDES,COLEGIO LICEO LOS ANGELES,20,20,20,20
373275000478,FLANDES,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO DE FATIMA,29,30,30,30
173275000428,FLANDES,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,33,33,33,33
173275000037,FLANDES,INSTITUCION EDUCATIVA LA PAZ NO 1,35,34,33,33
173275000118,FLANDES,INSTITUCION EDUCATIVA MANUELA OMAÑA,73,70,65,65
273275000163,FLANDES,INSTITUCION EDUCATIVA MARIA INMACULADA,32,31,31,31
373283001521,FRESNO,INSTITUTO SAN FERNANDO FERRINI,0,32,30,30
273283000326,FRESNO,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA EL GUAYABO,11,11,10,10
273283000521,FRESNO,INSTITUCION EDUCATIVA REAL CAMPESTRE LA SAGRADA FAMILIA,33,32,32,32
273283000245,FRESNO,INSTITUCION EDUCATIVA LA AGUADITA,30,26,26,26
273283000075,FRESNO,INSTITUCION EDUCATIVA FERNANDO GONZALEZ MESA,14,14,14,14
273283001331,FRESNO,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE LA ASUNCION,23,23,23,23
173283000011,FRESNO,INSTITUCION EDUCATIVA TECNICA MARIA AUXILIADORA,53,53,53,53
17328300002,FRESNO,INSTITUCION EDUCATIVA TECNICA NIÑA MARIA,81,81,80,80
173283000038,FRESNO,INSTITUCION EDUCATIVA TECNICA SAN JOSE,46,43,43,43
373283001599,FRESNO,INSTITUCION EDUCATIVA EDUCAR SIGLO XXI,0,1,1,1
273319000859,GUAMO,INSTITUCION EDUCATIVA TECNICA LA CHAMBA,10,9,9,9
373319001299,GUAMO,CENTRO DE COMPUTO TECNICO DE COLOMBIA  CECONTEC ,0,14,12,12
273319001197,GUAMO,INSTITUCION EDUCATIVA TECNICA CAÑADA RODEO,14,14,13,13
273319000379,GUAMO,INSTITUCION EDUCATIVA LAS MERCEDES CAPILLA,10,10,10,10
173319000081,GUAMO,INSTITUCION EDUCATIVA SOR JOSEFA DEL CASTILLO,29,29,24,24
273319000841,GUAMO,INSTITUCION EDUCATIVA TECNICA ALBERTO CASTILLA,19,19,19,19
173319000072,GUAMO,INSTITUCION EDUCATIVA TECNICA COMERCIAL CALDAS,146,143,140,140
173319000099,GUAMO,INSTITUCION EDUCATIVA TECNICA INDUSTRIAL SIMON BOLIVAR,109,103,102,102
373319001256,GUAMO,INSTITUTO SERVICIO EDUCATIVO NACIONAL DE ADULTOS  SENDAS,0,4,4,4
373319000268,GUAMO,LIC ANTONIO BUENAVENTURA,10,10,10,10
373319001302,GUAMO,LICEO CAMPESTRE JUAN PABLO II,10,9,8,8
273347000252,HERVEO,INSTITUCION EDUCATIVA ALFONSO DAZA AGUIRRE,9,7,7,7
273347000384,HERVEO,INSTITUCION EDUCATIVA JUAN XXIII,24,23,23,23
173347000011,HERVEO,INSTITUCION EDUCATIVA TECNICA MARCO FIDEL SUAREZ,26,26,26,26
173349000735,HONDA,INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,17,18,18,18
373349000696,HONDA,CORP DE EDUC DEL NORTE  DEL TOLIMA COL TEC  BILINGUE,15,16,16,16
173349000026,HONDA,INSTITUCION EDUCATIVA TECNICA ALFONSO PALACIO RUDAS,123,122,118,118
173349000034,HONDA,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,27,25,25,25
173349000093,HONDA,INSTITUCION EDUCATIVA TECNICA GENERAL SANTANDER,24,25,25,25
173349000263,HONDA,INSTITUCION EDUCATIVA ANTONIO HERRAN ZALDUA,10,10,10,10
173349000255,HONDA,INSTITUCION EDUCATIVA TECNICA JUAN MANUEL RUDAS,19,19,19,19
373349000688,HONDA,COL COMFENALCO,23,22,21,21
273352000201,ICONONZO,INSTITUCION EDUCATIVA LA FILA,3,3,3,3
273352000651,ICONONZO,INSTITUCION EDUCATIVA EL TRIUNFO,4,4,4,4
273352000163,ICONONZO,INSTITUCION EDUCATIVA FRANCISCO SAENZ,8,8,7,7
17335200069,ICONONZO,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE LAS MERCEDES,41,39,39,39
173352000037,ICONONZO,INSTITUCION EDUCATIVA NORMAL SUPERIOR,53,53,50,50
273352000601,ICONONZO,INSTITUCION EDUCATIVA TECNICA PANAMERICANA,11,11,11,11
173408000663,LÉRIDA,INSTITUCION EDUCATIVA TECNICA COLOMBO ALEMAN SCALAS,85,81,80,80
373408000476,LÉRIDA,COL AMERICANO,16,16,16,16
173408000469,LÉRIDA,INSTITUCION EDUCATIVA TECNICA MINUTO DE DIOS FE Y ALEGRIA,31,30,30,30
273408000137,LÉRIDA,INSTITUCION EDUCATIVA SAN FRANCISCO DE LA SIERRA,35,33,33,33
173408000019,LÉRIDA,INSTITUCION EDUCATIVA ARTURO MEJIA JARAMILLO,58,59,58,58
373411000185,LÍBANO,FUNDACION COLEGIO SAN ANTONIO MARIA CLARET (COL),25,25,25,25
273411000466,LÍBANO,INSTITUCION EDUCATIVA EL TESORO,11,11,10,10
273411000687,LÍBANO,INSTITUCION EDUCATIVA CAMPOALEGRE  EUCLIDES BARRAGAN MENDEZ,6,6,6,6
273411002043,LÍBANO,INSTITUCION EDUCATIVA INMACULADA CONCEPCION,43,43,42,42
273411000563,LÍBANO,INSTITUCION EDUCATIVA SAN FERNANDO,16,13,13,13
173411000941,LÍBANO,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE LOURDES,58,58,57,57
273411000661,LÍBANO,INSTITUCION EDUCATIVA LUIS FLOREZ,5,5,5,5
173411000097,LÍBANO,INSTITUCION EDUCATIVA TECNICA ISIDRO PARRA,47,46,44,44
273411000491,LÍBANO,INSTITUCION EDUCATIVA PATIOBONITO,8,8,8,8
273411001624,LÍBANO,INSTITUCION EDUCATIVA SANTA TERESA,0,12,12,12
173411000054,LÍBANO,INSTITUCION EDUCATIVA TECNICA ALFONSO ARANGO TORO,17,16,14,14
173411001,LÍBANO,INSTITUCION EDUCATIVA TECNICA JORGE ELIECER GAITAN AYALA,105,105,104,104
173411000046,LÍBANO,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DEL CARMEN,63,63,62,62
273443000506,SAN SEBASTIÁN DE MARIQUITA,INSTITUCION EDUCATIVA LAS CAMELIAS,32,31,30,30
373443001281,SAN SEBASTIÁN DE MARIQUITA,GIMNASIO BETH-SHARON,8,8,8,8
373443001249,SAN SEBASTIÁN DE MARIQUITA,SENDAS - MARIQUITA (INST SERV EDUC NAL DE ADULTOS SENDAS),0,1,1,1
