codigo_dane,pai_et_municipios,establecimientos_educativos,matriculados,registrados,presentes,publicados
111001107778,BOGOTÁ D.C.,COLEGIO SALUDCOOP SUR (IED),165,157,153,153
311001000697,BOGOTÁ D.C.,LICEO LATINOAMERICANO,30,29,29,29
311001041806,BOGOTÁ D.C.,LICEO SAMARIO,98,98,98,98
311001000387,BOGOTÁ D.C.,COLEGIO MIXTO VILLA CAROLINA,35,34,34,34
111001102059,BOGOTÁ D.C.,COLEGIO UNION COLOMBIA (IED),69,67,67,67
311001004897,BOGOTÁ D.C.,COLEGIO NUESTRA SEÑORA DE FATIMA POLINAL,117,108,108,108
311001050317,BOGOTÁ D.C.,CENTRO EDUCATIVO LOS ANDES,105,102,102,102
111001102008,BOGOTÁ D.C.,COLEGIO JUAN LUIS LONDOÑO (IED),120,117,116,116
111001018325,BOGOTÁ D.C.,COLEGIO JOSE JOAQUIN CASTRO MARTINEZ (IED),55,54,53,53
311001016933,BOGOTÁ D.C.,COLEGIO MI PATRIA,25,24,24,24
311001033391,BOGOTÁ D.C.,COLEGIO MADRE PAULA MONTAL,49,49,49,49
111001010839,BOGOTÁ D.C.,COLEGIO EXTERNADO NACIONAL CAMILO TORRES (IED),49,51,51,51
111001011029,BOGOTÁ D.C.,COLEGIO REINO DE HOLANDA (IED),91,91,88,88
311001011532,BOGOTÁ D.C.,COLEGIO NUESTRA SEÑORA DE LA PAZ,22,22,22,22
311001044783,BOGOTÁ D.C.,LICEO PSICOPEDAGOGICO TIBABITA,31,31,31,31
111001102091,BOGOTÁ D.C.,INSTITUCION EDUCATIVA DISTRITAL COLOMBIA VIVA,98,94,92,92
311001032165,BOGOTÁ D.C.,GIMNASIO CAMPESTRE STEPHEN HAWKING,14,9,9,9
311001032131,BOGOTÁ D.C.,COLEGIO NUESTRA SEÑORA DE LORETO,20,20,20,20
111001107867,BOGOTÁ D.C.,COLEGIO KIMI PERNIA DOMICO,176,169,167,167
31100103348,BOGOTÁ D.C.,COLEGIO LAZARILLO DE TORMES,38,38,38,38
111850001037,BOGOTÁ D.C.,LIC DEL EJERCITO PATRIA SECTOR SUR C (SANTA BARBARA),36,35,35,35
311001000891,BOGOTÁ D.C.,COLEGIO INTEGRAL ERVID,18,18,18,18
311001001707,BOGOTÁ D.C.,COLEGIO CENTRO LESTONNAC COMPAÑIA DE MARIA,51,51,51,51
311001093831,BOGOTÁ D.C.,COL CRISTIANO KABOD,23,22,22,22
111001102016,BOGOTÁ D.C.,COLEGIO ALDEMAR ROJAS PLAZAS (CED),275,263,259,259
311001040401,BOGOTÁ D.C.,COL DE FORMACION INTEGRAL MUNDO NUEVO,44,40,40,40
311001109427,BOGOTÁ D.C.,FUNDACIÓN EDUCATIVA PARA LA VIDA  - FUNDESCO,0,29,26,26
311001087148,BOGOTÁ D.C.,COL REMBRANDT,57,57,57,57
311001109419,BOGOTÁ D.C.,INSTITUTO DE EDUCACIÓN FORMAL DE ADULTOS EL PENSAMIENTO DE PITÁGORAS,0,132,93,93
311001106177,BOGOTÁ D.C.,INSTITUTO ANDRE MICHELIN,0,104,91,91
311001005681,BOGOTÁ D.C.,COLEGIO ATENIENSE,42,42,42,42
11100101169,BOGOTÁ D.C.,COLEGIO LA AMISTAD (IED),105,112,108,108
311001089795,BOGOTÁ D.C.,LICEO EL ENCUENTRO,30,30,30,30
311001047502,BOGOTÁ D.C.,GIMN MIX MANUEL DEL SOCORRO RODRIGUEZ,35,35,35,35
311001076031,BOGOTÁ D.C.,COLEGIO WESLEYANO DEL NORTE,95,85,85,85
111001104299,BOGOTÁ D.C.,COLEGIO ALFONSO REYES ECHANDIA (IED),192,191,188,188
111769004188,BOGOTÁ D.C.,COLEGIO HUNZA (IED),91,90,88,88
311279000426,BOGOTÁ D.C.,COL SANTA TERESA DE JESUS,121,121,121,121
311265000369,BOGOTÁ D.C.,COL ADVENTISTA DEL NORTE,51,52,51,51
111001001279,BOGOTÁ D.C.,COLEGIO DARIO ECHANDIA (IED),116,116,115,115
311001010781,BOGOTÁ D.C.,COLEGIO CALASANZ,90,90,90,90
311001089981,BOGOTÁ D.C.,INST GUSTAVO ADOLFO BECQUER,2,1,1,1
311769000734,BOGOTÁ D.C.,COLEGIO STELLA MATUTINA,13,13,12,12
311001041857,BOGOTÁ D.C.,COLEGIO NUESTRA SEÑORA DE LA SALETTE,27,27,27,27
111265000017,BOGOTÁ D.C.,COLEGIO LA PALESTINA (IED),63,63,62,62
311001047723,BOGOTÁ D.C.,CENTRO DE PROMOCION SAN JOSE,0,10,10,10
311001091595,BOGOTÁ D.C.,COL TRIANGULO KENNEDY,0,2,2,2
311001016607,BOGOTÁ D.C.,COL MANDALAY,28,27,27,27
311769000726,BOGOTÁ D.C.,LICEO SEGOVIA,96,96,95,95
111001013374,BOGOTÁ D.C.,COLEGIO ESCUELA NACIONAL DE COMERCIO (IED),52,53,53,53
311001088047,BOGOTÁ D.C.,INSTITUTO COPESAL,14,15,15,15
11185000138,BOGOTÁ D.C.,COLEGIO EL CORTIJO - VIANEY (IED),52,52,52,52
311265001152,BOGOTÁ D.C.,INSTITUTO MAYEUTICO,29,29,28,28
311001105391,BOGOTÁ D.C.,COLEGIO TECNISISTEMAS,0,11,10,10
311001107599,BOGOTÁ D.C.,COLEGIO RETOS,0,3,3,3
311001109664,BOGOTÁ D.C.,COLEGIO MONTERROSALES,0,261,241,241
311001106673,BOGOTÁ D.C.,INSTITUTO FORMATES,0,24,21,21
311001105421,BOGOTÁ D.C.,INSTITUTO NUEVA COLOMBIA,0,3,3,3
211102000995,BOGOTÁ D.C.,COLEGIO BOSANOVA (IED),98,97,97,97
311001104786,BOGOTÁ D.C.,COLEGIO BRITANICO SEDE TUNJUELITO,0,1,1,1
31100104788,BOGOTÁ D.C.,UNID EDUC EL FUTURO DEL MAÑANA,30,30,29,29
311001106711,BOGOTÁ D.C.,COLEGIO BOSTON (ANTIGUO COL EDUC SAN MATEO),0,15,15,15
311001094942,BOGOTÁ D.C.,CENT DE EDUC FORMAL ROBERT HOOKE,0,3,2,2
311001109001,BOGOTÁ D.C.,INSTITUTO POPULAR BOLIVARIANO,0,12,12,12
311001105448,BOGOTÁ D.C.,CENT DE EDUC DE ADULTOS CULTURAL,0,153,112,112
311001051291,BOGOTÁ D.C.,NUEVO INSTITUTO SAN MIGUEL,0,4,3,3
311001109711,BOGOTÁ D.C.,COLEGIO CIES,0,5,5,5
31100100207,BOGOTÁ D.C.,COLEGIO JORDAN DE SAJONIA,75,75,74,74
311001002282,BOGOTÁ D.C.,INSTITUTO FELIX RESTREPO,0,8,8,8
111001016039,BOGOTÁ D.C.,COLEGO ORLANDO FALS BORDA (ANTES BARRANQUILLITA) (IED),110,104,103,103
211769003151,BOGOTÁ D.C.,COLEGIO NICOLAS BUENAVENTURA (ANTES CHORRILLOS) (IED),203,189,183,183
311001016631,BOGOTÁ D.C.,LICEO ATENEO COMERCIAL,7,7,7,7
311001008523,BOGOTÁ D.C.,GIMN MILIT FUERZA AEREA DE COLOMBIA,69,69,69,69
211850001121,BOGOTÁ D.C.,COLEGIO RUR PASQUILLA (IED),64,64,64,64
311001092222,BOGOTÁ D.C.,COLEGIO VAN LEEUWENHOEK,27,28,28,28
111001034011,BOGOTÁ D.C.,COLEGIO JUAN REY (IED),61,60,56,56
211001027485,BOGOTÁ D.C.,COLEGIO EL VERJON (IED),19,18,18,18
211850000051,BOGOTÁ D.C.,COLEGIO GRAN YOMASA (IED),101,95,94,94
11100110213,BOGOTÁ D.C.,COLEGIO COMPARTIR RECUERDO (IED),42,40,39,39
311102000132,BOGOTÁ D.C.,COL INMACULADO CORAZON DE MARIA,55,55,55,55
111848002662,BOGOTÁ D.C.,COLEGIO USAQUEN (IED),131,127,126,126
311001098603,BOGOTÁ D.C.,GIMN PSICOPEDAG MARIA ISABEL,41,41,41,41
311001043159,BOGOTÁ D.C.,COLEGIO EMMANUEL,19,16,16,16
11100101074,BOGOTÁ D.C.,COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS  (IED),271,266,264,264
111001094889,BOGOTÁ D.C.,COLEGIO LA TOSCANA - LISBOA (IED),69,68,68,68
111001086614,BOGOTÁ D.C.,COLEGIO CHUNIZA (IED),193,192,191,191
111848002689,BOGOTÁ D.C.,COLEGIO DIVINO MAESTRO (IED),154,156,155,155
111001106968,BOGOTÁ D.C.,COLEGIO JOSÉ FRANCISCO SOCARRÁS (IED),265,259,257,257
111102000621,BOGOTÁ D.C.,COLEGIO FRANCISCO DE PAULA SANTANDER (IED),69,67,65,65
311001000875,BOGOTÁ D.C.,COLEGIO DEL BOSQUE BILINGÜE,21,21,21,21
311848002874,BOGOTÁ D.C.,COLEGIO CANAPRO                                                                                ,64,63,63,63
311001032149,BOGOTÁ D.C.,GIMNASIO LOS PIRINEOS,13,11,11,11
211850000876,BOGOTÁ D.C.,COLEGIO EL DESTINO (IED),35,35,35,35
311001033579,BOGOTÁ D.C.,INSTITUTO TENERIFE,19,20,20,20
311001042934,BOGOTÁ D.C.,COLEGIO ANTARES,30,29,29,29
311769000815,BOGOTÁ D.C.,LICEO SAN RAFAEL,30,30,30,30
111279001296,BOGOTÁ D.C.,COLEGIO ATAHUALPA (IED),73,71,68,68
111001102199,BOGOTÁ D.C.,COLEGIO PABLO NERUDA  (IED),137,132,130,130
111001102113,BOGOTÁ D.C.,COLEGIO EL TESORO DE LA CUMBRE (IED),84,79,76,76
311001000972,BOGOTÁ D.C.,COLEGIO COMUNITARIO NOCTURNO DE BACHILLERATO LA LIBERTAD,0,49,43,43
211850001317,BOGOTÁ D.C.,COLEGIO RURAL JOSÉ CELESTINO MUTIS (IED),66,66,66,66
311001039984,BOGOTÁ D.C.,INSTITUTO CULTURAL CIUDAD KENNEDY,12,23,23,23
311001106428,BOGOTÁ D.C.,LIC AMERICANO MI GRAN CASA AZUL,60,61,61,61
311001109516,BOGOTÁ D.C.,COLEGIO SAN ANGEL SALITRE,25,24,24,24
311001052018,BOGOTÁ D.C.,COL EL MINUTO DE DIOS SIGLO XXI,42,42,42,42
311001109753,BOGOTÁ D.C.,COLEGIO TALENTOS,0,41,38,38
311001108862,BOGOTÁ D.C.,COLEGIO SAN ANGEL,16,16,16,16
31100110901,BOGOTÁ D.C.,INSTITUTO COMERCIAL LORETO,56,56,55,55
311001109702,BOGOTÁ D.C.,FUNDACIÓN SANTO TOMAS DE AQUINO - FUSANTEC,0,4,3,3
311001108137,BOGOTÁ D.C.,COLEGIO FUNDACIÓN NUEVA GRANADA,21,21,21,21
311001096309,BOGOTÁ D.C.,LICEO MARIA NELL,27,26,26,26
311001104832,BOGOTÁ D.C.,COLEGIO FRANCISCO I,51,48,48,48
311001090718,BOGOTÁ D.C.,INST LABERINTO DE LA CULTURA,12,12,12,12
311001109761,BOGOTÁ D.C.,FUNDACIÓN HUMANISTA ERASMO DE ROTTERDAM,0,46,41,41
311001109826,BOGOTÁ D.C.,INSTITUTO TOMAS MORO,0,49,43,43
311001109974,BOGOTÁ D.C.,COLEGIO FORMARTE,0,1,1,1
311001097658,BOGOTÁ D.C.,LIC  MANUEL ELKIN PATARROYO,46,42,41,41
111001102172,BOGOTÁ D.C.,COLEGIO JULIO GARAVITO ARMERO (IED),119,118,116,116
31100108971,BOGOTÁ D.C.,COLEGIO SOLES DEL SABER,19,19,19,19
111001102075,BOGOTÁ D.C.,COLEGIO ENTRE NUBES SUR ORIENTAL (IED),47,44,44,44
31100108016,BOGOTÁ D.C.,GIMN LA KHUMBRE,17,6,6,6
311001105341,BOGOTÁ D.C.,COLEGIO REAL DE BOGOTA,11,15,15,15
311001092478,BOGOTÁ D.C.,GIMNASIO OBREGON                                                                                 ,56,56,55,55
311001098026,BOGOTÁ D.C.,GIMNASIO BOSQUES DEL NOGAL,20,20,20,20
311001109851,BOGOTÁ D.C.,COLEGIO RENE DESCARTES,0,2,2,2
311001110158,BOGOTÁ D.C.,COLEGIO NUEVO MILENIO,0,14,10,10
311001002568,BOGOTÁ D.C.,COL NSTRA SRA DE LAS LAJAS,24,23,23,23
411001108271,BOGOTÁ D.C.,COL MARIA AUXILIADORA NORTE,31,32,32,32
311001046409,BOGOTÁ D.C.,LICEO MODERNO LEON BAEZ,40,40,39,39
311001109958,BOGOTÁ D.C.,COLEGIO TECNISISTEMAS,0,3,2,2
31100110994,BOGOTÁ D.C.,COLEGIO TECNISISTEMAS,0,1,1,1
311001091081,BOGOTÁ D.C.,GIMNASIO INTEGRAL GUATIQUIA,19,19,19,19
311001110034,BOGOTÁ D.C.,COLEGIO UNILATINA,0,48,46,46
311001047952,BOGOTÁ D.C.,COLEGIO INTEGRADO EDUARDO CABALLERO CALDERON,42,42,42,42
311001099723,BOGOTÁ D.C.,GIMNASIO NUEVO REINO,21,21,21,21
311001101531,BOGOTÁ D.C.,LICEO CAMPESTRE DE HARVARD,12,13,13,13
311001106622,BOGOTÁ D.C.,CENT DE EDUC ROBERT HOOKE,0,14,13,13
311001110557,BOGOTÁ D.C.,COLEGIO MARIO LUIS RODRIGUEZ COBOS,0,23,15,15
311001110549,BOGOTÁ D.C.,CENTRO EDUCATIVO SAN PABLO CESP,0,3,3,3
111001110477,BOGOTÁ D.C.,COLEGIO NELSON MANDELA (IED),145,143,140,140
311001110522,BOGOTÁ D.C.,CENTRO JOHANN KEPLER,0,9,5,5
311001110492,BOGOTÁ D.C.,INSTITUTO DANTE ALIGHIERI,0,3,3,3
311001000514,BOGOTÁ D.C.,NUEVO COL LUSADI,28,21,21,21
311001039003,BOGOTÁ D.C.,COLEGIO CIUDAD MONTES,25,25,25,25
111001102164,BOGOTÁ D.C.,COLEGIO EL MINUTO DE  BUENOS AIRES (IED),61,61,59,59
111001041611,BOGOTÁ D.C.,COLEGIO DIANA TURBAY (IED),94,87,87,87
311001110573,BOGOTÁ D.C.,COLEGIO SUPERIOR DE PALERMO,0,18,12,12
311001110638,BOGOTÁ D.C.,COLEGIO SUPERIOR PALERMO SANTA ISABEL,0,11,8,8
311001106011,BOGOTÁ D.C.,LICEO PEDAGÓGICO NUESTRA SEÑORA DE LA SABIDURIA,71,67,63,63
311001110271,BOGOTÁ D.C.,COLEGIO CENTRO DE ESTUDIOS PRO-PYMES,0,135,113,113
311001109923,BOGOTÁ D.C.,COLEGIO TECNISISTEMAS SEDE BOSA,0,39,33,33
311001110409,BOGOTÁ D.C.,LICEO BET-EL,8,8,8,8
311001110611,BOGOTÁ D.C.,COLEGIO MONTEHELENA,0,11,10,10
311001096732,BOGOTÁ D.C.,GIMNASIO CAMPUS PAMPURI,10,10,10,10
111001018309,BOGOTÁ D.C.,COLEGIO ATENAS (IED),55,56,53,53
311764004357,BOGOTÁ D.C.,LICEO RIOBAMBA                                                                                      ,18,17,17,17
311001046077,BOGOTÁ D.C.,COLEGIO INTERNACIONAL CAMINO A LA CIMA,20,20,20,20
111001065234,BOGOTÁ D.C.,COLEGIO USMINIA  (IED),44,43,43,43
311001041423,BOGOTÁ D.C.,COLEGIO BILINGÜE CEDAM,32,32,32,32
31176900103,BOGOTÁ D.C.,COLEGIO ASOSIERVAS,50,48,48,48
31100111014,BOGOTÁ D.C.,LICEO BIRMINGHAM,18,18,18,18
311001097674,BOGOTÁ D.C.,LICEO OCTAVIO PAZ,28,28,28,28
31100111059,BOGOTÁ D.C.,COLEGIO SUPERIOR SAN CRISTOBAL,0,9,7,7
111001086754,BOGOTÁ D.C.,COLEGIO LA CONCEPCION (CED),77,73,71,71
311001106169,BOGOTÁ D.C.,GIMNASIO LA ALEGRIA DE VIVIR,2,3,3,3
311001101116,BOGOTÁ D.C.,COLEGIO BILINGUE SAN GABRIEL ARCANGEL,6,6,6,6
31100109442,BOGOTÁ D.C.,GIMNASIO CRISTIANO LUZ Y VIDA,17,17,17,17
311001029342,BOGOTÁ D.C.,COLEGIO SAN ALEJO,49,48,48,48
311001095001,BOGOTÁ D.C.,COLEGIO CRISTIANO PSICOPEDAGOGICO SINAI,19,21,21,21
111001028266,BOGOTÁ D.C.,COLEGIO CIUDAD DE MONTREAL (IED),31,30,30,30
111001029114,BOGOTÁ D.C.,COLEGIO JACKELINE (IED),52,50,50,50
311001092435,BOGOTÁ D.C.,CENTRO EDUCATIVO LIBERTAD,38,39,38,38
311001090751,BOGOTÁ D.C.,INSTITUTO PSICOPEDAGOGICO ROSAL DE SUBA,6,5,4,4
311001098531,BOGOTÁ D.C.,COLEGIO DIDASCALIO NUESTRA SEÑORA DE LA ESPERANZA,12,11,11,11
311001102716,BOGOTÁ D.C.,LICEO EMMANUELE MARLUI,35,34,34,34
311001109184,BOGOTÁ D.C.,LICEO MODERNO LEEUWENHOEK,23,24,23,23
311001108749,BOGOTÁ D.C.,COLEGIO MAYOR DE ENGATIVA,23,24,22,22
31100111028,BOGOTÁ D.C.,COLEGIO NUESTRA SEÑORA DE LA FELICIDAD,8,8,8,8
311001099626,BOGOTÁ D.C.,GIMNASIO MODERNO CASTILLA,43,43,43,43
311001051852,BOGOTÁ D.C.,LIC PSICOPEDAG SAN PABLO,33,33,32,32
311001110395,BOGOTÁ D.C.,COLEGIO SAN ANSELMO,30,35,35,35
311001110662,BOGOTÁ D.C.,LICEO CENTRAL AMERICAS,25,29,28,28
311001800022,BOGOTÁ D.C.,COLEGIO DE FORMACION DE CIUDADANOS - COGLOBAL,0,10,10,10
311001110565,BOGOTÁ D.C.,COLEGIO MARIO LUIS RODRIGUEZ COBOS,0,3,3,3
311001110697,BOGOTÁ D.C.,COLEGIO RENE DESCARTES,0,16,14,14
311001800081,BOGOTÁ D.C.,QUALIA ALTERNATIVA EDUCATIVA,18,2,2,2
31100111062,BOGOTÁ D.C.,INSTITUTO CAMARGO LEON,0,9,9,9
311001800103,BOGOTÁ D.C.,COLEGIO SUPERIOR PALERMO,0,6,4,4
311001800316,BOGOTÁ D.C.,COLEGIO ALEJANDRO MAGNO,0,2,2,2
311001800235,BOGOTÁ D.C.,COLEGIO LEONARDO DA VINCI,0,25,19,19
111001800091,BOGOTÁ D.C.,COLEGIO LA FELICIDAD (IED),74,76,76,76
111001800163,BOGOTÁ D.C.,COLEGIO FILARMONICO JORGE MARIO BERGOGLIO (IED),40,40,38,38
111001800384,BOGOTÁ D.C.,COLEGIO JORGE ISAACS (IED),79,79,79,79
311001800243,BOGOTÁ D.C.,COLEGIO PALERMO,0,10,7,7
111001800431,BOGOTÁ D.C.,COLEGIO LAS MARGARITAS (IED),31,31,31,31
311001800341,BOGOTÁ D.C.,GIMNASIO PSICOPEDAGOGICO INTEGRAL GIMSIPEI,12,11,11,11
311001800448,BOGOTÁ D.C.,INNOVAR EDUCACION PARA JOVENES Y ADULTOS,0,7,6,6
311001800146,BOGOTÁ D.C.,COLEGIO HUMANISTA ALEXANDRE PETION,0,11,9,9
311001800405,BOGOTÁ D.C.,INSTITUCION EDUCATIVA FRAY LUIS DE LEON,0,16,12,12
311001800588,BOGOTÁ D.C.,COLEGIO HAPE  HABILIDADES DEL PENSAMIENTO ,15,13,13,13
311001800294,BOGOTÁ D.C.,COLEGIO KUEPA RESTREPO,0,66,58,58
111001800392,BOGOTÁ D.C.,COLEGIO SOLEDAD ACOSTA DE SAMPER (IED),32,31,31,31
311001800375,BOGOTÁ D.C.,COLEGIO AUSTRALIANO CAMPESTRE,27,27,27,27
111001800457,BOGOTÁ D.C.,COLEGIO BICENTENARIO DE LA INDEPENDENCIA (IED),95,95,93,93
111001800422,BOGOTÁ D.C.,COLEGIO ROGELIO SALMONA (IED),92,91,88,88
111001800554,BOGOTÁ D.C.,COLEGIO CIUDAD DE TECHO I (IED),32,32,32,32
111001800414,BOGOTÁ D.C.,COLEGIO EL ENSUEÑO (IED),69,69,68,68
31100180012,BOGOTÁ D.C.,GIMNASIO NUESTRA SEÑORA DE LA ESPERANZA,4,3,3,3
311001800308,BOGOTÁ D.C.,COLEGIO KUEPA CALLE 72,0,91,83,83
311001800618,BOGOTÁ D.C.,COLEGIO ALEJANDRO MAGNO,0,4,4,4
311001800651,BOGOTÁ D.C.,COLEGIO ALEJANDRO MAGNO,0,2,1,1
311001800537,BOGOTÁ D.C.,COLEGIO INNOVAR,0,1,1,1
311001800596,BOGOTÁ D.C.,COLEGIO SAGRADO CORAZON DE JESUS BETHLEMITAS NORTE,64,65,65,65
311001800499,BOGOTÁ D.C.,COLEGIO ALFRED MARSHALL,0,54,53,53
311001800723,BOGOTÁ D.C.,COLEGIO CRISTIANO MONTE HEBRON,9,9,9,9
311001800707,BOGOTÁ D.C.,CENTRO EDUCATIVO INTEGRAL LATINOAMERICANO - CEIL,0,175,131,131
311001800685,BOGOTÁ D.C.,COLEGIO RENFORT,29,20,19,19
111001800635,BOGOTÁ D.C.,COLEGIO EL NOGAL (IED),71,71,69,69
111001800678,BOGOTÁ D.C.,COLEGIO PARQUES DE BOGOTA (IED),67,67,67,67
111001800694,BOGOTÁ D.C.,COLEGIO LAUREL DE CERA (IED),73,73,70,70
11100180066,BOGOTÁ D.C.,COLEGIO CIUDAD CHENGDU (IED),27,26,25,25
111001800571,BOGOTÁ D.C.,COLEGIO SIERRA MORENA CURVA (IED),69,69,69,69
311001800731,BOGOTÁ D.C.,BACHILLERATO INNOVAR KENNEDY,0,4,4,4
111001800562,BOGOTÁ D.C.,COLEGIO JOSE EUSTASIO RIVERA (IED),28,28,28,28
111001800643,BOGOTÁ D.C.,COLEGIO DE LA BICI (IED),67,65,63,63
31100180074,BOGOTÁ D.C.,LICEO BILINGUE ROMULO GALLEGOS,30,33,33,33
111001800813,BOGOTÁ D.C.,COLEGIO COMPARTIR SUBA (IED),93,92,92,92
311001800821,BOGOTÁ D.C.,COLEGIO MONTEHELENA BILINGÜE,16,11,10,10
311001800863,BOGOTÁ D.C.,COLEGIO MONTEHELENA CICLOS,0,12,9,9
31100180088,BOGOTÁ D.C.,COLEGIO INCADE KENNEDY,0,1,1,1
11100180108,BOGOTÁ D.C.,COLEGIO ESMERALDA ARBOLEDA CADAVID (IED),67,68,68,68
311001801127,BOGOTÁ D.C.,COLEGIO PEDAGOGICO NEOGRANADINO,0,4,4,4
213006001088,ACHÍ,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LOS NISPEROS,24,23,22,22
213006001185,ACHÍ,INSTITUCIÓN EDUCATIVA SANTA LUCIA,15,15,15,15
213006000251,ACHÍ,INSTITUCIÓN EDUCATIVA DE GALLEGO,13,9,9,9
213006001452,ACHÍ,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE PLAYA ALTA,18,17,17,17
113006000761,ACHÍ,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA RICARDO CASTELLAR BARRIOS,82,68,66,66
213006000065,ACHÍ,INSTITUCIÓN EDUCATIVA DE BUENAVISTA,21,13,13,13
213006001975,ACHÍ,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA DE  PUERTO VENECIA,62,44,42,42
213006001797,ACHÍ,INSTITUCIÓN EDUCATIVA SAN MIGUEL DE TRES CRUCES,23,23,22,22
113006000664,ACHÍ,INSTITUCIÓN EDUCATIVA SAN JOSÉ DE ACHI,57,44,43,43
213006000057,ACHÍ,INSTITUCIÓN EDUCATIVA DE RIO NUEVO,32,24,24,24
213006000154,ACHÍ,INSTITUCIÓN EDUCATIVA DE GUACAMAYO,14,14,13,13
213074000171,ALTOS DEL ROSARIO,INSTITUCIÓN EDUCATIVA  SAGRADO CORAZÓN DE JESÚS,22,22,22,22
213074000961,ALTOS DEL ROSARIO,INSTITUCIÓN EDUCATIVA ALEJANDRO DURAN DIAZ,46,48,48,48
213074000189,ALTOS DEL ROSARIO,INSTITUCIÓN EDUCATIVA DE SAN ISIDRO,21,15,15,15
113042001618,ARENAL,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA EFIGENIO MENDOZA SIERRA,56,55,55,55
21347300158,ARENAL,INSTITUCIÓN EDUCATIVA EMA TRONCOSO RABELO,23,23,23,23
313052000392,ARJONA,INSTITUTO BOLIVARIANO (ANTIGUO MIS PRIMERAS LUCES),49,49,49,49
213052000461,ARJONA,INSTITUCIÓN EDUCATIVA TÉCNICA ACUÍCOLA DE ROCHA,40,39,39,39
113052000415,ARJONA,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL DON BOSCO,189,182,175,175
313052000309,ARJONA,INSTITUCIÓN EDUCATIVA DOMINGO TARRA GUARDO,45,44,43,43
113052000211,ARJONA,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL REPUBLICA DE COLOMBIA,47,45,44,44
113052000431,ARJONA,INSTITUCIÓN EDUCATIVA CATALINA HERRERA,89,62,62,62
11305200013,ARJONA,INSTITUCIÓN EDUCATIVA TÉCNICA EN INFORMATICA FRANCISCO DE PAULA SANTANDER,92,90,90,90
113052000172,ARJONA,INSTITUCIÓN EDUCATIVA BENJAMIN HERRERA,132,121,120,120
21305200007,ARJONA,INSTITUCIÓN EDUCATIVA DE GAMBOTE,13,12,12,12
113052000318,ARJONA,INSTITUCIÓN EDUCATIVA TÉCNICA EN ARTES Y OFICIOS MARIA MICHELSEN DE LOPEZ,44,43,42,42
213052000355,ARJONA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA  DE SINCERIN,27,27,27,27
11305200044,ARJONA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y ACUÍCOLA DE PUERTO BADEL,37,33,31,31
313052000384,ARJONA,CONCENTRACION EDUCATIVA CAROLINA GAMERO PEREZ,9,9,9,9
313052000376,ARJONA,LICEO PATERNINA,39,39,39,39
313052000767,ARJONA,ESC. MARIA EUGENIA VELANDIA SUAREZ,0,30,30,30
113052000024,ARJONA,LICEO LAS FLORES,8,8,8,8
