codigo_dane,pai_et_municipios,establecimientos_educativos,prom_puntaje_global,comparacion_pg,desviacion,comparacion_dpg
391001000721,LETICIA,COLEGIO CRISTO REY MINUTO DE DIOS,291,Menor,44,Similar
191001000012,LETICIA,I.E. ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA,255,Menor,45,Similar
291001000629,LETICIA,I.E INDÍGENA MARÍA AUXILIADORA,196,Mayor,24,Mayor
191001000501,LETICIA,COL  NAVAL AF-41 ( ANTES JARDIN),303,Menor,44,Similar
191001000489,LETICIA,INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS,221,Mayor,32,Mayor
291001000581,LETICIA,I.E. INDIGENA SAN JUAN BOSCO,213,Mayor,32,Mayor
191001000519,LETICIA,I.E. INEM JOSE EUSTASIO RIVERA,231,Menor,38,Similar
291540000071,LETICIA,I.E. FRANCISCO DE ORELLANA,185,Mayor,20,Mayor
19100100073,LETICIA,I.E. FRANCISCO DEL ROSARIO VELA,222,Similar,32,Mayor
291001000068,LETICIA,I.E FRANCISCO JOSE DE CALDAS,201,Mayor,29,Mayor
391001000844,LETICIA,COL. SELVALEGRE,311,Menor,35,Mayor
391001000992,LETICIA,LICEO LOS ANGELES,278,Menor,46,Similar
291263000034,EL ENCANTO,I.E INTERNADO SAN RAFAEL DEL CARAPARANA,204,Mayor,36,Mayor
291405000231,LA CHORRERA,I.E. COLEGIO INDIGENA CASA DEL CONOCIMIENTO,216,Mayor,32,Mayor
191407000102,LA PEDRERA,I.E. INTERNADO INDIGENA SAN JOSE,190,Mayor,29,Mayor
191460000017,MIRITÍ - PARANÁ,I.E INTERNADO SAN ANTONIO DE PADUA,184,Mayor,30,Mayor
291263000018,PUERTO ARICA,ESC VILLA FATIMA,187,Mayor,21,Mayor
191540000255,PUERTO NARIÑO,I.E. COLEGIO TECNICO AGROPECUARIO JOSE CELESTINO MUTIS,212,Mayor,32,Mayor
191540000051,PUERTO NARIÑO,I.E. INTERNADO SAN FRANCISCO DE LORETOYACO,193,Mayor,25,Mayor
191065000016,PUERTO SANTANDER,I.E. INTERNADO FRAY JAVIER DE BARCELONA,209,Mayor,23,Mayor
291798000122,TARAPACÁ,I.E. COLEGIO VILLA CARMEN,210,Mayor,30,Mayor
105001003298,MEDELLÍN,INST EDUC LORENZA VILLEGAS DE SANTOS,275,Menor,40,Mayor
305001004854,MEDELLÍN,INSTITUCION EDUCATIVA ALVERNIA ,255,Similar,42,Mayor
105001001368,MEDELLÍN,INST EDUC ALVARO MARIN VELASCO,225,Mayor,39,Mayor
105001006068,MEDELLÍN,INSTITUCION EDUCATIVA DINAMARCA,264,Menor,44,Similar
205001009797,MEDELLÍN,INST EDUC MANUEL J. BETANCUR,254,Similar,45,Similar
105001000981,MEDELLÍN,INSTITUCION EDUCATIVA GILBERTO ALZATE AVENDAÑO,254,Similar,49,Similar
305001010358,MEDELLÍN,COL ADVENTISTA SIMON BOLIVAR,273,Menor,41,Mayor
105001011061,MEDELLÍN,INST EDUC JOSE ASUNCION SILVA,265,Menor,38,Mayor
205001001672,MEDELLÍN,INST EDUC MONSEÑOR VICTOR WIEDEMANN,254,Similar,40,Mayor
305001016542,MEDELLÍN,INSTITUCION EDUCATIVA EL TRIUNFO SANTA TERESA,260,Menor,39,Mayor
105001000108,MEDELLÍN,INSTITUCION EDUCATIVA CENTRO FORMATIVO DE ANTIOQUIA -CEFA,276,Menor,42,Mayor
305001005907,MEDELLÍN,COL EMILIA RIQUELME,289,Menor,36,Mayor
305001007586,MEDELLÍN,COL CAMPESTRE LA COLINA,324,Menor,39,Mayor
305001003955,MEDELLÍN,COMUNIDAD COLEGIO JESUS MARIA,339,Menor,33,Mayor
1050010127,MEDELLÍN,INSTITUCION EDUCATIVA SAN PABLO,253,Similar,39,Mayor
105001005291,MEDELLÍN,INST EDUC CAMPO VALDES,257,Similar,46,Similar
10500102578,MEDELLÍN,INST EDUC PBRO ANTONIO JOSE BERNAL LONDOÑO SJ,240,Mayor,42,Mayor
105001002526,MEDELLÍN,INSTITUCION EDUCATIVA SAMUEL BARRIENTOS ,246,Mayor,43,Mayor
105001000256,MEDELLÍN,INSTITUCION EDUCATIVA HECTOR ABAD GOMEZ,241,Mayor,46,Similar
305001022631,MEDELLÍN,CORP ESC EMPRESARIAL DE EDUCACION,215,Mayor,37,Mayor
105001025844,MEDELLÍN,INST EDUC ANTONIO DERKA - SANTO DOMINGO,225,Mayor,41,Mayor
305001011516,MEDELLÍN,COLEGIO SANTA BERTILLA BOSCARDIN,297,Menor,38,Mayor
105001000621,MEDELLÍN,INST EDUC ESCUELA NORMAL SUPERIOR DE MEDELLIN,265,Menor,42,Mayor
305001011761,MEDELLÍN,INST FERRINI - SEDE ROBLEDO,274,Menor,50,Similar
305001005044,MEDELLÍN,INST FERRINI - SEDE CALASANZ,194,Mayor,0,Mayor
105001000353,MEDELLÍN,INST EDUC JUAN DE LA CRUZ POSADA,248,Mayor,51,Similar
305001016861,MEDELLÍN,INSTITUCION EDUCATIVA PEDAGOGICO INTEGRAL,265,Menor,49,Similar
205001010264,MEDELLÍN,INSTITUCION EDUCATIVA PRESBITERO JUAN J. ESCOBAR,245,Mayor,40,Mayor
105001005347,MEDELLÍN,INSTITUCION EDUCATIVA TULIO OSPINA,274,Menor,45,Similar
105001001562,MEDELLÍN,INSTITUCION EDUCATIVA JAVIERA LONDOÑO,268,Menor,44,Similar
305001012857,MEDELLÍN,COLEGIO VID OBRA DE LA CONGREGACION MARIANA,293,Menor,39,Mayor
305001007306,MEDELLÍN,COL SAN FRANCISCO JAVIER,304,Menor,46,Similar
305001003947,MEDELLÍN,CENT EDUCAL CONQUISTADORES,298,Menor,36,Mayor
105001001651,MEDELLÍN,INST EDUC JOSE CELESTINO MUTIS,256,Similar,47,Similar
305001005257,MEDELLÍN,COL TERESIANO NSTRA SRA DE LA CANDELARIA,279,Menor,40,Mayor
105001001023,MEDELLÍN,INST EDUC ANTONIO RICAURTE,239,Mayor,40,Mayor
305001015686,MEDELLÍN,INSTITUCION EDUCATIVA MAESTRO ARENAS BETANCUR,261,Menor,41,Mayor
105001011886,MEDELLÍN,INSTITUCION EDUCATIVA AMERICA,235,Mayor,44,Similar
30500102247,MEDELLÍN,COL LUJAN,235,Mayor,37,Mayor
105001008389,MEDELLÍN,INST EDUC LORETO-GABRIELA GOMEZ CARVAJAL,239,Mayor,39,Mayor
105001002119,MEDELLÍN,INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ,255,Similar,51,Similar
305001009848,MEDELLÍN,INSTITUCION EDUCATIVA GUADALUPANO LA SALLE,265,Menor,34,Mayor
305001005184,MEDELLÍN,SEM MENOR DE LA ARQUIDIOCESIS DE MEDELLIN,307,Menor,45,Similar
105001002496,MEDELLÍN,INST EDUC CRISTO REY,275,Menor,41,Mayor
105001015211,MEDELLÍN,INST EDUC LA LIBERTAD,231,Mayor,32,Mayor
305001004986,MEDELLÍN,COL DE LA INMACULADA,301,Menor,38,Mayor
105001001821,MEDELLÍN,INSTITUCION EDUCATIVA NUEVO HORIZONTE - PAULO VI,238,Mayor,40,Mayor
30500102264,MEDELLÍN,INSTITUCION EDUCATIVA EL BOSQUE,228,Mayor,35,Mayor
105001021636,MEDELLÍN,INSTITUCION EDUCATIVA KENNEDY,241,Mayor,39,Mayor
105001012092,MEDELLÍN,INSTITUCION EDUCATIVA BARRIO SANTANDER,265,Menor,43,Mayor
305001003785,MEDELLÍN,COLEGIO MILITAR JOSE MARIA CORDOBA,262,Menor,40,Mayor
305001004161,MEDELLÍN,COL DE LA PRESENTACION - MEDELLIN,299,Menor,36,Mayor
105001001155,MEDELLÍN,INST EDUC SAN JUAN BAUTISTA DE LA SALLE,242,Mayor,44,Similar
105001020052,MEDELLÍN,INST EDUC RAFAEL GARCIA HERREROS,242,Mayor,34,Mayor
10500101169,MEDELLÍN,INSTITUCIÓN EDUCATIVA FEDERICO CARRASQUILLA,257,Similar,40,Mayor
305001004501,MEDELLÍN,COL SAGRADOS CORAZONES,292,Menor,36,Mayor
105001011631,MEDELLÍN,INST EDUC ASAMBLEA DEPARTAMENTAL,267,Menor,44,Similar
205001011031,MEDELLÍN,INST EDUC SANTA ELENA,285,Menor,40,Mayor
305001021881,MEDELLÍN,COL MILIT GENERAL PEDRO NEL OSPINA,271,Menor,51,Similar
105001002348,MEDELLÍN,INST EDUC FE Y ALEGRIA SANTO DOMINGO SAVIO,250,Mayor,40,Mayor
305001003696,MEDELLÍN,LIC SAN RAFAEL,288,Menor,41,Mayor
205001010281,MEDELLÍN,INST EDUC ALFONSO UPEGUI OROZCO,255,Similar,40,Mayor
305001015716,MEDELLÍN,COL PARROQUIAL NTRA SE?ORA DEL BUEN CONSEJO,293,Menor,34,Mayor
305001018839,MEDELLÍN,INST EDUC MADRE LAURA,285,Menor,43,Mayor
105001008249,MEDELLÍN,INST EDUC BELLO HORIZONTE,243,Mayor,44,Similar
305001014264,MEDELLÍN,COLEGIO HISPANO,238,Mayor,44,Similar
305001024164,MEDELLÍN,COL GENTE UNIDA JOVENES POR LA PAZ-SANTO DOMINGO,221,Mayor,41,Mayor
305001014256,MEDELLÍN,COL BAUTISTA DE CASTILLA,273,Menor,29,Mayor
105001010367,MEDELLÍN,INST EDUC SANTOS ANGELES CUSTODIOS,256,Similar,36,Mayor
105001007218,MEDELLÍN,INST EDUC MARIA DE LOS ANGELES CANO MARQUEZ,249,Mayor,39,Mayor
305001003734,MEDELLÍN,INST SAN CARLOS,306,Menor,39,Mayor
105001001805,MEDELLÍN,INST EDUC FE Y ALEGRIA POPULAR NRO. 1,229,Mayor,39,Mayor
30500101177,MEDELLÍN,INST VICARIAL JESUS MAESTRO,261,Menor,45,Similar
105001007188,MEDELLÍN,INSTITUCION EDUCATIVA BENEDIKTA ZUR NIEDEN,254,Similar,39,Mayor
105001017876,MEDELLÍN,INST EDUC FRANCISCO LUIS HERNANDEZ BETANCUR,250,Mayor,46,Similar
105001010928,MEDELLÍN,CENT EDUCAL DON BOSCO,284,Menor,46,Similar
305001005214,MEDELLÍN,COL MARIA AUXILIADORA,320,Menor,37,Mayor
105001010111,MEDELLÍN,INST EDUC MAESTRO FERNANDO BOTERO,272,Menor,35,Mayor
305001000093,MEDELLÍN,INSTITUCION EDUCATIVA PRADOS VERDES,299,Menor,48,Similar
105001021547,MEDELLÍN,INST EDUC VILLA FLORA,260,Menor,45,Similar
305001003513,MEDELLÍN,INST COLOMBO VENEZOLANO,307,Menor,42,Mayor
10500100099,MEDELLÍN,INST EDUC GONZALO RESTREPO JARAMILLO,246,Mayor,39,Mayor
105001002461,MEDELLÍN,INST EDUC LUCRECIO JARAMILLO VELEZ,300,Menor,40,Mayor
105001019011,MEDELLÍN,INSTITUCION EDUCATIVA STELLA VELEZ LONDOÑO,249,Mayor,37,Mayor
105001021199,MEDELLÍN,INST EDUC LA INDEPENDENCIA,235,Mayor,36,Mayor
305001004994,MEDELLÍN,COL SANTA TERESITA,276,Menor,45,Similar
305001005621,MEDELLÍN,COL BARBARA MICARELLI,299,Menor,36,Mayor
10500100541,MEDELLÍN,INST EDUC JUAN DE DIOS CARVAJAL,256,Similar,44,Similar
105001000795,MEDELLÍN,INST EDUC ALFREDO COCK ARANGO,233,Mayor,51,Similar
105001000396,MEDELLÍN,INST EDUC JOSE ACEVEDO Y GOMEZ,242,Mayor,44,Similar
305001014248,MEDELLÍN,COL PARROQUIAL SAN JUDAS TADEO,263,Menor,43,Mayor
305001017298,MEDELLÍN,COL ARENYS DEL MAR,254,Similar,38,Mayor
105001001473,MEDELLÍN,INST EDUC MANUELA BELTRAN,245,Mayor,50,Similar
205001018745,MEDELLÍN,INST EDUC EL LIMONAR,236,Mayor,41,Mayor
105001000418,MEDELLÍN,INST EDUC LA MILAGROSA,240,Mayor,38,Mayor
105001012165,MEDELLÍN,INSTITUCIÓN EDUCATIVA GUADALUPE,242,Mayor,33,Mayor
305001004943,MEDELLÍN,COL NUESTRA SENORA DEL ROSARIO DE CHIQUINQUIRA,305,Menor,38,Mayor
105001006181,MEDELLÍN,INST EDUC PEDRO OCTAVIO AMADO,240,Mayor,43,Mayor
405001022288,MEDELLÍN,COLEGIO DE BACHILLERATO COLEGIATURA COLOMBIANA,287,Menor,46,Similar
105001008486,MEDELLÍN,INSTITUCION EDUCATIVA CAPILLA DEL ROSARIO,255,Similar,43,Mayor
105001004472,MEDELLÍN,INSTITUCION EDUCATIVA LA PRESENTACION,286,Menor,37,Mayor
105001001236,MEDELLÍN,INSTITUCION EDUCATIVA MONTECARLO GUILLERMO GAVIRIA CORREA,244,Mayor,40,Mayor
105001025763,MEDELLÍN,INST EDUC DEBORA ARANGO PEREZ,240,Mayor,46,Similar
105001002356,MEDELLÍN,INST EDUC GABRIEL GARCIA MARQUEZ,238,Mayor,40,Mayor
305001013195,MEDELLÍN,COL MANZANARES,259,Menor,43,Mayor
305001005567,MEDELLÍN,COL CORAZONISTA,352,Menor,29,Mayor
105001017132,MEDELLÍN,INST EDUC FE Y ALEGRIA SAN JOSE,247,Mayor,42,Mayor
105001007889,MEDELLÍN,INST EDUC JUVENIL NUEVO FUTURO,241,Mayor,45,Similar
305001003963,MEDELLÍN,LIC SALAZAR Y HERRERA,287,Menor,42,Mayor
30500101759,MEDELLÍN,COL PADRE MANYANET,317,Menor,39,Mayor
305001004633,MEDELLÍN,INST JORGE ROBLEDO,329,Menor,31,Mayor
305001004498,MEDELLÍN,COL SAN IGNACIO DE LOYOLA,350,Menor,34,Mayor
105001013072,MEDELLÍN,INST EDUC MAESTRO PEDRO NEL GOMEZ,243,Mayor,40,Mayor
205001002199,MEDELLÍN,INSTITUCION EDUCATIVA PRESBITERO CARLOS ALBERTO CALDERON,230,Mayor,45,Similar
105001003387,MEDELLÍN,INST EDUC SANTA ROSA DE LIMA,234,Mayor,43,Mayor
10500100698,MEDELLÍN,INSTITUCIÓN EDUCATIVA CONCEJO DE MEDELLIN,282,Menor,46,Similar
105001013145,MEDELLÍN,INST EDUC SANTA TERESA,298,Menor,45,Similar
105001000001,MEDELLÍN,INSTITUCION EDUCATIVA FE Y ALEGRIA JOSE MARIA VELAZ,265,Menor,47,Similar
105001007439,MEDELLÍN,INST EDUC PEDRO CLAVER AGUIRRE,253,Similar,41,Mayor
205001019318,MEDELLÍN,INST EDUC SAN JOSE OBRERO,256,Similar,46,Similar
305001003599,MEDELLÍN,COLEGIO SAN JOSE DE LA SALLE,303,Menor,41,Mayor
105001001635,MEDELLÍN,INST EDUC YERMO Y PARRES,277,Menor,49,Similar
105001001121,MEDELLÍN,INSTITUCION EDUCATIVA JOSE ROBERTO VASQUEZ BARRIO MANRIQUE,251,Mayor,46,Similar
305001005125,MEDELLÍN,COL MADRE ANTONIA CERINI,278,Menor,47,Similar
105001019798,MEDELLÍN,INST EDUC ALFONSO LOPEZ,229,Mayor,48,Similar
10500101642,MEDELLÍN,INST EDUC TRICENTENARIO,255,Similar,41,Mayor
105001015148,MEDELLÍN,INST EDUC CAMILO MORA CARRASQUILLA,216,Mayor,42,Mayor
105001013439,MEDELLÍN,INST EDUC FELIX DE BEDOUT MORENO,254,Similar,43,Mayor
105001000485,MEDELLÍN,INST EDUC LA SALLE DE CAMPOAMOR,282,Menor,45,Similar
305001006831,MEDELLÍN,INST MUSICAL DIEGO ECHAVARRIA,334,Menor,28,Mayor
30500100515,MEDELLÍN,ESC NORMAL SUPERIOR ANTIOQUE?A,304,Menor,45,Similar
105001019925,MEDELLÍN,INSTITUCION EDUCATIVA ALCALDIA DE MEDELLIN,250,Mayor,52,Similar
105001003221,MEDELLÍN,INST EDUC MANUEL JOSE CAYZEDO,268,Menor,45,Similar
105001012696,MEDELLÍN,INST EDUC ALFONSO LOPEZ PUMAREJO,249,Mayor,37,Mayor
305001019827,MEDELLÍN,COL PANAMERICANO COLOMBO SUECO,306,Menor,43,Mayor
105001002135,MEDELLÍN,INST EDUC RAMON MUNERA LOPERA,243,Mayor,44,Similar
105001010855,MEDELLÍN,INST EDUC  ANA DE CASTRILLON,241,Mayor,41,Mayor
105001014851,MEDELLÍN,INSTITUCION EDUCATIVA JESUS REY,273,Menor,46,Similar
105001003425,MEDELLÍN,INSTITUCION EDUCATIVA JOSE MARIA BRAVO MARQUEZ,269,Menor,41,Mayor
105001001881,MEDELLÍN,INSTITUCION EDUCATIVA CARLOS VIECO ORTIZ,279,Menor,37,Mayor
30500100482,MEDELLÍN,COL AGUSTINIANO DE SAN NICOLAS,276,Menor,42,Mayor
105001002101,MEDELLÍN,INSTITUCION EDUCATIVA JUAN DE DIOS COCK,242,Mayor,39,Mayor
105001009695,MEDELLÍN,INST EDUC SAN JUAN BOSCO,266,Menor,39,Mayor
305001024419,MEDELLÍN,COLEGIO ANTARES INTELIGENCIAS MÚLTIPLES,263,Menor,59,Menor
305001004293,MEDELLÍN,COLEGIO DE LA UNIVERSIDAD PONTIFICIA BOLIVARIANA,311,Menor,37,Mayor
305001018022,MEDELLÍN,INST EDUC FE Y ALEGRIA LUIS AMIGO,230,Mayor,36,Mayor
105001001279,MEDELLÍN,INST EDUC CIRO MENDIA,252,Similar,40,Mayor
305001003491,MEDELLÍN,COL CALASANZ CAMPESTRE ESCOLAPIAS,304,Menor,33,Mayor
105001007111,MEDELLÍN,INST EDUC SEBASTIAN DE BELALCAZAR,234,Mayor,44,Similar
305001004404,MEDELLÍN,COL EUCARISTICO DE LA MILAGROSA,283,Menor,47,Similar
205001006526,MEDELLÍN,INST EDUC MARINA ORTH,257,Similar,63,Menor
305001025592,MEDELLÍN,COLEGIO EMPRESARIAL,303,Menor,41,Mayor
305001004315,MEDELLÍN,COL SANTA MARIA DEL ROSARIO,303,Menor,37,Mayor
305001025819,MEDELLÍN,COL CENT FRATERNAL CRISTIANO,285,Menor,56,Similar
105001025798,MEDELLÍN,INST EDUC ANGELA RESTREPO MORENO,242,Mayor,43,Mayor
105001000809,MEDELLÍN,INST EDUC PERPETUO SOCORRO,272,Menor,52,Similar
105001013013,MEDELLÍN,INSTITUCION EDUCATIVA EL PICACHITO,255,Similar,45,Similar
305001004455,MEDELLÍN,COL SALESIANO EL SUFRAGIO,305,Menor,48,Similar
105001006483,MEDELLÍN,INST EDUC RODRIGO CORREA PALACIO,237,Mayor,32,Mayor
105001011088,MEDELLÍN,INST EDUC CIUDADELA LAS AMERICAS,237,Mayor,46,Similar
105001003131,MEDELLÍN,INST EDUC REPUBLICA DE HONDURAS,262,Menor,39,Mayor
205001006232,MEDELLÍN,INST EDUC  SAN CRISTOBAL,248,Mayor,43,Mayor
105001002895,MEDELLÍN,INST EDUC FRANCISCO ANTONIO ZEA,275,Menor,41,Mayor
305001022496,MEDELLÍN,INSTITUCIÓN EDUCATIVA PEQUEÑA MARIA,243,Mayor,41,Mayor
305001004544,MEDELLÍN,COLEGIO TOMAS CARRASQUILLA,256,Similar,49,Similar
105001002038,MEDELLÍN,INST EDUC JOSE EUSEBIO CARO,247,Mayor,43,Mayor
105001000841,MEDELLÍN,INST EDUC JESUS MARIA - EL ROSAL,267,Menor,39,Mayor
105001000175,MEDELLÍN,INST EDUC GABRIEL RESTREPO MORENO,234,Mayor,33,Mayor
10500100278,MEDELLÍN,INST EDUC SAN FRANCISCO DE ASIS,256,Similar,46,Similar
10500100328,MEDELLÍN,INST EDUC MARIA MONTESSORI,243,Mayor,45,Similar
10500100149,MEDELLÍN,INSTITUCIÓN EDUCATIVA LOLA GONZÁLEZ,278,Menor,42,Mayor
105001014397,MEDELLÍN,INST EDUC LUIS LOPEZ DE MESA,259,Menor,46,Similar
105001015091,MEDELLÍN,INSTITUCION EDUCATIVA FE Y ALEGRIA GRANIZAL,244,Mayor,39,Mayor
10500100166,MEDELLÍN,INST EDUC JOSE ANTONIO GALAN,248,Mayor,37,Mayor
105001018759,MEDELLÍN,INST EDUC FE Y ALEGRIA EL LIMONAR,226,Mayor,38,Mayor
105001010588,MEDELLÍN,INST EDUC FE Y ALEGRIA LA CIMA,248,Mayor,41,Mayor
105001005495,MEDELLÍN,INST EDUC REPUBLICA DE URUGUAY,252,Similar,39,Mayor
105001001252,MEDELLÍN,INST EDUC CRISTOBAL COLON,259,Menor,37,Mayor
305001003793,MEDELLÍN,INST SALESIANO PEDRO JUSTO BERRIO,305,Menor,42,Mayor
105001007421,MEDELLÍN,INST EDUC OCTAVIO CALDERON MEJIA,281,Menor,40,Mayor
105001002011,MEDELLÍN,INST EDUC FEDERICO OZANAM,263,Menor,43,Mayor
305001005176,MEDELLÍN,COL BETHLEMITAS,317,Menor,40,Mayor
305001016089,MEDELLÍN,CENT EDUC AUTONOMO,304,Menor,30,Mayor
305001004901,MEDELLÍN,COL SAN JUAN BOSCO,307,Menor,40,Mayor
305001003505,MEDELLÍN,COL SANTA CLARA DE ASIS,294,Menor,46,Similar
305001005541,MEDELLÍN,COL NUESTRA MADRE DE LAS MERCEDES,313,Menor,37,Mayor
305001007969,MEDELLÍN,COL NUESTRA SENORA DE LA PROVIDENCIA,275,Menor,25,Mayor
105001011711,MEDELLÍN,INSTITUCIÓN EDUCATIVA VILLA DE LA CANDELARIA,265,Menor,40,Mayor
105001000868,MEDELLÍN,INSTITUCION EDUCATIVA REPUBLICA DE VENEZUELA,247,Mayor,37,Mayor
105001002071,MEDELLÍN,INSTITUCION EDUCATIVA BENJAMIN HERRERA,247,Mayor,41,Mayor
105001005878,MEDELLÍN,INST EDUC FRANCISCO MIRANDA,245,Mayor,43,Mayor
305001022682,MEDELLÍN,POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN,296,Menor,0,Mayor
105001009652,MEDELLÍN,INST EDUC SAN LORENZO DE ABURRA,253,Similar,45,Similar
10500101933,MEDELLÍN,INST EDUC BARRIO SANTA MARGARITA,255,Similar,42,Mayor
105001006092,MEDELLÍN,INST EDUC JULIO CESAR GARCIA,260,Menor,43,Mayor
105001001791,MEDELLÍN,INST EDUC MONSEÑOR GERARDO VALENCIA CANO,285,Menor,40,Mayor
105001007919,MEDELLÍN,COL SAGRADA FAMILIA ALDEA PABLO VI,260,Menor,39,Mayor
305001025576,MEDELLÍN,INST EDUC JUAN SEBASTIAN DE CENSA,225,Mayor,15,Mayor
105001009865,MEDELLÍN,INST EDUC HERNAN TORO AGUDELO,266,Menor,44,Similar
105001000876,MEDELLÍN,INST EDUC JAVIERA LONDOÑO-SEVILLA,251,Mayor,49,Similar
10500101107,MEDELLÍN,INST EDUC MERCEDITAS GOMEZ MARTINEZ,246,Mayor,45,Similar
3050010042,MEDELLÍN,COL CALASANZ,328,Menor,40,Mayor
305001005036,MEDELLÍN,COL SAN JOSE DE LAS VEGAS,327,Menor,38,Mayor
105001022101,MEDELLÍN,INST EDUC LAS NIEVES,265,Menor,32,Mayor
105001004791,MEDELLÍN,INST EDUC SANTO ANGEL,284,Menor,40,Mayor
305001024569,MEDELLÍN,COL CIENCIA Y VIDA,266,Menor,43,Mayor
405001016946,MEDELLÍN,COLEGIO COOPERATIVO SAN ANTONIO DE PRADO,301,Menor,49,Similar
305001004811,MEDELLÍN,COL DIVINO SALVADOR,292,Menor,53,Similar
105001000931,MEDELLÍN,INST EDUC DIEGO ECHAVARRIA MISAS,257,Similar,43,Mayor
305001005265,MEDELLÍN,COL LATINO,301,Menor,34,Mayor
105001000205,MEDELLÍN,INST EDUC SAN AGUSTIN,249,Mayor,45,Similar
305001016275,MEDELLÍN,COL GUILLERMO TABORDA RESTREPO,257,Similar,28,Mayor
10500100202,MEDELLÍN,INST EDUC RAFAEL URIBE URIBE,259,Menor,42,Mayor
105001001198,MEDELLÍN,INSTITUCION EDUCATIVA AURES,252,Similar,38,Mayor
105001019534,MEDELLÍN,INST EDUC RODRIGO LARA BONILLA,214,Mayor,31,Mayor
305001011583,MEDELLÍN,COL SAN LUCAS,298,Menor,43,Mayor
305001005109,MEDELLÍN,COL LA ANUNCIACION,308,Menor,34,Mayor
305001004871,MEDELLÍN,COL PABLO VI,260,Menor,45,Similar
105001006246,MEDELLÍN,INST EDUC JORGE ROBLEDO,269,Menor,43,Mayor
105001020273,MEDELLÍN,INST EDUC CIUDAD DON BOSCO,230,Mayor,36,Mayor
105001003441,MEDELLÍN,INSTITUTO TECNICO INDUSTRIAL PASCUAL BRAVO,290,Menor,39,Mayor
305001015287,MEDELLÍN,INSTITUCION EDUCATIVA LA CANDELARIA,239,Mayor,36,Mayor
305001019975,MEDELLÍN,CENT EDUC INTEG BUCARELLY,293,Menor,44,Similar
305001022232,MEDELLÍN,INST EDUC  BARRIO OLAYA HERRERA,212,Mayor,35,Mayor
305001004528,MEDELLÍN,COL MARIA REINA DEL CARMELO,281,Menor,37,Mayor
30500101969,MEDELLÍN,INST EDUC ARZOBISPO TULIO BOTERO SALAZAR,244,Mayor,38,Mayor
105001000132,MEDELLÍN,INST EDUC JOSE MARIA BERNAL,300,Menor,47,Similar
10500100247,MEDELLÍN,INST EDUC SAN VICENTE DE PAUL,269,Menor,44,Similar
105001019062,MEDELLÍN,INSTITUCION EDUCATIVA ALFONSO MORA NARANJO,236,Mayor,39,Mayor
105001006718,MEDELLÍN,INSTITUCION EDUCATIVA ASIA IGNACIANA,265,Menor,37,Mayor
205001007735,MEDELLÍN,INSTITUCION EDUCATIVA HECTOR ROGELIO MONTOYA,238,Mayor,49,Similar
105001009709,MEDELLÍN,INST EDUC FELIX HENAO BOTERO,247,Mayor,42,Mayor
105001000043,MEDELLÍN,INSTITUCION EDUCATIVA BARRIO SANTA CRUZ,242,Mayor,37,Mayor
105001017965,MEDELLÍN,INSTITUCION EDUCATIVA MANUEL JOSE GOMEZ SERNA,246,Mayor,44,Similar
10500101334,MEDELLÍN,INST EDUC INEM JOSE FELIX DE RESTREPO,274,Menor,47,Similar
105001002976,MEDELLÍN,INSTITUCION EDUCATIVA LA PIEDAD,242,Mayor,46,Similar
105001007978,MEDELLÍN,INSTITUCION EDUCATIVA PABLO NERUDA,226,Mayor,42,Mayor
105001011606,MEDELLÍN,INST EDUC HORACIO MUÑOZ SUESCUN,246,Mayor,46,Similar
305001007594,MEDELLÍN,INST EDUC SANTA JUANA DE LESTONAC,286,Menor,35,Mayor
105001000566,MEDELLÍN,INSTITUCION EDUCATIVA CARACAS,241,Mayor,41,Mayor
305001022461,MEDELLÍN,COL GENTE UNIDA JOVENES POR LA PAZ - LUZ DE ORIENTE,232,Mayor,38,Mayor
105001015172,MEDELLÍN,INST EDUC EDUARDO SANTOS,231,Mayor,44,Similar
305001007861,MEDELLÍN,GIMN GUAYACANES,230,Mayor,17,Mayor
30500100045,MEDELLÍN,COL DE MARIA,296,Menor,43,Mayor
105001019453,MEDELLÍN,INSTITUCIÓN EDUCATIVA VILLA DEL SOCORRO,235,Mayor,42,Mayor
105001005339,MEDELLÍN,INST EDUC MONSEÑOR FRANCISCO CRISTOBAL TORO,240,Mayor,44,Similar
105001012106,MEDELLÍN,INST EDUC JUAN MARIA CESPEDES,287,Menor,47,Similar
105001003123,MEDELLÍN,INSTITUCION EDUCATIVA FATIMA NUTIBARA,266,Menor,49,Similar
105001025992,MEDELLÍN,INST EDUC NICANOR RESTREPO SANTAMARIA,236,Mayor,41,Mayor
305001006458,MEDELLÍN,INSTITUCION EDUCATIVA CAMILO C. RESTREPO,242,Mayor,36,Mayor
305001006784,MEDELLÍN,COL DE LA COMPANIA DE MARIA,328,Menor,47,Similar
205001012534,MEDELLÍN,INST EDUC SAN ANTONIO DE PRADO,252,Similar,43,Mayor
305001025193,MEDELLÍN,UNION PROFESIONAL PARA LA EDUCACION Y EL TRABAJO UPET,209,Mayor,36,Mayor
305001018286,MEDELLÍN,COL SAN GABRIEL DE LA DOLOROSA,295,Menor,43,Mayor
