codigo_dane,pai_et_municipios,establecimientos_educativos,prom_puntaje_global,comparacion_pg,desviacion,comparacion_dpg
313001012281,CARTAGENA DE INDIAS,COL. SANTO TOMAS DE AQUINO,311,Menor,41,Mayor
213001000245,CARTAGENA DE INDIAS,INSTITUCION EDUCATIVA TIERRA BAJA,242,Menor,38,Mayor
313001029523,CARTAGENA DE INDIAS,GIMNASIO BILINGÜE ALTAMAR DE CARTAGENA,327,Menor,37,Mayor
313001008933,CARTAGENA DE INDIAS,INST. COLOMBO HOLANDES,234,Mayor,53,Similar
213001001632,CARTAGENA DE INDIAS,INSTITUCION EDUCATIVA DE LETICIA,196,Mayor,32,Mayor
31300102968,CARTAGENA DE INDIAS,CENTRO EDUCATIVO INTEGRAL MODERNO,278,Menor,47,Similar
113001030085,CARTAGENA DE INDIAS,INSTITUCION EDUCATIVA MANDELA,220,Mayor,36,Mayor
113001030093,CARTAGENA DE INDIAS,INSTITUCION EDUCATIVA FUNDACION PIES DESCALZOS,241,Similar,33,Mayor
113001030212,CARTAGENA DE INDIAS,INSTITUCION EDUCATIVA BICENTENARIO,233,Mayor,42,Mayor
313001013431,CARTAGENA DE INDIAS,CORP INST PROGRESO SOCIAL (ANTES INST. MIXTO LOS PAYASITOS,203,Mayor,36,Mayor
313001012876,CARTAGENA DE INDIAS,CORPORACION EDUCATIVA INSTITUTO GUADALUPE ,299,Menor,48,Similar
313001028098,CARTAGENA DE INDIAS,INSTITUCION EDUCATIVA LOS ANGELES,269,Menor,44,Mayor
313001029931,CARTAGENA DE INDIAS,COLEGIO MANOS CREATIVAS,196,Mayor,20,Mayor
313001029116,CARTAGENA DE INDIAS,INSTITUCION EDUC COMUNITARIA LIRIO DE LOS VALLES,217,Mayor,44,Mayor
213001007401,CARTAGENA DE INDIAS,INSTITUCION EDUCATIVA SANTA CRUZ DEL ISLOTE,196,Mayor,22,Mayor
413001008024,CARTAGENA DE INDIAS,INST. EDUC. EL PARAISO,295,Menor,52,Similar
313001005845,CARTAGENA DE INDIAS,COL PILAR DEL SABER (ANTES JARD. INF. PIOLIN),289,Menor,50,Similar
313001030025,CARTAGENA DE INDIAS,GIMNASIO AMERICANO HOWARD GARDNER,289,Menor,52,Similar
313001800092,CARTAGENA DE INDIAS,COLEGIO BEN AVID,207,Mayor,34,Mayor
113001800123,CARTAGENA DE INDIAS,INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ,212,Mayor,37,Mayor
113001800263,CARTAGENA DE INDIAS,INSTITUCION EDUCATIVA EL SALVADOR,221,Mayor,38,Mayor
313001800599,CARTAGENA DE INDIAS,INSTITUTO CRISTOCENTRICO DEL CARIBE,265,Menor,40,Mayor
313001800637,CARTAGENA DE INDIAS,COLEGIO SAN JOSE DE LOS CAMPANOS,240,Similar,44,Mayor
11300180099,CARTAGENA DE INDIAS,INSTITUCION EDUCATIVA POLITECNICO DEL POZON,215,Mayor,33,Mayor
313001800521,CARTAGENA DE INDIAS,CENTRO DE DESARROLLO INTEGRAL MANITOS CREATIVAS,153,Mayor,0,Mayor
213006001088,ACHÍ,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LOS NISPEROS,219,Mayor,35,Mayor
213006001185,ACHÍ,INSTITUCIÓN EDUCATIVA SANTA LUCIA,192,Mayor,21,Mayor
213006000251,ACHÍ,INSTITUCIÓN EDUCATIVA DE GALLEGO,223,Mayor,32,Mayor
213006001452,ACHÍ,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE PLAYA ALTA,215,Mayor,46,Similar
113006000761,ACHÍ,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA RICARDO CASTELLAR BARRIOS,231,Mayor,47,Similar
213006000065,ACHÍ,INSTITUCIÓN EDUCATIVA DE BUENAVISTA,194,Mayor,20,Mayor
213006001975,ACHÍ,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA DE  PUERTO VENECIA,219,Mayor,38,Mayor
213006001797,ACHÍ,INSTITUCIÓN EDUCATIVA SAN MIGUEL DE TRES CRUCES,195,Mayor,37,Mayor
113006000664,ACHÍ,INSTITUCIÓN EDUCATIVA SAN JOSÉ DE ACHI,213,Mayor,33,Mayor
213006000057,ACHÍ,INSTITUCIÓN EDUCATIVA DE RIO NUEVO,241,Similar,40,Mayor
213006000154,ACHÍ,INSTITUCIÓN EDUCATIVA DE GUACAMAYO,202,Mayor,32,Mayor
213074000171,ALTOS DEL ROSARIO,INSTITUCIÓN EDUCATIVA  SAGRADO CORAZÓN DE JESÚS,204,Mayor,29,Mayor
213074000961,ALTOS DEL ROSARIO,INSTITUCIÓN EDUCATIVA ALEJANDRO DURAN DIAZ,207,Mayor,33,Mayor
213074000189,ALTOS DEL ROSARIO,INSTITUCIÓN EDUCATIVA DE SAN ISIDRO,185,Mayor,17,Mayor
113042001618,ARENAL,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA EFIGENIO MENDOZA SIERRA,224,Mayor,38,Mayor
21347300158,ARENAL,INSTITUCIÓN EDUCATIVA EMA TRONCOSO RABELO,220,Mayor,37,Mayor
313052000392,ARJONA,INSTITUTO BOLIVARIANO (ANTIGUO MIS PRIMERAS LUCES),311,Menor,42,Mayor
213052000461,ARJONA,INSTITUCIÓN EDUCATIVA TÉCNICA ACUÍCOLA DE ROCHA,192,Mayor,21,Mayor
113052000415,ARJONA,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL DON BOSCO,229,Mayor,46,Similar
313052000309,ARJONA,INSTITUCIÓN EDUCATIVA DOMINGO TARRA GUARDO,208,Mayor,35,Mayor
113052000211,ARJONA,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL REPUBLICA DE COLOMBIA,215,Mayor,38,Mayor
113052000431,ARJONA,INSTITUCIÓN EDUCATIVA CATALINA HERRERA,226,Mayor,32,Mayor
11305200013,ARJONA,INSTITUCIÓN EDUCATIVA TÉCNICA EN INFORMATICA FRANCISCO DE PAULA SANTANDER,244,Menor,45,Similar
113052000172,ARJONA,INSTITUCIÓN EDUCATIVA BENJAMIN HERRERA,234,Mayor,44,Mayor
21305200007,ARJONA,INSTITUCIÓN EDUCATIVA DE GAMBOTE,205,Mayor,31,Mayor
113052000318,ARJONA,INSTITUCIÓN EDUCATIVA TÉCNICA EN ARTES Y OFICIOS MARIA MICHELSEN DE LOPEZ,197,Mayor,29,Mayor
213052000355,ARJONA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA  DE SINCERIN,230,Mayor,34,Mayor
11305200044,ARJONA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y ACUÍCOLA DE PUERTO BADEL,197,Mayor,24,Mayor
313052000384,ARJONA,CONCENTRACION EDUCATIVA CAROLINA GAMERO PEREZ,273,Menor,33,Mayor
313052000376,ARJONA,LICEO PATERNINA,274,Menor,49,Similar
313052000767,ARJONA,ESC. MARIA EUGENIA VELANDIA SUAREZ,218,Mayor,32,Mayor
113052000024,ARJONA,LICEO LAS FLORES,260,Menor,42,Mayor
313052800054,ARJONA,CENTRO EDUCATIVO LICEO MI NUEVA ESPERANZA,207,Mayor,53,Similar
313052000741,ARJONA,CONCEBIR,221,Mayor,0,Mayor
313052800011,ARJONA,NUEVO ALPES SCHOOL,253,Menor,43,Mayor
213140000101,ARROYOHONDO,INSTITUCION EDUCATIVA DE MACHADO,198,Mayor,33,Mayor
213140000268,ARROYOHONDO,INSTITUCIÓN EDUCATIVA TÉCNICA DE ARROYO HONDO ROBERTO BOTERO MORALES,205,Mayor,38,Mayor
213074000847,BARRANCO DE LOBA,INSTITUCIÓN EDUCATIVA TECNICA AGROPECUARIA Y PESQUERA SEGUNDO AMARIS MATUTE,187,Mayor,18,Mayor
313074000019,BARRANCO DE LOBA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA JULIO RAMÓN FACIOLINCE,215,Mayor,33,Mayor
213074001029,BARRANCO DE LOBA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y ACUÍCOLA LUIS GUILLERMO VIDES ESCOBAR,191,Mayor,29,Mayor
213074000081,BARRANCO DE LOBA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA JORGE ELIECER GAITAN,218,Mayor,22,Mayor
213074001088,BARRANCO DE LOBA,INSTITUCIÓN EDUCATIVA LAS DELICIAS MINAS DE SANTA CRUZ,205,Mayor,34,Mayor
213074001177,BARRANCO DE LOBA,INSTITUCIÓN EDUCATIVA DE PUEBLITO MEJIA,201,Mayor,31,Mayor
113140000191,CALAMAR,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL DE CALAMAR,196,Mayor,28,Mayor
413140000259,CALAMAR,INSTITUCIÓN EDUCATIVA GUSTAVO SALOM DE BARRANCA NUEVA,206,Mayor,27,Mayor
113140000115,CALAMAR,INSTITUCIÓN EDUCATIVA FRANCISCO DE PAULA SANTANDER,206,Mayor,38,Mayor
413140000208,CALAMAR,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA JÓSE ANTONIO GALÁN,207,Mayor,36,Mayor
213140000365,CALAMAR,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE EL YUCAL,200,Mayor,33,Mayor
213670001125,CANTAGALLO,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL Y AGROPECUARIA JOSE MARIA CUELLAR DIAZ,243,Menor,47,Similar
21316000006,CANTAGALLO,INSTITUCIÓN EDUCATIVA LA VICTORIA,228,Mayor,19,Mayor
113188000036,CICUCO,INSTITUCIÓN EDUCATIVA TÉCNICA ACUÍCOLA NUESTRA SEÑORA DE MONTECLARO,247,Menor,44,Mayor
213188000057,CICUCO,INSTITUCIÓN EDUCATIVA SAN FRANCISCO DE LOBA,226,Mayor,38,Mayor
113188000028,CICUCO,INSTITUCIÓN EDUCATIVA TÉCNICA AGROAMBIENTAL SANTA ROSA DE LIMA,224,Mayor,37,Mayor
213468000974,CICUCO,INSTITUCIÓN EDUCATIVA LA PEÑA,193,Mayor,16,Mayor
313212000131,CÓRDOBA,INSTITUCIÓN EDUCATIVA OSWALDO OCHOA BECERRA,232,Mayor,40,Mayor
213212000373,CÓRDOBA,INSTITUCIÓN EDUCATIVA TÉCNICA   AGROPECUARIA DE TACAMOCHO,198,Mayor,32,Mayor
213212000021,CÓRDOBA,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA  LUIS VILLAFAÑE PAREJA,226,Mayor,44,Mayor
21321200008,CÓRDOBA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE GUAYMARAL,215,Mayor,37,Mayor
213212000063,CÓRDOBA,INSTITUCIÓN EDUCATIVA TÉCNICA  EN INFORMÀTICA DE SINCELEJITO,221,Mayor,40,Mayor
213212000331,CÓRDOBA,"INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA, ECOLÓGICA E INFORMÁTICA RAFAEL NUÑEZ",226,Mayor,57,Similar
213212000101,CÓRDOBA,INSTITUCIÓN EDUCATIVA SANTA LUCIA,193,Mayor,26,Mayor
213673000081,CLEMENCIA,INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DEL CARMEN DE LAS CARAS,223,Mayor,32,Mayor
413673000226,CLEMENCIA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SAN JOSÉ DE CLEMENCIA,202,Mayor,36,Mayor
113244003272,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA TÉCNICA INDUSTRIAL JUAN FEDERICO HOLLMAN,225,Mayor,42,Mayor
313244000612,EL CARMEN DE BOLÍVAR,CORPORACION EDUCATIVA ANTONIO RICAURTE,285,Menor,34,Mayor
11324400001,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA MANUEL EDMUNDO MENDOZA,222,Mayor,34,Mayor
21324400107,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA TÉCNICA MAMON DE MARÍA,205,Mayor,22,Mayor
113244001041,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA GEOVANNY CRISTINI CRISTINI,210,Mayor,33,Mayor
213244000944,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA ALTA MONTAÑA,224,Mayor,32,Mayor
113244000877,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA TÉCNICA Y DE PARTICIPACION COMUNITARIA JULIO CESAR TURBAY,196,Mayor,25,Mayor
113244000982,EL CARMEN DE BOLÍVAR,INSTITUCIÒN EDUCATIVA TÈCNICA ECOLÒGICA EMMA CECILIA ARNOLD,215,Mayor,32,Mayor
213244001975,EL CARMEN DE BOLÍVAR,INSTITUCIÒN EDUCATIVA GABRIEL GARCÌA TABOADA,212,Mayor,35,Mayor
31324400071,EL CARMEN DE BOLÍVAR,COL SAN RAFAEL,280,Menor,43,Mayor
113244000338,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA TÉCNICA  GABRIELA MISTRAL,222,Mayor,31,Mayor
213244000952,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA DE CARACOLÍ,213,Mayor,31,Mayor
113244000591,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA ESPIRITU SANTO,259,Menor,45,Similar
213244000359,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA EL HOBO,224,Mayor,37,Mayor
113244000397,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA MARIA INMACULADA,232,Mayor,44,Mayor
113244000125,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA TÉCNICA DE PROMOCIÓN SOCIAL,216,Mayor,39,Mayor
213244000367,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA TÉCNICA EN EXPLOTACIONES AGROPECUARIAS ECOLOGICAS Y EN SISTEMAS DE  SAN ISIDRO,210,Mayor,38,Mayor
21324400088,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE MACAYEPOS,203,Mayor,34,Mayor
213244001983,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA EL SALADO,247,Menor,42,Mayor
313244003247,EL CARMEN DE BOLÍVAR,INSTITUTO EDUCATIVO CRISTIANO COLOMBO AMERICANO,220,Mayor,30,Mayor
313244001139,EL CARMEN DE BOLÍVAR,INSTITUTO ALTAIR MONTEMARIANO,282,Menor,43,Mayor
2132440011,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA TÉCNICA DE AGROPECUARIA GUAMANGA,195,Mayor,26,Mayor
313244800015,EL CARMEN DE BOLÍVAR,INSTITUCION EDUCATIVA ELLEN WHITE SCHOOL,281,Menor,54,Similar
113248000057,EL GUAMO,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIAL DE EL GUAMO,214,Mayor,34,Mayor
213248000124,EL GUAMO,INSTITUCION EDUCATIVA TÉCNICA AGROPESQUERA MANUEL PADILLA POLO DE ROBLES,204,Mayor,34,Mayor
213667000827,EL PEÑÓN,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE EL PEÑON,220,Mayor,29,Mayor
213667001092,EL PEÑÓN,INSTITUCIÓN EDUCATIVA DE PEÑONCITO,204,Mayor,24,Mayor
213667000142,EL PEÑÓN,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL DE CASTAÑAL,212,Mayor,34,Mayor
213268000091,EL PEÑÓN,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE BUENOS AIRES,201,Mayor,33,Mayor
213667000061,EL PEÑÓN,INSTITUCIÓN EDUCATIVA LA CHAPETONA,211,Mayor,20,Mayor
213667000096,HATILLO DE LOBA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y ACUÍCOLA  DE LA VICTORIA,208,Mayor,28,Mayor
213667001068,HATILLO DE LOBA,INSTITUCIÓN EDUCATIVA DE JUANA SÁNCHEZ,246,Menor,36,Mayor
213650000033,HATILLO DE LOBA,INSTITUCIÓN EDUCATIVA DEL VIOLO,182,Mayor,21,Mayor
213667001076,HATILLO DE LOBA,INSTITUCIÓN EDUCATIVA DE HATILLO DE LOBA,227,Mayor,34,Mayor
213667000479,HATILLO DE LOBA,INSTITUCIÓN EDUCATIVA DE LA RIBONA,227,Mayor,41,Mayor
213667000045,HATILLO DE LOBA,INSTITUCIÓN EDUCATIVA DE SAN MIGUEL,186,Mayor,24,Mayor
213433000238,MAHATES,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL DE MALAGANA,206,Mayor,37,Mayor
213433000343,MAHATES,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA BENKOS BIOHO DE SAN BASILIO DE PALENQUE,208,Mayor,34,Mayor
213433000131,MAHATES,INSTITUCION EDUCATIVA DE EVITAR,197,Mayor,27,Mayor
113433000268,MAHATES,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA  LAZARO MARTINEZ OLIER,208,Mayor,31,Mayor
213433000106,MAHATES,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA ZEQUIEL MARTELO PIMIENTA DE SAN JOAQUIN,216,Mayor,50,Similar
113433000021,MAHATES,INSTITUCIÓN EDUCATIVA CAMILO TORRES DE MAHATES,221,Mayor,40,Mayor
313440000418,MARGARITA,INSTITUCIÓN EDUCATIVA TÉCNICA EN SISTEMAS DE MARGARITA,221,Mayor,45,Similar
213440000618,MARGARITA,INSTITUCIÓN EDUCATIVA DE CHILLOA,206,Mayor,33,Mayor
213440000502,MARGARITA,INSTITUCIÓN EDUCATIVA DE GUATACA SUR,236,Similar,34,Mayor
21344000043,MARGARITA,INSTITUCIÓN EDUCATIVA DE MAMONCITO,220,Mayor,32,Mayor
113442000181,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA RAFAEL URIBE URIBE,238,Similar,47,Similar
213442000925,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE FLAMENCO,210,Mayor,27,Mayor
213442000411,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA DE RETIRO NUEVO,190,Mayor,30,Mayor
113442000297,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA TÉCNICA ACUICOLA SAN FRANCISCO DE ASIS,216,Mayor,41,Mayor
113442000718,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE SAN PABLO,213,Mayor,32,Mayor
213442000003,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA NUEVA FLORIDA,198,Mayor,33,Mayor
113442000653,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE DESARROLLO RURAL DE MARIALABAJA,210,Mayor,38,Mayor
213442000968,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SAN JOSÉ DE PLAYÓN,187,Mayor,23,Mayor
113442000076,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA SAN LUIS BELTRAN,205,Mayor,39,Mayor
213442000275,MARÍA LA BAJA,INSTITUCION EDUCATIVA DE CORREA,217,Mayor,55,Similar
213006000171,MONTECRISTO,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y MINERA DE MONTECRISTO,220,Mayor,37,Mayor
213006000278,MONTECRISTO,INSTITUCIÓN EDUCATIVA DE REGENCIA,196,Mayor,28,Mayor
213468001539,MOMPÓS,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE GUATACA,214,Mayor,35,Mayor
213468000117,MOMPÓS,INSTITUCIÒN EDUCATIVA TÈCNICA AMBIENTAL DE TIERRA FIRME,213,Mayor,27,Mayor
113468000015,MOMPÓS,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR DE MOMPOX,233,Mayor,39,Mayor
213468001261,MOMPÓS,INSTITUCIÓN EDUCATIVA DE LAS BOQUILLAS,202,Mayor,27,Mayor
213468001547,MOMPÓS,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LA RINCONADA,204,Mayor,34,Mayor
113468001038,MOMPÓS,INSTITUCIÓN EDUCATIVA TÉCNICA COLEGIO NACIONAL PINILLOS,220,Mayor,44,Mayor
313468001487,MOMPÓS,COL SANTA CRUZ DE MOMPOS,294,Menor,36,Mayor
313468000022,MOMPÓS,COL SAGRADO CORAZON DE JESUS,281,Menor,43,Mayor
213468001491,MOMPÓS,INSTITUCIÓN EDUCATIVA RIO GRANDE DE LA MAGDALENA,202,Mayor,24,Mayor
213468001512,MOMPÓS,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DEL CHICAGUA,193,Mayor,34,Mayor
113468000899,MOMPÓS,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y ORFEBRERIA TOMASA NAJERA,220,Mayor,40,Mayor
213468001369,MOMPÓS,INSTITUCION EDUCATIVA LA TRAVESIA,190,Mayor,20,Mayor
313473000251,MORALES,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA VICENTE HONDARZA,231,Mayor,35,Mayor
213473000915,MORALES,INSTITUCIÓN EDUCATIVA DEL DIQUE,215,Mayor,33,Mayor
213473001598,MORALES,INSTITUCIÓN EDUCATIVA DE MICOAHUMADO,218,Mayor,23,Mayor
213473000052,MORALES,INSTITUCIÓN EDUCATIVA LA PALMA,200,Mayor,30,Mayor
213473000923,MORALES,INSTITUCIÓN EDUCATIVA DE BODEGA CENTRAL,210,Mayor,35,Mayor
213473001296,MORALES,INSTITUCIÓN EDUCATIVA CORCOVADO,212,Mayor,30,Mayor
213600000687,NOROSÍ,INSTITUCIÓN EDUCATIVA DE NOROSÍ,231,Mayor,39,Mayor
213549000006,PINILLOS,INSTITUCIÓN EDUCATIVA DE ARMENIA,194,Mayor,28,Mayor
213549002513,PINILLOS,INSTITUCIÓN EDUCATIVA DE PUERTO LOPEZ,209,Mayor,33,Mayor
11354900001,PINILLOS,INSTITUCIÓN EDUCATIVA MANUEL FRANCISCO OBREGON,203,Mayor,37,Mayor
213549002025,PINILLOS,INSTITUCIÓN EDUCATIVA DE PALOMINO,187,Mayor,21,Mayor
213549002157,PINILLOS,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LAS CONCHITAS,193,Mayor,39,Mayor
213549002424,PINILLOS,INSTITUCIÓN EDUCATIVA DE PALENQUITO,200,Mayor,24,Mayor
213549000065,PINILLOS,INSTITUCIÓN EDUCATIVA DE SANTA COA,197,Mayor,30,Mayor
213549001347,PINILLOS,INSTITUCIÓN EDUCATIVA DE LAS FLORES,193,Mayor,29,Mayor
213549003048,PINILLOS,INSTITUCIÓN EDUCATIVA  RUFINA VIEJA,176,Mayor,23,Mayor
213580000057,REGIDOR,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA  SAN ANTONIO,221,Mayor,55,Similar
213580000081,REGIDOR,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SANTA TERESA,182,Mayor,16,Mayor
113600000691,RÍO VIEJO,INSTITUCIÓN EDUCATIVA DE RIO VIEJO,230,Mayor,40,Mayor
213600000423,RÍO VIEJO,INSTITUCIÓN EDUCATIVA COBADILLO,189,Mayor,22,Mayor
213760000187,SAN CRISTÓBAL,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA FRANCISCO DE PAULA SANTANDER HIGUERETAL,202,Mayor,28,Mayor
213760000152,SAN CRISTÓBAL,INSTITUCIÓN EDUCATIVA TÉCNICA ACUICOLA DE SAN CRISTOBAL,212,Mayor,31,Mayor
113647000133,SAN ESTANISLAO,INSTITUCION EDUCATIVA FRANCISCO  DE PAULA SANTANDER,200,Mayor,31,Mayor
113647000125,SAN ESTANISLAO,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,202,Mayor,36,Mayor
213647000154,SAN ESTANISLAO,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LAS PIEDRAS,206,Mayor,33,Mayor
213650000408,SAN FERNANDO,INSTITUCIÓN EDUCATIVA DE SANTA ROSA,210,Mayor,33,Mayor
113650000489,SAN FERNANDO,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE SAN FERNANDO,205,Mayor,38,Mayor
113654000327,SAN JACINTO,INSTITUCIÓN EDUCATIVA PIO XII,260,Menor,53,Similar
113654000173,SAN JACINTO,INSTITUCIÓN EDUCATIVA TÉCNICA AGRÍCOLA DE SAN JACINTO,239,Similar,46,Similar
213654000241,SAN JACINTO,INSTITUCIÓN EDUCATIVA LEON XIII,252,Menor,52,Similar
213654000038,SAN JACINTO,INSTITUCIÓN EDUCATIVA EL PARAISO,210,Mayor,36,Mayor
213006000103,SAN JACINTO DEL CAUCA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL NUEVA GENERACIÓN DE ASTILLEROS,206,Mayor,30,Mayor
213006001746,SAN JACINTO DEL CAUCA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE GALINDO,193,Mayor,20,Mayor
213006002475,SAN JACINTO DEL CAUCA,INSTITUCION EDUCATIVA DE TENCHE,237,Similar,34,Mayor
213006001649,SAN JACINTO DEL CAUCA,INSTITUCION EDUCATIVA PLACIDO RETAMOZA,208,Mayor,30,Mayor
413657000615,SAN JUAN NEPOMUCENO,INSTITUCION EDUCATIVA SAN PEDRO CONSOLADO,230,Mayor,42,Mayor
11365700059,SAN JUAN NEPOMUCENO,INSTITUCIÓN EDUCATIVA ACADÉMICA Y TÉCNICA EN GESTIÓN EMPRESARIAL DIÓGENES A. ARRIETA,213,Mayor,44,Mayor
113657000522,SAN JUAN NEPOMUCENO,INSTITUCIÓN EDUCATIVA TÉCNICA EN SISTEMAS LA FLORESTA,215,Mayor,38,Mayor
113657000018,SAN JUAN NEPOMUCENO,INSTITUCIÓN EDUCATIVA  NORMAL SUPERIOR MONTES DE MARÍA,262,Menor,48,Similar
213657000586,SAN JUAN NEPOMUCENO,INSTITUCION EDUCATIVA SAN CAYETANO,214,Mayor,41,Mayor
113657000107,SAN JUAN NEPOMUCENO,INSTITUCION EDUCATIVA TECNICA RODOLFO BARRIOS CABRERA,225,Mayor,39,Mayor
313657000653,SAN JUAN NEPOMUCENO,COLEGIO DARIO ARRIETA YEPEZ,220,Mayor,40,Mayor
21366700105,SAN MARTÍN DE LOBA,INSTITUCIÓN EDUCATIVA TÉCNICA PESQUERA LEONIDAS ORTIZ ALVEAR DE CHIMÍ,230,Mayor,53,Similar
213667001271,SAN MARTÍN DE LOBA,INSTITUCIÓN EDUCATIVA DE PLAYITAS,209,Mayor,31,Mayor
213667000649,SAN MARTÍN DE LOBA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA ELVIRA LÓPEZ DE FACIOLINCE,213,Mayor,33,Mayor
113667000016,SAN MARTÍN DE LOBA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y MINERA DE SAN MARTÍN DE LOBA,217,Mayor,40,Mayor
213667001084,SAN MARTÍN DE LOBA,INSTITUCIÓN EDUCATIVA TÉCNICA COMERCIAL DE SAN MARTÍN DE LOBA,220,Mayor,33,Mayor
213667000614,SAN MARTÍN DE LOBA,INSTITUCIÓN EDUCATIVA CERROS DE JULIO,180,Mayor,18,Mayor
213670001214,SAN PABLO,INSTITUCION EDUCATIVA DE CANALETAL,206,Mayor,21,Mayor
