codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_pcn,desviacion,comparacion_dcn,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,aprendizaje_4,aprendizaje_5,aprendizaje_6,aprendizaje_7,aprendizaje_8,aprendizaje_9,aprendizaje_10,aprendizaje_11,aprendizaje_12,aprendizaje_13,aprendizaje_14,aprendizaje_15,aprendizaje_16,aprendizaje_17,aprendizaje_18,aprendizaje_19,aprendizaje_20,aprendizaje_21,aprendizaje_22,aprendizaje_23,aprendizaje_24,aprendizaje_25,aprendizaje_26,Competencia
26810100025,EL PEÑÓN,INSTITUCION EDUCATIVA RIO BLANCO,45,Similar,9,Similar,34%,44%,22%,0%,57%,66%,38%,61%,67%,44%,58%,60%,65%,53%,45%,71%,36%,70%,55%,59%,44%,71%,65%,65%,57%,N.D.,66%,55%,49%,61%,Ciencias Naturales
168255000011,EL PLAYÓN,INSTITUTO INTEGRADO DE COMERCIO CAMILO TORRES,50,Similar,9,Similar,17%,59%,22%,2%,35%,56%,37%,51%,67%,41%,41%,61%,56%,36%,31%,65%,36%,56%,48%,58%,45%,64%,67%,63%,45%,N.D.,67%,45%,49%,55%,Ciencias Naturales
268255000317,EL PLAYÓN,COLEGIO SAN FRANCISCO DE ASIS,52,Similar,5,Mayor,0%,63%,38%,0%,28%,43%,8%,47%,61%,41%,34%,52%,57%,67%,30%,55%,33%,62%,43%,38%,42%,59%,56%,54%,41%,N.D.,70%,42%,50%,54%,Ciencias Naturales
268255000139,EL PLAYÓN,INSTITUCION EDUCATIVA  SAN PEDRO DE LA TIGRA,49,Similar,6,Mayor,11%,78%,11%,0%,43%,56%,36%,59%,61%,43%,41%,41%,57%,45%,45%,59%,37%,70%,44%,64%,38%,76%,59%,45%,39%,N.D.,69%,50%,50%,50%,Ciencias Naturales
268255000147,EL PLAYÓN,INSTITUCION EDUCATIVA  SAN IGNACIO,41,Mayor,11,Similar,40%,60%,0%,0%,50%,64%,60%,69%,59%,70%,56%,80%,75%,100%,50%,70%,43%,92%,73%,58%,75%,75%,89%,50%,62%,N.D.,100%,55%,55%,67%,Ciencias Naturales
268255000058,EL PLAYÓN,INSTITUCION EDUCATIVA  BETANIA,47,Similar,6,Mayor,20%,60%,20%,0%,42%,71%,67%,42%,69%,63%,30%,60%,82%,33%,9%,78%,44%,69%,63%,85%,33%,67%,78%,80%,64%,N.D.,33%,57%,36%,40%,Ciencias Naturales
168264000295,ENCINO,COLEGIO TECNICO AGROPECUARIO,48,Similar,8,Similar,20%,60%,20%,0%,43%,54%,37%,54%,63%,43%,43%,48%,54%,22%,37%,74%,39%,65%,45%,50%,34%,71%,74%,54%,48%,N.D.,63%,51%,53%,53%,Ciencias Naturales
168266000268,ENCISO,COLEGIO JOSE DE FERRO,57,Similar,7,Similar,0%,44%,51%,5%,21%,46%,23%,43%,51%,25%,23%,44%,39%,19%,16%,53%,22%,52%,40%,28%,31%,55%,44%,42%,39%,N.D.,58%,34%,34%,47%,Ciencias Naturales
268266000025,ENCISO,COLEGIO TECNICO AGROINDUSTRIAL PEÑACOLORADA,56,Similar,7,Similar,0%,44%,56%,0%,24%,36%,56%,57%,73%,16%,50%,37%,44%,33%,25%,61%,20%,26%,25%,41%,17%,48%,53%,41%,33%,N.D.,65%,18%,58%,52%,Ciencias Naturales
168271000012,FLORIÁN,COLEGIO INTEGRADO EZEQUIEL FLORIAN,50,Similar,7,Similar,8%,72%,21%,0%,31%,48%,38%,62%,65%,34%,33%,54%,54%,52%,27%,68%,32%,57%,40%,63%,43%,74%,67%,59%,46%,N.D.,62%,33%,51%,61%,Ciencias Naturales
268271000351,FLORIÁN,INSTITUCION EDUCATIVA  LEONES,50,Similar,7,Similar,8%,67%,25%,0%,30%,40%,23%,48%,64%,36%,36%,52%,45%,43%,38%,67%,28%,64%,40%,63%,44%,82%,70%,73%,46%,N.D.,80%,52%,38%,54%,Ciencias Naturales
268271000271,FLORIÁN,INSTITUCIÓN EDUCATIVA SANTA HELENA,49,Similar,9,Similar,25%,38%,38%,0%,42%,47%,17%,58%,77%,45%,47%,64%,50%,20%,29%,50%,38%,64%,45%,61%,38%,71%,78%,64%,46%,N.D.,50%,50%,33%,58%,Ciencias Naturales
168296000017,GALÁN,COLEGIO INTEGRADO ALFONSO GOMEZ GOMEZ,53,Similar,10,Similar,6%,56%,38%,0%,46%,52%,31%,47%,51%,41%,47%,47%,50%,30%,32%,67%,33%,58%,45%,32%,35%,68%,63%,52%,38%,N.D.,62%,27%,53%,46%,Ciencias Naturales
268296000071,GALÁN,INSTITUCION EDUCATIVA  SAN ISIDRO,51,Similar,8,Similar,20%,60%,20%,0%,42%,57%,50%,40%,82%,25%,25%,64%,33%,N.D.,20%,77%,33%,40%,43%,67%,40%,63%,86%,67%,15%,N.D.,36%,42%,78%,30%,Ciencias Naturales
168298000235,GÁMBITA,COLEGIO  LUIS A. CALVO,53,Similar,8,Similar,10%,45%,45%,0%,27%,46%,29%,49%,55%,46%,52%,49%,53%,33%,19%,54%,42%,51%,47%,40%,41%,51%,45%,37%,30%,N.D.,56%,47%,42%,53%,Ciencias Naturales
268298000299,GÁMBITA,INSTITUCION EDUCATIVA SAN MIGUEL,52,Similar,8,Similar,0%,78%,22%,0%,41%,48%,71%,41%,56%,21%,30%,46%,36%,40%,30%,73%,47%,62%,45%,68%,67%,53%,58%,60%,52%,N.D.,53%,36%,29%,38%,Ciencias Naturales
268318000274,GUACA,INSTITUCIÓN EDUCATIVA QUEBRADAS,48,Similar,13,Similar,25%,50%,25%,0%,30%,60%,50%,56%,67%,33%,80%,71%,71%,0%,27%,63%,44%,70%,54%,43%,67%,75%,75%,67%,44%,N.D.,50%,63%,44%,60%,Ciencias Naturales
268318000355,GUACA,INSTITUTO  TÉCNICO AGROPECUARIO NUESTRA SEÑORA DEL SOCORRO,52,Similar,9,Similar,9%,65%,26%,0%,33%,50%,38%,54%,57%,27%,48%,53%,58%,0%,21%,62%,33%,47%,48%,53%,37%,49%,50%,63%,39%,N.D.,66%,49%,38%,47%,Ciencias Naturales
468318000604,GUACA,INSTITUTO TECNICO AGROINDUSTRIAL DE EDUCACION CAMPESINA,41,Mayor,5,Mayor,64%,36%,0%,0%,63%,71%,50%,41%,89%,59%,63%,84%,67%,67%,40%,70%,81%,79%,73%,77%,81%,60%,71%,60%,70%,N.D.,78%,31%,71%,85%,Ciencias Naturales
268318000215,GUACA,INSTITUCION EDUCATIVA BARAYA,41,Mayor,6,Mayor,64%,36%,0%,0%,68%,63%,56%,76%,66%,58%,45%,71%,71%,43%,50%,70%,67%,70%,73%,81%,57%,76%,72%,73%,67%,N.D.,61%,53%,70%,56%,Ciencias Naturales
168320000015,GUADALUPE,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,56,Similar,8,Similar,3%,42%,52%,3%,28%,50%,38%,42%,68%,25%,32%,51%,42%,20%,24%,54%,21%,51%,46%,35%,27%,60%,45%,34%,38%,N.D.,44%,42%,42%,30%,Ciencias Naturales
168320000244,GUADALUPE,INSTITUTO TECNICO AGROPECUARIO,53,Similar,8,Similar,8%,58%,29%,4%,42%,41%,15%,49%,69%,37%,45%,43%,53%,22%,21%,59%,24%,63%,39%,60%,42%,74%,47%,50%,43%,N.D.,62%,42%,64%,45%,Ciencias Naturales
16832200008,GUAPOTÁ,COLEGIO MANUELA BELTRAN,51,Similar,6,Mayor,6%,72%,22%,0%,32%,51%,53%,52%,61%,34%,36%,67%,56%,56%,33%,60%,15%,49%,54%,41%,52%,72%,71%,61%,43%,N.D.,41%,43%,33%,44%,Ciencias Naturales
268324000189,GUAVATÁ,INSTITUTO TECNICO AGROPECUARIO DE GUAVATA,53,Similar,10,Similar,6%,56%,38%,0%,35%,39%,13%,48%,76%,50%,47%,52%,59%,33%,21%,56%,30%,43%,39%,48%,44%,68%,43%,35%,45%,N.D.,63%,24%,30%,49%,Ciencias Naturales
26832400026,GUAVATÁ,INSTITUCION EDUCATIVA TRES ESQUINAS LOS PATIOS,48,Similar,9,Similar,27%,55%,18%,0%,54%,51%,86%,58%,74%,56%,38%,69%,52%,50%,27%,54%,40%,67%,36%,58%,24%,77%,69%,67%,72%,N.D.,41%,47%,50%,46%,Ciencias Naturales
168327000096,GÜEPSA,COLEGIO SANTO DOMINGO SAVIO,48,Similar,10,Similar,26%,43%,28%,2%,52%,49%,36%,58%,59%,44%,47%,57%,49%,39%,31%,56%,38%,63%,52%,58%,55%,69%,53%,53%,50%,N.D.,67%,33%,59%,57%,Ciencias Naturales
16834400013,HATO,INSTITUTO TECNICO AGROPECUARIO,53,Similar,10,Similar,0%,68%,25%,7%,22%,42%,19%,51%,56%,36%,37%,57%,47%,43%,22%,67%,24%,59%,46%,59%,37%,59%,64%,58%,36%,N.D.,66%,38%,52%,51%,Ciencias Naturales
168368000017,JESÚS MARÍA,COLEGIO TÉCNICO LORENZO DE SALAZAR,55,Similar,9,Similar,3%,50%,43%,5%,37%,50%,32%,44%,56%,27%,35%,47%,46%,37%,26%,54%,24%,50%,37%,45%,34%,57%,39%,37%,35%,N.D.,54%,39%,57%,41%,Ciencias Naturales
268872000171,JORDÁN,COLEGIO NUESTRA SEÑORA DE FATIMA,50,Similar,10,Similar,19%,52%,24%,5%,40%,56%,30%,51%,75%,40%,48%,58%,60%,25%,46%,60%,24%,65%,51%,53%,35%,67%,52%,62%,46%,N.D.,63%,33%,50%,50%,Ciencias Naturales
168377000011,LA BELLEZA,COLEGIO INTEGRADO DON BOSCO,55,Similar,7,Similar,0%,47%,50%,3%,34%,49%,27%,52%,60%,25%,28%,44%,38%,31%,13%,58%,23%,42%,45%,39%,29%,59%,44%,39%,39%,N.D.,53%,35%,33%,55%,Ciencias Naturales
268377000172,LA BELLEZA,COLEGIO JOSE ANTONIO BELTRAN,45,Similar,10,Similar,38%,46%,15%,0%,46%,74%,44%,63%,66%,61%,57%,68%,71%,56%,61%,56%,52%,63%,51%,52%,40%,70%,53%,65%,39%,N.D.,62%,32%,62%,52%,Ciencias Naturales
268377000253,LA BELLEZA,INSTITUCION EDUCATIVA EL RUBI,46,Similar,8,Similar,17%,67%,17%,0%,64%,60%,50%,63%,77%,60%,54%,43%,53%,33%,44%,67%,56%,89%,50%,44%,43%,69%,63%,63%,47%,N.D.,73%,60%,56%,38%,Ciencias Naturales
268190001493,LANDÁZURI,INSTITUTO AGRICOLA LA INDIA,44,Mayor,7,Similar,29%,68%,3%,0%,52%,60%,43%,63%,72%,51%,48%,67%,72%,50%,53%,69%,52%,74%,55%,64%,64%,80%,75%,62%,63%,N.D.,75%,56%,67%,62%,Ciencias Naturales
268385000327,LANDÁZURI,COLEGIO MIRALINDO,47,Similar,8,Similar,28%,59%,9%,3%,36%,47%,43%,48%,67%,49%,42%,55%,50%,56%,39%,62%,40%,59%,52%,58%,48%,67%,69%,58%,61%,N.D.,69%,51%,53%,60%,Ciencias Naturales
26838500005,LANDÁZURI,COLEGIO LAS FLORES,46,Similar,11,Similar,43%,38%,19%,0%,61%,67%,39%,58%,69%,48%,44%,64%,54%,27%,39%,72%,48%,74%,57%,59%,63%,68%,59%,57%,60%,N.D.,64%,51%,46%,54%,Ciencias Naturales
168385001051,LANDÁZURI,COLEGIO  JOSE MARIA LANDAZURI,51,Similar,9,Similar,9%,70%,18%,4%,43%,54%,39%,63%,66%,33%,34%,52%,52%,35%,32%,64%,31%,57%,49%,53%,38%,65%,61%,55%,47%,N.D.,63%,39%,42%,50%,Ciencias Naturales
168397000051,LA PAZ,COLEGIO INTEGRADO PABLO VI,55,Similar,9,Similar,0%,54%,46%,0%,35%,32%,56%,50%,59%,31%,57%,43%,35%,56%,21%,57%,21%,50%,47%,56%,35%,47%,38%,26%,19%,N.D.,52%,29%,64%,32%,Ciencias Naturales
26839700011,LA PAZ,INSTITUCION EDUCATIVA  LA LOMA,51,Similar,7,Similar,0%,77%,23%,0%,38%,67%,38%,58%,60%,31%,36%,46%,52%,25%,20%,61%,35%,61%,50%,59%,53%,58%,35%,52%,45%,N.D.,70%,43%,39%,63%,Ciencias Naturales
268397000039,LA PAZ,INSTITUCIÓN  EDUCATIVA  TROCHAS,46,Similar,6,Mayor,20%,80%,0%,0%,57%,75%,40%,70%,77%,38%,73%,50%,71%,0%,46%,77%,100%,88%,29%,64%,50%,83%,64%,56%,50%,N.D.,55%,53%,38%,56%,Ciencias Naturales
268406000161,LEBRIJA,COLEGIO  PORTUGAL,53,Similar,9,Similar,10%,55%,32%,3%,32%,41%,37%,43%,65%,42%,40%,53%,60%,20%,30%,63%,40%,58%,45%,41%,43%,48%,72%,40%,38%,N.D.,56%,34%,33%,53%,Ciencias Naturales
368406000971,LEBRIJA,LICEO SAN FERNANDO,57,Similar,12,Similar,10%,36%,38%,17%,33%,43%,33%,38%,59%,27%,29%,41%,36%,25%,18%,51%,21%,44%,33%,44%,37%,43%,42%,38%,30%,N.D.,48%,37%,34%,44%,Ciencias Naturales
268406000233,LEBRIJA,INSTITUCION EDUCATIVA LA ESTACION,52,Similar,11,Similar,9%,55%,27%,9%,22%,46%,33%,59%,65%,33%,39%,57%,33%,50%,29%,56%,25%,62%,53%,47%,50%,70%,53%,41%,36%,N.D.,43%,33%,47%,50%,Ciencias Naturales
168406000336,LEBRIJA,COLEGIO INTEGRADO NUESTRA SE¿ORA DE LAS MERCEDES,53,Similar,10,Similar,12%,50%,34%,3%,36%,48%,35%,49%,59%,36%,38%,50%,50%,36%,29%,59%,30%,53%,41%,48%,39%,63%,52%,42%,39%,N.D.,64%,39%,45%,46%,Ciencias Naturales
26840600025,LEBRIJA,INSTITUCION EDUCATIVA LA VICTORIA,50,Similar,6,Mayor,5%,73%,23%,0%,45%,62%,25%,50%,67%,51%,49%,47%,60%,43%,23%,68%,39%,66%,46%,62%,42%,57%,50%,48%,43%,N.D.,77%,30%,46%,47%,Ciencias Naturales
368406000904,LEBRIJA,COLEGIO NUEVOS HORIZONTES,44,Mayor,10,Similar,36%,55%,9%,0%,42%,70%,38%,68%,57%,40%,54%,65%,65%,0%,52%,81%,37%,54%,47%,58%,61%,74%,80%,60%,57%,N.D.,65%,48%,62%,62%,Ciencias Naturales
268406000098,LEBRIJA,INSTITUCION EDUCATIVA LLANADAS,53,Similar,9,Similar,13%,49%,36%,2%,31%,48%,26%,55%,60%,34%,30%,47%,40%,37%,18%,65%,29%,55%,48%,48%,41%,54%,55%,51%,39%,N.D.,71%,38%,35%,58%,Ciencias Naturales
368406000831,LEBRIJA,COLEGIO ANTONIO LEBRIJA                                                                             ,56,Similar,9,Similar,0%,47%,47%,6%,21%,46%,19%,38%,60%,30%,29%,56%,30%,43%,20%,48%,36%,57%,31%,40%,41%,50%,55%,41%,30%,N.D.,70%,35%,27%,40%,Ciencias Naturales
368406000998,LEBRIJA,GIMNASIO MONTEVERDE                                                                                 ,59,Similar,7,Similar,0%,27%,73%,0%,25%,50%,21%,26%,48%,25%,18%,27%,41%,11%,16%,44%,27%,50%,22%,41%,39%,46%,35%,17%,28%,N.D.,57%,29%,24%,43%,Ciencias Naturales
268406000594,LEBRIJA,INSTITUCION EDUCATIVA VANEGAS,53,Similar,12,Similar,0%,67%,17%,17%,40%,35%,60%,47%,54%,67%,33%,38%,40%,50%,28%,73%,18%,55%,32%,50%,29%,69%,83%,33%,40%,N.D.,53%,33%,38%,63%,Ciencias Naturales
368406001196,LEBRIJA,FUNDACIÓN COLOMBIANA DE APRENDIZAJE TÉCNICO FUCATEC,34,Mayor,0,Mayor,100%,0%,0%,0%,100%,100%,0%,100%,67%,100%,100%,100%,0%,N.D.,100%,100%,50%,67%,67%,100%,100%,50%,100%,0%,67%,N.D.,100%,100%,100%,33%,Ciencias Naturales
268418000069,LOS SANTOS,COLEGIO INTEGRADO MESA DE JERIDAS,48,Similar,8,Similar,24%,55%,21%,0%,50%,58%,52%,51%,66%,43%,40%,61%,48%,42%,37%,58%,40%,65%,48%,56%,42%,72%,58%,61%,57%,N.D.,63%,41%,47%,56%,Ciencias Naturales
168418000269,LOS SANTOS,COLEGIO INTEGRADO  LOS SANTOS,52,Similar,10,Similar,14%,44%,42%,0%,31%,52%,36%,52%,65%,36%,36%,48%,50%,24%,26%,62%,34%,55%,48%,60%,42%,63%,58%,50%,41%,N.D.,66%,41%,44%,49%,Ciencias Naturales
268418000115,LOS SANTOS,INSTITUCION EDUCATIVA  LA FUENTE,46,Similar,12,Similar,41%,38%,19%,3%,55%,44%,44%,60%,64%,57%,46%,62%,61%,61%,44%,64%,46%,68%,50%,67%,47%,75%,63%,65%,52%,N.D.,72%,49%,55%,54%,Ciencias Naturales
268418000271,LOS SANTOS,INSTITUCION EDUCATIVA  LA LAGUNA,53,Similar,9,Similar,11%,47%,42%,0%,34%,41%,33%,40%,73%,34%,32%,45%,58%,25%,17%,56%,24%,68%,52%,46%,37%,61%,50%,35%,33%,N.D.,70%,60%,40%,50%,Ciencias Naturales
46842500028,MACARAVITA,INSTITUTO TECNICO AGROINDUSTRIAL DE EDUCACION CAMPESINA,45,Similar,11,Similar,40%,40%,20%,0%,70%,62%,67%,82%,83%,70%,50%,50%,70%,33%,64%,77%,44%,62%,43%,73%,43%,50%,86%,44%,75%,N.D.,88%,50%,57%,46%,Ciencias Naturales
168425000215,MACARAVITA,COLEGIO JUAN XXIII,58,Similar,9,Similar,6%,24%,65%,6%,31%,43%,29%,50%,54%,22%,18%,50%,24%,29%,4%,48%,18%,58%,40%,33%,23%,58%,52%,60%,22%,N.D.,57%,30%,30%,29%,Ciencias Naturales
168432000361,MÁLAGA,ESCUELA NORMAL SUPERIOR FRANCISCO DE PAULA SANTANDER,62,Menor,7,Similar,0%,22%,69%,9%,14%,29%,18%,30%,49%,14%,31%,30%,33%,8%,13%,41%,15%,40%,28%,25%,25%,46%,45%,31%,16%,N.D.,40%,20%,25%,27%,Ciencias Naturales
168432000034,MÁLAGA,INSTITUTO TECNICO INDUSTRIAL EMETERIO DUARTE SUAREZ,58,Similar,8,Similar,2%,38%,56%,4%,24%,37%,21%,46%,60%,24%,27%,42%,31%,29%,13%,44%,26%,49%,34%,36%,28%,58%,44%,41%,26%,N.D.,54%,22%,39%,36%,Ciencias Naturales
5684320013,MÁLAGA,COLEGIO UNAD,57,Similar,1,Mayor,0%,0%,100%,0%,0%,50%,0%,0%,50%,0%,33%,50%,100%,N.D.,0%,83%,75%,100%,17%,38%,0%,75%,75%,50%,25%,N.D.,50%,17%,25%,50%,Ciencias Naturales
36843200058,MÁLAGA,INSTITUTO TECNICO AGROINDUSTRIAL DE EDUCACION CAMPESINA,44,Mayor,9,Similar,34%,52%,14%,0%,55%,71%,57%,67%,77%,53%,48%,63%,61%,41%,45%,72%,40%,67%,49%,59%,50%,73%,63%,53%,73%,N.D.,63%,57%,50%,66%,Ciencias Naturales
368432000573,MÁLAGA,COLEGIO JERÓNIMO DE AGUAYO,50,Similar,0,Mayor,0%,100%,0%,0%,0%,0%,0%,100%,67%,50%,100%,100%,0%,N.D.,100%,33%,50%,33%,0%,100%,100%,100%,0%,100%,67%,N.D.,100%,50%,50%,0%,Ciencias Naturales
168432000051,MÁLAGA,COLEGIO CUSTODIO GARCIA ROVIRA,54,Similar,9,Similar,4%,54%,40%,2%,34%,41%,26%,49%,55%,39%,29%,43%,45%,26%,28%,60%,21%,53%,40%,50%,38%,62%,56%,42%,35%,N.D.,67%,35%,45%,47%,Ciencias Naturales
168432000018,MÁLAGA,COLEGIO OFICIAL NUESTRA SE¿ORA DEL ROSARIO,57,Similar,9,Similar,3%,40%,49%,9%,31%,40%,18%,43%,56%,23%,30%,51%,38%,37%,14%,52%,26%,48%,29%,43%,30%,55%,49%,39%,38%,N.D.,46%,32%,41%,39%,Ciencias Naturales
168432000026,MÁLAGA,INSTITUTO POLITECNICO MONSEÑOR MANUEL SORZANO GONZALEZ,47,Similar,9,Similar,23%,54%,23%,0%,48%,61%,36%,58%,71%,57%,45%,60%,38%,50%,33%,75%,35%,45%,62%,51%,32%,71%,72%,67%,43%,N.D.,52%,61%,48%,81%,Ciencias Naturales
468444000441,MATANZA,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA PAZ,48,Similar,8,Similar,19%,59%,22%,0%,42%,52%,37%,59%,63%,40%,38%,54%,52%,20%,34%,52%,37%,73%,43%,62%,37%,71%,68%,64%,58%,N.D.,75%,48%,51%,59%,Ciencias Naturales
268444000093,MATANZA,COLEGIO   LIZCANO FLOREZ,46,Similar,6,Mayor,15%,80%,5%,0%,39%,63%,26%,68%,63%,55%,44%,74%,58%,63%,41%,83%,48%,61%,54%,54%,36%,78%,50%,59%,59%,N.D.,77%,41%,58%,55%,Ciencias Naturales
168444000285,MATANZA,COLEGIO INTEGRADO LAS MERCEDES,56,Similar,10,Similar,11%,36%,47%,6%,32%,42%,24%,37%,58%,34%,43%,36%,39%,33%,26%,61%,11%,52%,42%,39%,29%,47%,49%,41%,34%,N.D.,51%,29%,38%,39%,Ciencias Naturales
468464000849,MOGOTES,INSTITUTO TECNICO PARA EL DESARROLLO RURAL IDEAR,37,Mayor,0,Mayor,100%,0%,0%,0%,33%,67%,N.D.,67%,100%,100%,50%,100%,100%,N.D.,67%,100%,100%,25%,50%,33%,0%,100%,100%,100%,50%,N.D.,67%,100%,33%,50%,Ciencias Naturales
168464000788,MOGOTES,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,50,Similar,10,Similar,16%,57%,25%,2%,39%,54%,46%,48%,64%,39%,42%,58%,49%,45%,32%,68%,41%,63%,46%,56%,39%,70%,52%,60%,49%,N.D.,62%,41%,54%,49%,Ciencias Naturales
268464000308,MOGOTES,INSTITUCIÓN EDUCATIVA PITIGUAO,49,Similar,8,Similar,8%,72%,20%,0%,39%,60%,42%,59%,78%,54%,54%,52%,49%,38%,40%,77%,39%,62%,51%,46%,42%,64%,51%,53%,49%,N.D.,64%,43%,43%,53%,Ciencias Naturales
268464000341,MOGOTES,INSTITUCION EDUCATIVA RURAL EL HOYO,50,Similar,7,Similar,0%,73%,27%,0%,30%,59%,20%,46%,72%,29%,50%,47%,43%,40%,27%,61%,41%,64%,55%,43%,53%,60%,69%,60%,39%,N.D.,62%,50%,44%,65%,Ciencias Naturales
268464000448,MOGOTES,INSTITUCION EDUCATIVA GUAURE,45,Similar,6,Mayor,17%,83%,0%,0%,46%,53%,50%,64%,89%,36%,40%,82%,62%,75%,50%,50%,27%,45%,70%,62%,71%,93%,55%,83%,65%,N.D.,83%,70%,60%,63%,Ciencias Naturales
268464000235,MOGOTES,INSTITUCION EDUCATIVA CAUCHOS,41,Mayor,9,Similar,67%,27%,7%,0%,65%,62%,31%,62%,74%,55%,48%,60%,57%,83%,67%,73%,61%,70%,70%,61%,61%,66%,65%,89%,70%,N.D.,74%,57%,50%,65%,Ciencias Naturales
168468000502,MOLAGAVITA,INSTITUTO TECNICO AGRICOLA LUIS MARIA CARVAJAL,55,Similar,8,Similar,3%,53%,40%,3%,27%,51%,17%,39%,54%,35%,29%,46%,53%,12%,35%,61%,16%,46%,38%,29%,32%,54%,48%,45%,41%,N.D.,60%,35%,30%,52%,Ciencias Naturales
468468000655,MOLAGAVITA,INSTITUTO TECNICO AGROINDUSTRIAL DE EDUCACION CAMPESINA,38,Mayor,5,Mayor,75%,25%,0%,0%,68%,72%,44%,83%,88%,70%,54%,71%,69%,43%,58%,85%,56%,75%,74%,66%,53%,64%,80%,70%,60%,N.D.,76%,74%,79%,57%,Ciencias Naturales
268468000175,MOLAGAVITA,INSTITUCION EDUCATIVA LLANO DE MOLAGAVITA,46,Similar,7,Similar,20%,73%,7%,0%,36%,54%,52%,64%,75%,50%,53%,63%,65%,67%,34%,87%,52%,77%,50%,64%,32%,63%,68%,80%,43%,N.D.,65%,45%,38%,70%,Ciencias Naturales
168498000159,OCAMONTE,COLEGIO TECNICO AGROPECUARIO SAN JOSE,49,Similar,8,Similar,15%,64%,21%,0%,39%,51%,29%,49%,73%,32%,38%,63%,55%,71%,35%,64%,42%,60%,46%,48%,36%,68%,58%,64%,50%,N.D.,56%,42%,38%,51%,Ciencias Naturales
268498000161,OCAMONTE,INSTITUCION EDUCATIVA AGUAFRIA,54,Similar,7,Similar,0%,69%,25%,6%,47%,42%,27%,51%,62%,24%,33%,41%,50%,17%,32%,62%,25%,50%,43%,38%,23%,55%,40%,53%,35%,N.D.,61%,34%,27%,58%,Ciencias Naturales
268500000255,OIBA,ESCUELA INDUSTRIAL,52,Similar,10,Similar,16%,48%,30%,5%,36%,49%,27%,49%,62%,45%,36%,59%,49%,43%,26%,55%,32%,52%,43%,50%,47%,61%,57%,62%,48%,N.D.,62%,38%,44%,49%,Ciencias Naturales
168500000218,OIBA,ESCUELA NORMAL SUPERIOR,54,Similar,9,Similar,8%,44%,45%,3%,25%,50%,22%,50%,62%,29%,39%,47%,38%,21%,21%,56%,20%,53%,40%,52%,32%,58%,51%,46%,39%,N.D.,59%,37%,46%,43%,Ciencias Naturales
268502000279,ONZAGA,INSTITUCIÓN EDUCATIVA PADUA,46,Similar,7,Similar,25%,69%,6%,0%,55%,63%,43%,63%,73%,31%,29%,53%,56%,50%,32%,78%,52%,58%,57%,72%,68%,76%,59%,70%,54%,N.D.,79%,57%,55%,71%,Ciencias Naturales
168502000126,ONZAGA,COLEGIO NUESTRA SEÑORA DE FATIMA,53,Similar,10,Similar,10%,44%,44%,3%,40%,46%,41%,44%,55%,28%,49%,48%,39%,29%,29%,49%,21%,59%,52%,40%,29%,68%,44%,40%,45%,N.D.,54%,34%,43%,42%,Ciencias Naturales
16852200005,PALMAR,INSTITUTO TECNICO  JOSE RUEDA,56,Similar,9,Similar,7%,47%,40%,7%,29%,54%,20%,46%,55%,12%,25%,53%,44%,0%,38%,42%,15%,47%,38%,60%,19%,44%,38%,29%,30%,N.D.,65%,42%,43%,29%,Ciencias Naturales
168524000111,PALMAS DEL SOCORRO,COLEGIO DEPARTAMENTAL LA INMACULADA,50,Similar,10,Similar,17%,52%,31%,0%,46%,53%,30%,62%,58%,36%,48%,54%,45%,27%,33%,63%,43%,61%,46%,54%,44%,62%,58%,54%,40%,N.D.,64%,45%,56%,58%,Ciencias Naturales
168533000302,PÁRAMO,COLEGIO NUESTRA SEÑORA DE LA SALUD,60,Menor,8,Similar,0%,26%,65%,9%,25%,34%,23%,38%,53%,19%,21%,38%,36%,16%,12%,37%,10%,36%,39%,40%,28%,43%,45%,23%,21%,N.D.,51%,27%,32%,34%,Ciencias Naturales
168549000124,PINCHOTE,COLEGIO INTEGRADO PEDRO SANTOS,48,Similar,10,Similar,20%,59%,19%,2%,46%,59%,42%,56%,69%,39%,48%,59%,57%,44%,34%,59%,42%,59%,46%,56%,48%,68%,65%,64%,56%,N.D.,64%,48%,39%,56%,Ciencias Naturales
268572000039,PUENTE NACIONAL,COLEGIO DELICIAS,56,Similar,10,Similar,9%,36%,45%,9%,35%,32%,14%,39%,58%,21%,36%,25%,55%,0%,12%,63%,29%,54%,37%,42%,33%,55%,64%,50%,33%,N.D.,60%,32%,50%,42%,Ciencias Naturales
268572000314,PUENTE NACIONAL,INSTITUCIÓN EDUCATIVA PEÑA BLANCA,55,Similar,11,Similar,0%,63%,25%,13%,27%,55%,27%,53%,57%,29%,31%,60%,40%,0%,19%,30%,38%,59%,50%,42%,21%,46%,62%,45%,24%,N.D.,62%,42%,56%,41%,Ciencias Naturales
168572000417,PUENTE NACIONAL,ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS,57,Similar,9,Similar,3%,33%,59%,5%,25%,43%,25%,41%,58%,22%,33%,38%,33%,23%,18%,52%,21%,50%,33%,34%,28%,59%,46%,36%,26%,N.D.,58%,28%,36%,40%,Ciencias Naturales
