codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_pmat,desviacion,comparacion_dmat,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,Competencia
213244001983,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA EL SALADO,49,Similar,9,Similar,0%,73%,18%,9%,81%,39%,59%,Matemáticas
313244003247,EL CARMEN DE BOLÍVAR,INSTITUTO EDUCATIVO CRISTIANO COLOMBO AMERICANO,42,Similar,13,Similar,60%,0%,40%,0%,75%,50%,63%,Matemáticas
313244001139,EL CARMEN DE BOLÍVAR,INSTITUTO ALTAIR MONTEMARIANO,54,Menor,13,Similar,10%,20%,70%,0%,66%,40%,51%,Matemáticas
2132440011,EL CARMEN DE BOLÍVAR,INSTITUCIÓN EDUCATIVA TÉCNICA DE AGROPECUARIA GUAMANGA,37,Mayor,12,Similar,58%,25%,17%,0%,83%,73%,74%,Matemáticas
313244800015,EL CARMEN DE BOLÍVAR,INSTITUCION EDUCATIVA ELLEN WHITE SCHOOL,56,Menor,12,Similar,0%,25%,50%,25%,65%,19%,56%,Matemáticas
113248000057,EL GUAMO,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIAL DE EL GUAMO,44,Similar,9,Similar,13%,62%,24%,2%,75%,57%,71%,Matemáticas
213248000124,EL GUAMO,INSTITUCION EDUCATIVA TÉCNICA AGROPESQUERA MANUEL PADILLA POLO DE ROBLES,42,Similar,10,Similar,23%,64%,13%,0%,65%,56%,73%,Matemáticas
213667000827,EL PEÑÓN,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE EL PEÑON,42,Similar,9,Similar,27%,65%,8%,0%,69%,54%,68%,Matemáticas
213667001092,EL PEÑÓN,INSTITUCIÓN EDUCATIVA DE PEÑONCITO,43,Similar,7,Mayor,15%,69%,15%,0%,75%,54%,64%,Matemáticas
213667000142,EL PEÑÓN,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL DE CASTAÑAL,44,Similar,9,Similar,14%,57%,29%,0%,70%,57%,72%,Matemáticas
213268000091,EL PEÑÓN,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE BUENOS AIRES,38,Similar,10,Similar,54%,31%,15%,0%,81%,58%,79%,Matemáticas
213667000061,EL PEÑÓN,INSTITUCIÓN EDUCATIVA LA CHAPETONA,41,Similar,4,Mayor,0%,100%,0%,0%,77%,56%,72%,Matemáticas
213667000096,HATILLO DE LOBA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y ACUÍCOLA  DE LA VICTORIA,43,Similar,9,Similar,23%,47%,30%,0%,68%,53%,68%,Matemáticas
213667001068,HATILLO DE LOBA,INSTITUCIÓN EDUCATIVA DE JUANA SÁNCHEZ,55,Menor,8,Mayor,0%,42%,58%,0%,64%,27%,55%,Matemáticas
213650000033,HATILLO DE LOBA,INSTITUCIÓN EDUCATIVA DEL VIOLO,35,Mayor,6,Mayor,64%,32%,5%,0%,71%,74%,73%,Matemáticas
213667001076,HATILLO DE LOBA,INSTITUCIÓN EDUCATIVA DE HATILLO DE LOBA,47,Similar,8,Mayor,5%,63%,32%,0%,69%,39%,70%,Matemáticas
213667000479,HATILLO DE LOBA,INSTITUCIÓN EDUCATIVA DE LA RIBONA,47,Similar,11,Similar,23%,54%,23%,0%,73%,42%,63%,Matemáticas
213667000045,HATILLO DE LOBA,INSTITUCIÓN EDUCATIVA DE SAN MIGUEL,34,Mayor,7,Mayor,59%,41%,0%,0%,71%,74%,79%,Matemáticas
213433000238,MAHATES,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL DE MALAGANA,41,Similar,10,Similar,29%,55%,16%,0%,74%,54%,73%,Matemáticas
213433000343,MAHATES,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA BENKOS BIOHO DE SAN BASILIO DE PALENQUE,39,Similar,10,Similar,39%,39%,22%,0%,75%,61%,66%,Matemáticas
213433000131,MAHATES,INSTITUCION EDUCATIVA DE EVITAR,40,Similar,9,Similar,17%,71%,13%,0%,72%,64%,71%,Matemáticas
113433000268,MAHATES,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA  LAZARO MARTINEZ OLIER,42,Similar,9,Similar,28%,54%,18%,0%,73%,52%,75%,Matemáticas
213433000106,MAHATES,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA ZEQUIEL MARTELO PIMIENTA DE SAN JOAQUIN,42,Similar,13,Similar,36%,50%,9%,5%,69%,60%,69%,Matemáticas
113433000021,MAHATES,INSTITUCIÓN EDUCATIVA CAMILO TORRES DE MAHATES,45,Similar,11,Similar,17%,52%,31%,0%,75%,52%,68%,Matemáticas
313440000418,MARGARITA,INSTITUCIÓN EDUCATIVA TÉCNICA EN SISTEMAS DE MARGARITA,43,Similar,13,Similar,38%,33%,25%,4%,64%,50%,70%,Matemáticas
213440000618,MARGARITA,INSTITUCIÓN EDUCATIVA DE CHILLOA,41,Similar,10,Similar,34%,46%,20%,0%,73%,53%,72%,Matemáticas
213440000502,MARGARITA,INSTITUCIÓN EDUCATIVA DE GUATACA SUR,46,Similar,10,Similar,19%,50%,31%,0%,65%,45%,65%,Matemáticas
21344000043,MARGARITA,INSTITUCIÓN EDUCATIVA DE MAMONCITO,46,Similar,10,Similar,10%,59%,31%,0%,72%,44%,62%,Matemáticas
113442000181,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA RAFAEL URIBE URIBE,47,Similar,12,Similar,19%,43%,34%,3%,66%,49%,64%,Matemáticas
213442000925,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE FLAMENCO,41,Similar,8,Mayor,19%,65%,16%,0%,74%,63%,72%,Matemáticas
213442000411,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA DE RETIRO NUEVO,38,Similar,7,Mayor,45%,50%,5%,0%,75%,69%,83%,Matemáticas
113442000297,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA TÉCNICA ACUICOLA SAN FRANCISCO DE ASIS,44,Similar,11,Similar,16%,56%,29%,0%,64%,48%,66%,Matemáticas
113442000718,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL DE SAN PABLO,42,Similar,10,Similar,30%,52%,17%,2%,75%,55%,70%,Matemáticas
213442000003,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA NUEVA FLORIDA,39,Similar,10,Similar,34%,54%,12%,0%,74%,56%,72%,Matemáticas
113442000653,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE DESARROLLO RURAL DE MARIALABAJA,41,Similar,10,Similar,34%,48%,18%,0%,72%,61%,74%,Matemáticas
213442000968,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SAN JOSÉ DE PLAYÓN,35,Mayor,8,Mayor,53%,44%,4%,0%,77%,64%,75%,Matemáticas
113442000076,MARÍA LA BAJA,INSTITUCIÓN EDUCATIVA SAN LUIS BELTRAN,41,Similar,10,Similar,33%,50%,17%,0%,69%,63%,72%,Matemáticas
213442000275,MARÍA LA BAJA,INSTITUCION EDUCATIVA DE CORREA,41,Similar,16,Menor,44%,22%,33%,0%,64%,56%,74%,Matemáticas
213006000171,MONTECRISTO,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y MINERA DE MONTECRISTO,45,Similar,10,Similar,9%,64%,28%,0%,73%,48%,68%,Matemáticas
213006000278,MONTECRISTO,INSTITUCIÓN EDUCATIVA DE REGENCIA,39,Similar,9,Similar,38%,50%,13%,0%,75%,63%,67%,Matemáticas
213468001539,MOMPÓS,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE GUATACA,43,Similar,10,Similar,28%,52%,20%,0%,76%,48%,69%,Matemáticas
213468000117,MOMPÓS,INSTITUCIÒN EDUCATIVA TÈCNICA AMBIENTAL DE TIERRA FIRME,45,Similar,8,Mayor,17%,55%,28%,0%,70%,48%,65%,Matemáticas
113468000015,MOMPÓS,INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR DE MOMPOX,47,Similar,10,Similar,12%,49%,37%,1%,64%,44%,66%,Matemáticas
213468001261,MOMPÓS,INSTITUCIÓN EDUCATIVA DE LAS BOQUILLAS,41,Similar,8,Mayor,21%,67%,13%,0%,73%,49%,71%,Matemáticas
213468001547,MOMPÓS,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LA RINCONADA,41,Similar,10,Similar,32%,50%,18%,0%,68%,49%,73%,Matemáticas
113468001038,MOMPÓS,INSTITUCIÓN EDUCATIVA TÉCNICA COLEGIO NACIONAL PINILLOS,45,Similar,11,Similar,18%,54%,26%,3%,65%,54%,68%,Matemáticas
313468001487,MOMPÓS,COL SANTA CRUZ DE MOMPOS,62,Menor,10,Similar,0%,8%,75%,17%,44%,23%,38%,Matemáticas
313468000022,MOMPÓS,COL SAGRADO CORAZON DE JESUS,57,Menor,11,Similar,5%,23%,65%,7%,56%,37%,52%,Matemáticas
213468001491,MOMPÓS,INSTITUCIÓN EDUCATIVA RIO GRANDE DE LA MAGDALENA,42,Similar,10,Similar,24%,58%,18%,0%,71%,52%,69%,Matemáticas
213468001512,MOMPÓS,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DEL CHICAGUA,38,Similar,10,Similar,51%,37%,11%,0%,75%,63%,74%,Matemáticas
113468000899,MOMPÓS,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y ORFEBRERIA TOMASA NAJERA,45,Similar,10,Similar,16%,50%,34%,0%,68%,50%,69%,Matemáticas
213468001369,MOMPÓS,INSTITUCION EDUCATIVA LA TRAVESIA,37,Mayor,7,Mayor,40%,56%,4%,0%,75%,63%,70%,Matemáticas
313473000251,MORALES,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA VICENTE HONDARZA,47,Similar,9,Similar,7%,55%,38%,0%,68%,43%,68%,Matemáticas
213473000915,MORALES,INSTITUCIÓN EDUCATIVA DEL DIQUE,44,Similar,8,Mayor,8%,69%,23%,0%,74%,44%,80%,Matemáticas
213473001598,MORALES,INSTITUCIÓN EDUCATIVA DE MICOAHUMADO,48,Similar,7,Mayor,0%,50%,50%,0%,60%,55%,63%,Matemáticas
213473000052,MORALES,INSTITUCIÓN EDUCATIVA LA PALMA,41,Similar,8,Mayor,32%,59%,9%,0%,73%,55%,68%,Matemáticas
213473000923,MORALES,INSTITUCIÓN EDUCATIVA DE BODEGA CENTRAL,42,Similar,12,Similar,33%,43%,24%,0%,71%,56%,72%,Matemáticas
213473001296,MORALES,INSTITUCIÓN EDUCATIVA CORCOVADO,44,Similar,10,Similar,21%,50%,29%,0%,71%,61%,72%,Matemáticas
213600000687,NOROSÍ,INSTITUCIÓN EDUCATIVA DE NOROSÍ,45,Similar,12,Similar,17%,60%,19%,5%,68%,49%,67%,Matemáticas
213549000006,PINILLOS,INSTITUCIÓN EDUCATIVA DE ARMENIA,39,Similar,9,Similar,41%,44%,15%,0%,75%,62%,75%,Matemáticas
213549002513,PINILLOS,INSTITUCIÓN EDUCATIVA DE PUERTO LOPEZ,41,Similar,10,Similar,39%,47%,11%,3%,70%,60%,72%,Matemáticas
11354900001,PINILLOS,INSTITUCIÓN EDUCATIVA MANUEL FRANCISCO OBREGON,40,Similar,11,Similar,35%,52%,11%,2%,75%,55%,73%,Matemáticas
213549002025,PINILLOS,INSTITUCIÓN EDUCATIVA DE PALOMINO,37,Mayor,7,Mayor,55%,40%,5%,0%,78%,59%,71%,Matemáticas
213549002157,PINILLOS,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LAS CONCHITAS,36,Mayor,11,Similar,44%,56%,0%,0%,67%,61%,75%,Matemáticas
213549002424,PINILLOS,INSTITUCIÓN EDUCATIVA DE PALENQUITO,42,Similar,10,Similar,25%,58%,17%,0%,67%,56%,71%,Matemáticas
213549000065,PINILLOS,INSTITUCIÓN EDUCATIVA DE SANTA COA,38,Similar,8,Mayor,47%,43%,10%,0%,80%,67%,72%,Matemáticas
213549001347,PINILLOS,INSTITUCIÓN EDUCATIVA DE LAS FLORES,38,Similar,10,Similar,47%,41%,12%,0%,81%,46%,68%,Matemáticas
213549003048,PINILLOS,INSTITUCIÓN EDUCATIVA  RUFINA VIEJA,34,Mayor,9,Similar,55%,36%,9%,0%,73%,75%,78%,Matemáticas
213580000057,REGIDOR,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROPECUARIA  SAN ANTONIO,46,Similar,15,Similar,25%,50%,25%,0%,61%,50%,66%,Matemáticas
213580000081,REGIDOR,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SANTA TERESA,34,Mayor,7,Mayor,60%,40%,0%,0%,74%,70%,80%,Matemáticas
113600000691,RÍO VIEJO,INSTITUCIÓN EDUCATIVA DE RIO VIEJO,48,Similar,10,Similar,11%,45%,45%,0%,69%,48%,64%,Matemáticas
213600000423,RÍO VIEJO,INSTITUCIÓN EDUCATIVA COBADILLO,37,Mayor,10,Similar,60%,30%,10%,0%,78%,58%,71%,Matemáticas
213760000187,SAN CRISTÓBAL,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA FRANCISCO DE PAULA SANTANDER HIGUERETAL,40,Similar,7,Mayor,31%,61%,8%,0%,71%,57%,72%,Matemáticas
213760000152,SAN CRISTÓBAL,INSTITUCIÓN EDUCATIVA TÉCNICA ACUICOLA DE SAN CRISTOBAL,44,Similar,9,Similar,19%,57%,24%,0%,69%,47%,65%,Matemáticas
113647000133,SAN ESTANISLAO,INSTITUCION EDUCATIVA FRANCISCO  DE PAULA SANTANDER,41,Similar,10,Similar,35%,56%,9%,0%,69%,49%,74%,Matemáticas
113647000125,SAN ESTANISLAO,INSTITUCION EDUCATIVA MAURICIO NELSON VISBAL,39,Similar,9,Similar,39%,50%,11%,1%,76%,62%,73%,Matemáticas
213647000154,SAN ESTANISLAO,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE LAS PIEDRAS,41,Similar,10,Similar,31%,55%,14%,0%,72%,57%,71%,Matemáticas
213650000408,SAN FERNANDO,INSTITUCIÓN EDUCATIVA DE SANTA ROSA,44,Similar,10,Similar,22%,54%,24%,0%,74%,47%,70%,Matemáticas
113650000489,SAN FERNANDO,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE SAN FERNANDO,41,Similar,11,Similar,38%,43%,19%,0%,71%,56%,68%,Matemáticas
113654000327,SAN JACINTO,INSTITUCIÓN EDUCATIVA PIO XII,55,Menor,13,Similar,7%,33%,48%,12%,51%,33%,50%,Matemáticas
113654000173,SAN JACINTO,INSTITUCIÓN EDUCATIVA TÉCNICA AGRÍCOLA DE SAN JACINTO,51,Similar,11,Similar,13%,26%,57%,4%,63%,43%,59%,Matemáticas
213654000241,SAN JACINTO,INSTITUCIÓN EDUCATIVA LEON XIII,50,Similar,13,Similar,15%,42%,36%,8%,58%,39%,58%,Matemáticas
213654000038,SAN JACINTO,INSTITUCIÓN EDUCATIVA EL PARAISO,43,Similar,10,Similar,29%,48%,24%,0%,77%,55%,63%,Matemáticas
213006000103,SAN JACINTO DEL CAUCA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROINDUSTRIAL NUEVA GENERACIÓN DE ASTILLEROS,40,Similar,8,Mayor,36%,54%,11%,0%,78%,55%,70%,Matemáticas
213006001746,SAN JACINTO DEL CAUCA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA DE GALINDO,39,Similar,7,Mayor,38%,57%,5%,0%,72%,52%,64%,Matemáticas
213006002475,SAN JACINTO DEL CAUCA,INSTITUCION EDUCATIVA DE TENCHE,49,Similar,8,Mayor,8%,54%,38%,0%,59%,46%,62%,Matemáticas
213006001649,SAN JACINTO DEL CAUCA,INSTITUCION EDUCATIVA PLACIDO RETAMOZA,41,Similar,9,Similar,30%,55%,15%,0%,69%,52%,73%,Matemáticas
413657000615,SAN JUAN NEPOMUCENO,INSTITUCION EDUCATIVA SAN PEDRO CONSOLADO,46,Similar,12,Similar,22%,44%,33%,0%,73%,50%,68%,Matemáticas
11365700059,SAN JUAN NEPOMUCENO,INSTITUCIÓN EDUCATIVA ACADÉMICA Y TÉCNICA EN GESTIÓN EMPRESARIAL DIÓGENES A. ARRIETA,42,Similar,11,Similar,30%,52%,16%,2%,68%,54%,71%,Matemáticas
113657000522,SAN JUAN NEPOMUCENO,INSTITUCIÓN EDUCATIVA TÉCNICA EN SISTEMAS LA FLORESTA,45,Similar,10,Similar,15%,52%,33%,0%,74%,44%,71%,Matemáticas
113657000018,SAN JUAN NEPOMUCENO,INSTITUCIÓN EDUCATIVA  NORMAL SUPERIOR MONTES DE MARÍA,53,Menor,11,Similar,6%,34%,56%,4%,60%,37%,59%,Matemáticas
213657000586,SAN JUAN NEPOMUCENO,INSTITUCION EDUCATIVA SAN CAYETANO,43,Similar,11,Similar,27%,47%,24%,2%,74%,47%,69%,Matemáticas
113657000107,SAN JUAN NEPOMUCENO,INSTITUCION EDUCATIVA TECNICA RODOLFO BARRIOS CABRERA,46,Similar,10,Similar,14%,56%,31%,0%,73%,49%,66%,Matemáticas
313657000653,SAN JUAN NEPOMUCENO,COLEGIO DARIO ARRIETA YEPEZ,43,Similar,10,Similar,43%,14%,43%,0%,72%,64%,64%,Matemáticas
21366700105,SAN MARTÍN DE LOBA,INSTITUCIÓN EDUCATIVA TÉCNICA PESQUERA LEONIDAS ORTIZ ALVEAR DE CHIMÍ,45,Similar,14,Similar,20%,60%,20%,0%,77%,55%,65%,Matemáticas
213667001271,SAN MARTÍN DE LOBA,INSTITUCIÓN EDUCATIVA DE PLAYITAS,44,Similar,8,Mayor,15%,62%,23%,0%,69%,48%,72%,Matemáticas
213667000649,SAN MARTÍN DE LOBA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA ELVIRA LÓPEZ DE FACIOLINCE,43,Similar,7,Mayor,12%,76%,12%,0%,74%,50%,68%,Matemáticas
113667000016,SAN MARTÍN DE LOBA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y MINERA DE SAN MARTÍN DE LOBA,43,Similar,11,Similar,22%,55%,23%,0%,70%,55%,69%,Matemáticas
213667001084,SAN MARTÍN DE LOBA,INSTITUCIÓN EDUCATIVA TÉCNICA COMERCIAL DE SAN MARTÍN DE LOBA,46,Similar,9,Similar,11%,58%,30%,0%,67%,48%,68%,Matemáticas
213667000614,SAN MARTÍN DE LOBA,INSTITUCIÓN EDUCATIVA CERROS DE JULIO,34,Mayor,5,Mayor,70%,30%,0%,0%,74%,65%,84%,Matemáticas
213670001214,SAN PABLO,INSTITUCION EDUCATIVA DE CANALETAL,42,Similar,7,Mayor,14%,79%,7%,0%,81%,57%,71%,Matemáticas
2136700002,SAN PABLO,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA Y EMPRESARIAL POZO AZUL,47,Similar,11,Similar,14%,56%,28%,3%,59%,41%,66%,Matemáticas
113670001171,SAN PABLO,INSTITUCIÓN EDUCATIVA TÉCNICA LA INTEGRADA,46,Similar,10,Similar,8%,60%,31%,1%,66%,46%,66%,Matemáticas
313670000131,SAN PABLO,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y COMERCIAL DE SAN PABLO,51,Similar,10,Similar,10%,29%,59%,2%,65%,41%,60%,Matemáticas
213673000421,SANTA CATALINA,INSTITUCIÓN EDUCATIVA TÉCNICA ACUÍCOLA MIGUEL NEVADO NEVADO DE GALERAZAMBA,43,Similar,9,Similar,20%,53%,27%,0%,74%,52%,70%,Matemáticas
213673000243,SANTA CATALINA,INSTITUCION EDUCATIVA ACADEMICA Y TECNICA DE LOMA ARENA,41,Similar,10,Similar,30%,53%,17%,0%,74%,54%,67%,Matemáticas
113673000028,SANTA CATALINA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA SOSTENIBLE Y AMBIENTAL  FELIPE SANTIAGO ESCOBAR,44,Similar,11,Similar,22%,55%,22%,1%,66%,55%,66%,Matemáticas
113683000085,SANTA ROSA,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,42,Similar,10,Similar,26%,50%,24%,0%,69%,52%,70%,Matemáticas
113683000051,SANTA ROSA,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y EN SISTEMAS NUESTRA SEÑORA DEL CARMEN,42,Similar,9,Similar,23%,57%,20%,0%,65%,52%,71%,Matemáticas
213744000525,SANTA ROSA DEL SUR,INSTITUCIÓN EDUCATIVA TÉCNICA  AGROINDUSTRIAL SAN BENITO,62,Menor,9,Similar,0%,8%,75%,17%,57%,23%,39%,Matemáticas
213744000371,SANTA ROSA DEL SUR,INSTITUCION EDUCATIVA ACADEMICA Y TECNICA AGROPECUARIA LOS CANELOS,61,Menor,9,Similar,0%,14%,71%,14%,50%,36%,41%,Matemáticas
213688001874,SANTA ROSA DEL SUR,INSTITUCIÓN EDUCATIVA SAN FRANCISCO,55,Menor,8,Mayor,0%,13%,88%,0%,50%,41%,55%,Matemáticas
413744000516,SANTA ROSA DEL SUR,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA ALFREDO NOBEL,54,Menor,10,Similar,6%,32%,58%,3%,55%,34%,58%,Matemáticas
113688011051,SANTA ROSA DEL SUR,INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI,59,Menor,9,Similar,0%,14%,77%,9%,53%,24%,49%,Matemáticas
113688010909,SANTA ROSA DEL SUR,INSTITUCION EDUCATIVA TECNICO COMERCIAL MARIA INMACULADA,56,Menor,9,Similar,2%,21%,71%,6%,54%,32%,52%,Matemáticas
213688001882,SANTA ROSA DEL SUR,INSTITUCIÓN EDUCATIVA SAN LUCAS,59,Menor,7,Mayor,0%,20%,70%,10%,57%,18%,49%,Matemáticas
213744000274,SANTA ROSA DEL SUR,INSTITUCIÓN EDUCATIVA VILLA FLOR,53,Menor,7,Mayor,0%,67%,33%,0%,57%,25%,46%,Matemáticas
313688011459,SANTA ROSA DEL SUR,CORPORACION E INSTITUCION EDUCATIVA ALBERT EINSTEIN C.I.N.E.A.E,50,Similar,9,Similar,0%,50%,50%,0%,71%,46%,63%,Matemáticas
213688000096,SANTA ROSA DEL SUR,INSTITUCIÓN EDUCATIVA TÉCNICA EMPRESARIAL BUENA VISTA,59,Menor,4,Mayor,0%,0%,100%,0%,51%,31%,41%,Matemáticas
213744001238,SIMITÍ,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y EMPRESARIAL  DE MONTERREY,49,Similar,13,Similar,13%,44%,38%,6%,61%,52%,60%,Matemáticas
113744002329,SIMITÍ,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y COMERCIAL EUTIMIO GUTIERREZ MANJON,53,Menor,10,Similar,5%,33%,60%,2%,55%,36%,58%,Matemáticas
213744001114,SIMITÍ,INSTITUCIÓN EDUCATIVA 27 DE OCTUBRE DE ANIMAS ALTA,48,Similar,11,Similar,16%,43%,39%,2%,61%,41%,64%,Matemáticas
213744000096,SIMITÍ,INSTITUCIÓN EDUCATIVA AGROPECUARIA ORIGINAL DE LAS BRISAS,51,Similar,7,Mayor,0%,25%,75%,0%,56%,47%,69%,Matemáticas
213744002285,SIMITÍ,INSTITUCIÓN EDUCATIVA DEL CERRO DE VERACRUZ,51,Similar,7,Mayor,0%,58%,42%,0%,59%,44%,54%,Matemáticas
213744002111,SIMITÍ,INSTITUCIÓN EDUCATIVA TÉCNICA DE SAN BLAS,43,Similar,8,Mayor,18%,55%,27%,0%,77%,52%,75%,Matemáticas
113760000131,SOPLAVIENTO,INSTITUCION EDUCATIVA SIMON ALMANZA JULIO,47,Similar,10,Similar,11%,57%,32%,0%,69%,45%,58%,Matemáticas
113760000018,SOPLAVIENTO,INSTITUCION EDUCATIVA TECNICA AGROPISCICOLA LICEO DEL DIQUE ENRIQUE CASTILLO JIMENEZ,45,Similar,11,Similar,18%,56%,23%,3%,73%,48%,65%,Matemáticas
213780000159,TALAIGUA NUEVO,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA  EL VESUBIO,40,Similar,9,Similar,38%,50%,13%,0%,77%,58%,74%,Matemáticas
21378000006,TALAIGUA NUEVO,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA TÓMAS DANIELS DE PATICO,41,Similar,10,Similar,32%,49%,19%,0%,73%,58%,73%,Matemáticas
313780000285,TALAIGUA NUEVO,INSTITUCIÓN EDUCATIVA DE TALAIGUA NUEVO,45,Similar,11,Similar,18%,52%,28%,2%,67%,49%,68%,Matemáticas
213780000264,TALAIGUA NUEVO,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA DE TALAIGUA VIEJO,48,Similar,13,Similar,26%,32%,42%,0%,60%,34%,59%,Matemáticas
213549002599,TIQUISIO,INSTITUCIÓN EDUCATIVA DE COLORADO,38,Similar,10,Similar,35%,53%,12%,0%,68%,68%,74%,Matemáticas
413549001575,TIQUISIO,INSTITUCIÓN EDUCATIVA DE PUERTO RICO,43,Similar,9,Similar,21%,58%,21%,0%,74%,48%,70%,Matemáticas
213549002319,TIQUISIO,INSTITUCIÓN EDUCATIVA RAFAEL SEGUNDO TURIZO MARTINEZ,42,Similar,10,Similar,16%,64%,20%,0%,68%,55%,64%,Matemáticas
413549001273,TIQUISIO,INSTITUCIÓN EDUCATIVA DE TIQUISIO NUEVO,41,Similar,8,Mayor,20%,71%,9%,0%,71%,58%,74%,Matemáticas
213549001207,TIQUISIO,INSTITUCIÓN EDUCATIVA DE LA VENTURA,39,Similar,8,Mayor,25%,67%,8%,0%,76%,61%,74%,Matemáticas
213549002122,TIQUISIO,INSTITUCION EDUCATIVA  DE MINA SECA,40,Similar,7,Mayor,40%,53%,7%,0%,74%,67%,77%,Matemáticas
213549001681,TIQUISIO,INSTITUCIÓN EDUCATIVA DE AGUAS NEGRAS,33,Mayor,6,Mayor,50%,50%,0%,0%,61%,56%,84%,Matemáticas
213836000581,TURBACO,INSTITUCIÓN EDUCATIVA DE CAÑAVERAL,43,Similar,11,Similar,24%,52%,21%,2%,66%,55%,66%,Matemáticas
313836000437,TURBACO,COLEGIO SURAMERICANO,51,Similar,15,Similar,18%,27%,45%,9%,63%,34%,56%,Matemáticas
313836000518,TURBACO,COLEGIO SAN JOSE DE TURBACO,60,Menor,9,Similar,0%,16%,61%,23%,47%,24%,46%,Matemáticas
113836000241,TURBACO,INSTITUCION EDUCATIVA  DOCENTE DE TURBACO,53,Menor,11,Similar,6%,39%,48%,7%,62%,42%,55%,Matemáticas
213836000696,TURBACO,CENTRO EDUCATIVO DE AGUAS PRIETAS,46,Similar,7,Mayor,0%,75%,25%,0%,61%,44%,50%,Matemáticas
113836000039,TURBACO,INSTITUCION EDUCATIVA CUARTA POZA DE MANGA,54,Menor,9,Similar,5%,33%,61%,2%,58%,36%,56%,Matemáticas
313836000992,TURBACO,COLEGIO SAGRADO CORAZON DE JESUS,55,Menor,11,Similar,7%,22%,67%,4%,52%,31%,55%,Matemáticas
113836000781,TURBACO,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LA BUENA ESPERANZA,42,Similar,10,Similar,31%,47%,23%,0%,71%,57%,70%,Matemáticas
313836000763,TURBACO,COLEGIO LA NUEVA ESPERANZA,70,Menor,10,Similar,0%,3%,47%,50%,31%,16%,21%,Matemáticas
