codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_pmat,desviacion,comparacion_dmat,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,Competencia
123001005647,MONTERÍA,IE RANCHO GRANDE,48,Similar,11,Similar,13%,45%,40%,1%,66%,46%,62%,Matemáticas
223001000801,MONTERÍA,IE SAN ISIDRO,55,Similar,9,Similar,5%,15%,75%,5%,63%,26%,54%,Matemáticas
323001000113,MONTERÍA,ACADEMIA GUSTAVO ROJAS PINILLAS,55,Similar,10,Similar,4%,22%,70%,4%,49%,29%,55%,Matemáticas
22300100131,MONTERÍA,IE EL CERRITO,52,Similar,10,Similar,0%,46%,54%,0%,69%,35%,52%,Matemáticas
223001005404,MONTERÍA,IE AUGUSTO ESPINOSA VALDERRAMA,45,Mayor,9,Similar,23%,58%,20%,0%,74%,46%,70%,Matemáticas
223001001239,MONTERÍA,INSTITUCION EDUCATIVA BESITO VOLAO,46,Mayor,11,Similar,15%,55%,27%,3%,65%,48%,61%,Matemáticas
123001002478,MONTERÍA,IE CECILIA DE LLERAS,62,Menor,11,Similar,1%,15%,61%,23%,44%,25%,37%,Matemáticas
223001001506,MONTERÍA,IE GUATEQUE,52,Similar,13,Similar,7%,60%,27%,7%,67%,30%,61%,Matemáticas
223001005714,MONTERÍA,IE LA MANTA,48,Similar,12,Similar,19%,44%,31%,6%,60%,37%,55%,Matemáticas
123001009071,MONTERÍA,IE MANUEL RUIZ ALVAREZ,48,Similar,10,Similar,11%,51%,34%,3%,65%,44%,61%,Matemáticas
12300100649,MONTERÍA,IE VICTORIA MANZUR,53,Similar,11,Similar,6%,37%,51%,5%,55%,35%,55%,Matemáticas
123001000696,MONTERÍA,IE POLICARPA SALAVARRIETA,49,Similar,12,Similar,17%,34%,47%,2%,62%,44%,57%,Matemáticas
123001002176,MONTERÍA,IE ANTONIO NARIÑO,68,Menor,10,Similar,0%,6%,52%,41%,33%,18%,25%,Matemáticas
323001006405,MONTERÍA,COL DIOCESANO JUAN PABLO II,63,Menor,11,Similar,1%,13%,57%,29%,43%,25%,34%,Matemáticas
123001000157,MONTERÍA,IE NORMAL SUPERIOR,60,Similar,11,Similar,2%,15%,66%,17%,48%,27%,40%,Matemáticas
123001007186,MONTERÍA,IE CRISTOBAL COLON,56,Similar,10,Similar,2%,31%,59%,8%,52%,33%,49%,Matemáticas
123001005311,MONTERÍA,IE MOGAMBO,53,Similar,11,Similar,6%,32%,56%,7%,60%,36%,49%,Matemáticas
123001007402,MONTERÍA,IE KM 12,62,Menor,10,Similar,0%,13%,66%,22%,38%,20%,34%,Matemáticas
223001000925,MONTERÍA,IE SANTA ISABEL,54,Similar,9,Similar,0%,40%,55%,5%,68%,25%,50%,Matemáticas
223001001557,MONTERÍA,IE PATIO BONITO,45,Mayor,10,Similar,19%,53%,28%,0%,67%,46%,66%,Matemáticas
223001008675,MONTERÍA,IE VILLA CIELO,51,Similar,11,Similar,13%,33%,48%,7%,59%,34%,53%,Matemáticas
323001000121,MONTERÍA,COL LA SALLE,69,Menor,11,Similar,0%,4%,51%,45%,32%,20%,24%,Matemáticas
323001006944,MONTERÍA,COL LATINO,61,Similar,13,Similar,0%,14%,50%,36%,42%,27%,44%,Matemáticas
223001007016,MONTERÍA,IE LOS GARZONES,49,Similar,11,Similar,13%,47%,39%,2%,65%,42%,57%,Matemáticas
22300100162,MONTERÍA,IE PUEBLO BUJO,41,Mayor,9,Similar,39%,42%,19%,0%,73%,57%,68%,Matemáticas
223001006371,MONTERÍA,IE SAN JOSE JARAQUIEL,51,Similar,9,Similar,0%,60%,33%,7%,63%,35%,63%,Matemáticas
223001001689,MONTERÍA,IE GUASIMAL,45,Mayor,10,Similar,20%,49%,31%,0%,66%,47%,60%,Matemáticas
223001001247,MONTERÍA,IE CAÑO VIEJO PALOTAL,53,Similar,12,Similar,6%,39%,50%,6%,60%,33%,51%,Matemáticas
12300100943,MONTERÍA,I.E. LOS ARAUJOS,56,Similar,9,Similar,3%,23%,69%,5%,61%,34%,48%,Matemáticas
223001005421,MONTERÍA,IE BUENOS AIRES,51,Similar,10,Similar,0%,57%,37%,7%,58%,44%,59%,Matemáticas
323001007843,MONTERÍA,GIMN CAMPESTRE,62,Menor,10,Similar,0%,10%,73%,16%,47%,25%,40%,Matemáticas
223001006702,MONTERÍA,IE EL SABANAL,50,Similar,10,Similar,7%,46%,45%,1%,59%,44%,60%,Matemáticas
223001007261,MONTERÍA,I E MORINDO SANTA FE,45,Mayor,10,Similar,13%,57%,30%,0%,70%,53%,59%,Matemáticas
323001003449,MONTERÍA,LIC MAXIMO MERCADO,52,Similar,12,Similar,8%,33%,53%,6%,58%,33%,60%,Matemáticas
323001004178,MONTERÍA,GIMN VALLE GRANDE,66,Menor,11,Similar,1%,6%,56%,36%,39%,20%,28%,Matemáticas
223001000674,MONTERÍA,IE NUEVA LUCIA,48,Similar,11,Similar,12%,47%,41%,0%,65%,46%,65%,Matemáticas
223001000518,MONTERÍA,IE LA POZA,55,Similar,10,Similar,0%,31%,69%,0%,49%,38%,65%,Matemáticas
223001000437,MONTERÍA,IE TRES PALMAS,46,Mayor,11,Similar,18%,45%,36%,0%,66%,50%,67%,Matemáticas
123001001871,MONTERÍA,IE JUAN XXIII,55,Similar,11,Similar,3%,31%,60%,6%,55%,38%,49%,Matemáticas
323001002311,MONTERÍA,LICEO MONTERIA,68,Menor,7,Mayor,0%,0%,63%,38%,30%,15%,20%,Matemáticas
223001002499,MONTERÍA,IE NUEVA ESPERANZA,44,Mayor,10,Similar,22%,49%,30%,0%,73%,52%,67%,Matemáticas
123001002346,MONTERÍA,IE JOSE MARIA CORDOBA,54,Similar,10,Similar,4%,30%,62%,5%,57%,35%,55%,Matemáticas
323001000148,MONTERÍA,COL GIMN AMERICA,67,Menor,10,Similar,0%,4%,44%,52%,25%,26%,24%,Matemáticas
223001001,MONTERÍA,IE SANTAFE,53,Similar,9,Similar,4%,33%,61%,2%,56%,40%,52%,Matemáticas
323001008301,MONTERÍA,INSTITUTO SAN FERNANDO FERRINI,40,Mayor,10,Similar,41%,41%,19%,0%,71%,57%,70%,Matemáticas
123001009421,MONTERÍA,I.E. LOS NOGALES,51,Similar,12,Similar,8%,40%,49%,3%,60%,37%,56%,Matemáticas
323001009277,MONTERÍA,CENTRO DE ESTUDIOS TECNICOS CEPRODENT,48,Similar,9,Similar,0%,67%,33%,0%,57%,63%,54%,Matemáticas
323001008988,MONTERÍA,POLITECNICO DEL SINÚ,32,Mayor,0,Mayor,100%,0%,0%,0%,100%,100%,63%,Matemáticas
32300100934,MONTERÍA,INSTITUTO TECNOLÓGICO COLOMBOAMERICANO,49,Similar,9,Similar,0%,50%,50%,0%,67%,50%,63%,Matemáticas
123001009413,MONTERÍA,I.E. LOS COLORES,49,Similar,12,Similar,13%,39%,44%,4%,62%,42%,62%,Matemáticas
123001006783,MONTERÍA,I E ROBINSON PITALUA,44,Mayor,10,Similar,20%,54%,25%,1%,74%,51%,69%,Matemáticas
123001000025,MONTERÍA,IE LICEO GUILLERMO VALENCIA,55,Similar,11,Similar,5%,29%,61%,4%,57%,33%,51%,Matemáticas
223001002405,MONTERÍA,IE SAN JOSE DE LOMA VERDE,38,Mayor,10,Similar,47%,42%,11%,0%,80%,55%,74%,Matemáticas
12300100182,MONTERÍA,IE ISABEL LA CATOLICA,52,Similar,11,Similar,3%,43%,48%,6%,61%,35%,56%,Matemáticas
323001007011,MONTERÍA,LIC PUPO JIMENEZ,64,Menor,9,Similar,0%,5%,68%,26%,43%,21%,34%,Matemáticas
323001008467,MONTERÍA,WINDSOR ROYAL SCHOL,60,Similar,11,Similar,0%,22%,56%,22%,46%,25%,39%,Matemáticas
323001008181,MONTERÍA,COL ALMIRANTE COLON DE MONTERIA,57,Similar,10,Similar,9%,14%,66%,11%,48%,28%,51%,Matemáticas
12300100179,MONTERÍA,IE MERCEDES ABREGO,70,Menor,10,Similar,0%,5%,49%,45%,27%,19%,23%,Matemáticas
32300100897,MONTERÍA,CENTRO EDUCATIVO ASODESI,54,Similar,11,Similar,2%,33%,60%,6%,57%,39%,52%,Matemáticas
22300100095,MONTERÍA,IE LA VICTORIA,47,Similar,9,Similar,16%,42%,42%,0%,69%,41%,59%,Matemáticas
123001001838,MONTERÍA,IE ANTONIA SANTOS,58,Similar,10,Similar,2%,24%,65%,10%,54%,33%,46%,Matemáticas
123001000483,MONTERÍA,IE LA INMACULADA,59,Similar,10,Similar,1%,21%,66%,12%,50%,26%,42%,Matemáticas
123001000475,MONTERÍA,IE SANTA MARIA GORETTY,56,Similar,10,Similar,3%,21%,69%,7%,58%,30%,50%,Matemáticas
123001003695,MONTERÍA,IE LA RIBERA,53,Similar,11,Similar,4%,42%,48%,6%,61%,39%,56%,Matemáticas
223001001441,MONTERÍA,IE LETICIA,45,Mayor,10,Similar,24%,48%,28%,0%,66%,44%,66%,Matemáticas
123001007372,MONTERÍA,LICEO JUAN MANUEL MENDEZ BECHARA,54,Similar,11,Similar,4%,26%,63%,7%,59%,27%,53%,Matemáticas
123001002125,MONTERÍA,IE GENERAL SANTANDER,49,Similar,9,Similar,6%,49%,45%,0%,68%,43%,63%,Matemáticas
223001006192,MONTERÍA,IE RAFAEL NUÑEZ,47,Similar,9,Similar,10%,54%,36%,0%,71%,48%,62%,Matemáticas
223001001531,MONTERÍA,IE AGUAS NEGRAS,51,Similar,9,Similar,5%,36%,59%,0%,61%,34%,56%,Matemáticas
323001001896,MONTERÍA,INSTITUCION EDUCATIVA COMFACOR JAIME EXBRAYAT,57,Similar,12,Similar,5%,21%,63%,11%,52%,33%,50%,Matemáticas
223001004432,MONTERÍA,IE CAMILO TORRES MOCARI,47,Similar,13,Similar,22%,41%,32%,5%,63%,44%,58%,Matemáticas
223001007237,MONTERÍA,IE LICEO MIGUEL ANTONIO CARO,49,Similar,7,Mayor,9%,49%,43%,0%,73%,48%,73%,Matemáticas
123001003741,MONTERÍA,IE LA PRADERA,51,Similar,12,Similar,11%,34%,49%,6%,60%,36%,57%,Matemáticas
123001004519,MONTERÍA,IE SAN JOSE,57,Similar,11,Similar,4%,23%,65%,9%,51%,30%,46%,Matemáticas
123001007038,MONTERÍA,IE SANTA MARIA,55,Similar,10,Similar,3%,28%,60%,10%,54%,34%,54%,Matemáticas
323001009544,MONTERÍA,GIMNASIO MODERNO DEL SINÚ,55,Similar,10,Similar,4%,25%,65%,6%,53%,32%,53%,Matemáticas
323001006391,MONTERÍA,COL ALMIRANTE COLON DE MONTERIA,51,Similar,13,Similar,11%,37%,47%,5%,59%,51%,59%,Matemáticas
32300100691,MONTERÍA,GIMNASIO PLAZA FELIZ,59,Similar,16,Menor,11%,11%,56%,22%,44%,33%,31%,Matemáticas
123001800064,MONTERÍA,IE EL RECUERDO,52,Similar,9,Similar,0%,42%,54%,4%,53%,36%,55%,Matemáticas
323001800098,MONTERÍA,INSTITUCIÓN EDUCATIVA PARA JÓVENES Y ADULTOS IDEAS,46,Mayor,13,Similar,21%,36%,43%,0%,80%,50%,71%,Matemáticas
325473000225,MOSQUERA,INST SALESIANO SAN JOSE,61,Similar,11,Similar,2%,11%,69%,18%,47%,28%,39%,Matemáticas
12547300065,MOSQUERA,INSTITUCION EDUCATIVA ROBERTO VELANDIA,57,Similar,10,Similar,2%,20%,70%,8%,55%,29%,49%,Matemáticas
125473000579,MOSQUERA,INSTITUCION EDUCATIVA MAYOR DE MOSQUERA,52,Similar,10,Similar,3%,45%,47%,5%,60%,34%,56%,Matemáticas
425473000998,MOSQUERA,COLEGIO BILINGUE PÍO XII CAMPESTRE,57,Similar,12,Similar,8%,8%,77%,8%,59%,29%,48%,Matemáticas
125473000137,MOSQUERA,INSTITUCION EDUCATIVA ANTONIO NARIÑO ,52,Similar,8,Similar,3%,39%,56%,2%,68%,35%,57%,Matemáticas
325473000853,MOSQUERA,COLEGIO BILINGÜE MELANIE KLEIN SCHOOL,72,Menor,8,Similar,0%,0%,41%,59%,35%,11%,19%,Matemáticas
125473000242,MOSQUERA,INSTITUCION EDUCATIVA LA MERCED  ,55,Similar,10,Similar,4%,28%,62%,6%,58%,35%,56%,Matemáticas
325473000616,MOSQUERA,I.E. LA FLORESTA I. E. F.,61,Similar,9,Similar,0%,9%,73%,18%,42%,30%,38%,Matemáticas
425473000866,MOSQUERA,GIMNASIO CAMPESTRE MARIE CURIE,69,Menor,9,Similar,0%,5%,53%,42%,32%,14%,24%,Matemáticas
325473000551,MOSQUERA,INSTITUTO TECNOLOGICO DE OCCIDENTE,54,Similar,9,Similar,3%,24%,71%,3%,60%,35%,54%,Matemáticas
325473000209,MOSQUERA,COLEGIO SAGRADOS CORAZONES,59,Similar,11,Similar,4%,16%,65%,15%,51%,28%,47%,Matemáticas
325473000497,MOSQUERA,COLEGIO VILLA MARIA,44,Mayor,8,Similar,17%,61%,22%,0%,78%,44%,74%,Matemáticas
325473000381,MOSQUERA,COLEGIO COOPERATIVO TOMAS CIPRIANO DE MOSQUERA                         ,61,Similar,9,Similar,0%,12%,76%,12%,49%,22%,32%,Matemáticas
325473000624,MOSQUERA,LICEO LOREN´S                                                  ,58,Similar,8,Similar,0%,16%,80%,4%,49%,32%,54%,Matemáticas
125473000781,MOSQUERA,INSTITUCION EDUCATIVA  JUAN LUIS LONDOÑO DE LA CUESTA,56,Similar,10,Similar,3%,23%,67%,6%,58%,32%,46%,Matemáticas
32547300042,MOSQUERA,INSTITUTO DIVERSIFICADO ALBERT EINSTEIN,60,Similar,10,Similar,3%,11%,70%,15%,47%,29%,46%,Matemáticas
125473001036,MOSQUERA,INSTITUCION EDUCATIVA COLEGIO COMPARTIR DE MOSQUERA,57,Similar,11,Similar,2%,33%,58%,7%,56%,32%,49%,Matemáticas
325473000632,MOSQUERA,LICEO CAMPESTRE EL BOSQUE,64,Similar,8,Similar,0%,3%,77%,19%,50%,19%,36%,Matemáticas
125473001133,MOSQUERA,INSTITUCION EDUCATIVA LA PAZ,57,Similar,10,Similar,3%,22%,69%,6%,59%,28%,50%,Matemáticas
325473000802,MOSQUERA,INSTITUTO PEDAGÓGICO NUESTRA SEÑORA DEL PILAR,50,Similar,11,Similar,8%,38%,54%,0%,69%,33%,56%,Matemáticas
325473000951,MOSQUERA,LICEO CAMPESTRE NUEVO PACTO,57,Similar,12,Similar,6%,17%,61%,17%,44%,40%,49%,Matemáticas
125473001028,MOSQUERA,INSTITUCION EDUCATIVA LA ARMONIA,56,Similar,9,Similar,1%,29%,66%,5%,56%,34%,51%,Matemáticas
252019000272,ALBÁN,INSTITUCIÓN EDUCATIVA CHAPIURCO,50,Similar,7,Mayor,0%,38%,62%,0%,61%,38%,63%,Matemáticas
152019000251,ALBÁN,INSTITUCION EDUCATIVA JUAN IGNACIO ORTIZ,57,Similar,13,Similar,3%,25%,61%,10%,53%,33%,46%,Matemáticas
152019000235,ALBÁN,INSTITUCION EDUCATIVA POLITECNICO JUAN BOLAÑOS,49,Similar,10,Similar,6%,56%,36%,3%,62%,46%,64%,Matemáticas
452022000118,ALDANA,INSTITUCION EDUCATIVA COMERCIAL SAN LUIS,57,Similar,10,Similar,0%,25%,67%,8%,60%,32%,56%,Matemáticas
152022000084,ALDANA,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL PILAR,59,Menor,9,Similar,0%,16%,72%,12%,54%,31%,42%,Matemáticas
15203600001,ANCUYÁ,INSTITUCION EDUCATIVA CARLOS ALBORNOZ ROSAS,50,Similar,10,Similar,8%,50%,43%,0%,61%,43%,60%,Matemáticas
152036000036,ANCUYÁ,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,43,Mayor,11,Similar,25%,42%,33%,0%,66%,44%,71%,Matemáticas
252036000081,ANCUYÁ,INSTITUCION EDUCATIVA NUESTRA SEÑORA DE LAS LAJAS,53,Similar,6,Mayor,0%,42%,58%,0%,58%,23%,65%,Matemáticas
252051000578,ARBOLEDA,INSTITUCION  EDUCATIVA ROSAFLORIDA,49,Similar,12,Similar,6%,58%,26%,10%,66%,40%,63%,Matemáticas
252051000691,ARBOLEDA,INSTITUCION EDUCATIVA ECOLOGICA LA COCHA,51,Similar,9,Similar,0%,53%,47%,0%,58%,40%,54%,Matemáticas
152051000387,ARBOLEDA,INSTITUCION EDUCATIVA DE DESARROLLO RURAL DE BERRUECOS,47,Similar,14,Similar,30%,19%,48%,4%,60%,44%,61%,Matemáticas
252079000883,BARBACOAS,INSTITUCION EDUCATIVA EL DIVISO,36,Mayor,9,Similar,50%,41%,9%,0%,83%,59%,74%,Matemáticas
152079000021,BARBACOAS,INSTITUCION EDUCATIVA LUIS IRIZAR SALAZAR,43,Mayor,10,Similar,24%,47%,29%,0%,64%,49%,72%,Matemáticas
252079000433,BARBACOAS,INSTITUCION EDUCATIVA SANTA TERESITA DE ALTAQUER,39,Mayor,11,Similar,42%,47%,12%,0%,74%,59%,71%,Matemáticas
252079002045,BARBACOAS,INSTITUCION EDUCATIVA TECNOLOGICA AGROAMBIENTAL INDIGENA AWA,34,Mayor,8,Mayor,64%,29%,7%,0%,75%,71%,73%,Matemáticas
152079000374,BARBACOAS,INSTITUCION EDUCATIVA NORMAL SUPERIOR LA INMACULADA,39,Mayor,9,Similar,38%,52%,10%,0%,76%,60%,73%,Matemáticas
252079001456,BARBACOAS,INSTITUCION EDUCATIVA BUENAVISTA,36,Mayor,9,Similar,48%,48%,5%,0%,75%,63%,74%,Matemáticas
25207900062,BARBACOAS,INSTITUCION EDUCATIVA LA HUMILDAD,32,Mayor,8,Mayor,60%,40%,0%,0%,77%,85%,73%,Matemáticas
152083000613,BELÉN,INSTITUCION EDUCATIVA NUESTRA SEÑORA DE BELEN,59,Menor,11,Similar,2%,22%,61%,15%,47%,30%,42%,Matemáticas
252083000201,BELÉN,INSTITUCION EDUCATIVA AGROPECUARIA LA ESPERANZA,56,Similar,11,Similar,10%,10%,80%,0%,54%,30%,54%,Matemáticas
252083000154,BELÉN,INSTITUCION EDUCATIVA AGROAMBIENTAL SANTA ROSA,56,Similar,12,Similar,7%,29%,57%,7%,58%,36%,50%,Matemáticas
252110000285,BUESACO,INSTITUCION EDUCATIVA SAN ANTONIO DE PADUA,55,Similar,10,Similar,0%,33%,67%,0%,56%,25%,57%,Matemáticas
252110000633,BUESACO,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,54,Similar,11,Similar,0%,41%,53%,6%,59%,43%,49%,Matemáticas
252110000081,BUESACO,INSTITUCION EDUCATIVA SAN IGNACIO,55,Similar,11,Similar,0%,33%,67%,0%,57%,33%,67%,Matemáticas
152110000019,BUESACO,INSTITUCION EDUCATIVA RAFAEL URIBE URIBE,52,Similar,10,Similar,3%,41%,57%,0%,62%,37%,61%,Matemáticas
452110000861,BUESACO,INSTITUCION EDUCATIVA JUBANGUANA,52,Similar,9,Similar,0%,50%,50%,0%,55%,44%,56%,Matemáticas
252110000838,BUESACO,INSTITUCION EDUCATIVA VILLAMORENO,54,Similar,8,Mayor,0%,38%,58%,4%,66%,37%,55%,Matemáticas
252110000773,BUESACO,INSTITUCION EDUCATIVA SANTA MARIA,64,Menor,9,Similar,0%,8%,67%,25%,48%,19%,33%,Matemáticas
25211000003,BUESACO,INSTITUCION EDUCATIVA AGROPECUARIA VERACRUZ,52,Similar,7,Mayor,0%,47%,53%,0%,47%,33%,63%,Matemáticas
252203000374,COLÓN,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO,57,Similar,9,Similar,0%,29%,53%,18%,56%,25%,54%,Matemáticas
352203000018,COLÓN,INSTITUCION EDUCATIVA LEOPOLDO LOPEZ ALVAREZ,66,Menor,11,Similar,0%,15%,44%,41%,42%,24%,24%,Matemáticas
1522030004,COLÓN,INSTITUCION EDUCATIVA DIVINO NI¿O GENOVA,59,Menor,9,Similar,0%,38%,50%,13%,45%,28%,45%,Matemáticas
252203000307,COLÓN,INSTITUCION EDUCATIVA AGROPECUARIA SAN CARLOS,42,Mayor,7,Mayor,18%,76%,6%,0%,45%,50%,74%,Matemáticas
352207000021,CONSACÁ,INSTITUCION EDUCATIVA LOS LIBERTADORES,57,Similar,11,Similar,4%,22%,67%,7%,57%,29%,47%,Matemáticas
252207000344,CONSACÁ,INSTITUCION EDUCATIVA AGROPECUARIA BOMBONA,48,Similar,9,Similar,0%,67%,33%,0%,65%,46%,68%,Matemáticas
252207000018,CONSACÁ,INSTITUCION EDUCATIVA DE DESARROLLO RURAL,55,Similar,6,Mayor,0%,11%,89%,0%,53%,31%,53%,Matemáticas
152210000261,CONTADERO,INSTITUCION EDUCATIVA COLEGIO DEPTAL SAN CARLOS,58,Similar,10,Similar,0%,22%,69%,8%,51%,35%,50%,Matemáticas
252210000096,CONTADERO,INSTITUCION EDUCATIVA LAS DELICIAS,63,Menor,15,Similar,0%,33%,17%,50%,48%,29%,42%,Matemáticas
152215000138,CÓRDOBA,INSTITUCION EDUCATIVA SAN BARTOLOME,55,Similar,10,Similar,3%,26%,64%,7%,59%,34%,51%,Matemáticas
452215000492,CÓRDOBA,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA INDIGENA DEL RESGUARDO DE MALES.,48,Similar,12,Similar,17%,50%,33%,0%,67%,42%,67%,Matemáticas
252215000451,CÓRDOBA,INSTITUCION EDUCATIVA LOS ARRAYANES,51,Similar,7,Mayor,0%,53%,47%,0%,64%,46%,65%,Matemáticas
252215000035,CÓRDOBA,INSTITUCION EDUCATIVA TECNICA AGROECOLOGICA DEL RESGUARDO DE MALES,57,Similar,9,Similar,0%,18%,71%,12%,49%,28%,46%,Matemáticas
452215000441,CÓRDOBA,INSTITUCION EDUCATIVA NUESTRA SRA. DE FATIMA,53,Similar,9,Similar,0%,30%,70%,0%,51%,28%,61%,Matemáticas
252215000469,CÓRDOBA,INSTITUCION EDUCATIVA SANTANDER,51,Similar,11,Similar,12%,24%,65%,0%,63%,37%,53%,Matemáticas
152224000019,CUASPÚD,INSTITUCION EDUCATIVA CAMILO TORRES,54,Similar,10,Similar,4%,33%,60%,4%,57%,38%,50%,Matemáticas
252224000145,CUASPÚD,INSTITUCION EDUCATIVA AGROPECUARIA INDÍGENA SEBASTIAN GARCIA CARLOSAMA,40,Mayor,10,Similar,29%,57%,14%,0%,75%,57%,63%,Matemáticas
252227000308,CUMBAL,I.E. INDÍGENA AGROAMBIENTAL MAYKER,50,Similar,7,Mayor,0%,64%,36%,0%,55%,43%,67%,Matemáticas
25222700088,CUMBAL,INSTITUCION EDUCATIVA AGROPECUARIA INDIGENA DE PANAN,45,Similar,9,Similar,15%,50%,35%,0%,65%,50%,72%,Matemáticas
252227000057,CUMBAL,INSTITUCION EDUCATIVA AGROECOLOGICA SAGRADO CORAZON DE JESUS,54,Similar,9,Similar,7%,21%,64%,7%,52%,48%,54%,Matemáticas
252227000189,CUMBAL,INSTITUCION EDUCATIVA INMACULADA CONCEPCION DE TALLAMBI,42,Mayor,8,Mayor,20%,60%,20%,0%,73%,40%,71%,Matemáticas
