codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_ping,desviacion,comparacion_ding,desempeno_a_minus,desempeno_a1,desempeno_a2,desempeno_b1,desempeno_b_plus,Competencia
20523400051,DABEIBA,I. E. R. SAN RAFAEL,40,Similar,7,Mayor,86%,14%,0%,0%,0%,Inglés
205237000081,DONMATÍAS,I. E. R. BENILDA VALENCIA,47,Similar,5,Mayor,63%,38%,0%,0%,0%,Inglés
205237000031,DONMATÍAS,I. E.R.PBRO ANTONIO JOSE CADAVID,47,Similar,7,Mayor,67%,17%,17%,0%,0%,Inglés
305237000256,DONMATÍAS,COLEGIO REINALDO ARROYAVE LOPERA,53,Similar,10,Similar,36%,32%,23%,9%,0%,Inglés
10523700015,DONMATÍAS,INSTITUCION EDUCATIVA DONMATIAS,53,Similar,11,Similar,32%,35%,21%,10%,2%,Inglés
205240000106,EBÉJICO,I. E. R. BOYACA,47,Similar,9,Similar,57%,38%,0%,5%,0%,Inglés
105240000136,EBÉJICO,INSTITUCION EDUCATIVA URBANA SAN JOSE,47,Similar,11,Similar,51%,34%,11%,4%,0%,Inglés
205240000351,EBÉJICO,INSTITUCION EDUCATIVA RURAL PRESBITERO GABRIEL YEPES YEPES,47,Similar,10,Similar,59%,31%,3%,6%,0%,Inglés
205250001739,EL BAGRE,I. E. R. PUERTO LOPEZ,42,Similar,7,Mayor,82%,15%,1%,1%,0%,Inglés
105250000932,EL BAGRE,I. E. LA ESMERALDA,44,Similar,7,Mayor,76%,22%,2%,0%,0%,Inglés
205250000023,EL BAGRE,I. E. R. PUERTO CLAVER,42,Similar,8,Similar,79%,19%,2%,0%,0%,Inglés
105250000169,EL BAGRE,I. E. EL BAGRE,44,Similar,8,Similar,72%,22%,6%,0%,0%,Inglés
105250000185,EL BAGRE,I. E. BIJAO,44,Similar,10,Similar,66%,26%,5%,2%,1%,Inglés
105250000975,EL BAGRE,I. E. 20 DE JULIO,43,Similar,7,Mayor,77%,18%,6%,0%,0%,Inglés
105250000339,EL BAGRE,I. E. LAS DELICIAS,41,Similar,6,Mayor,85%,15%,0%,0%,0%,Inglés
205250000104,EL BAGRE,I. E. R. LA ARENOSA,35,Mayor,5,Mayor,97%,3%,0%,0%,0%,Inglés
205250000139,EL BAGRE,I. E. R. VILLA CHICA,35,Mayor,8,Similar,95%,5%,0%,0%,0%,Inglés
20525080002,EL BAGRE,I.E.R INDIGENA MANESKA,37,Mayor,6,Mayor,96%,4%,0%,0%,0%,Inglés
305264000225,ENTRERRÍOS,COLEGIO SANTA INES,64,Menor,10,Similar,3%,23%,33%,30%,10%,Inglés
105264000013,ENTRERRÍOS,I. E. ENTRERRIOS,49,Similar,11,Similar,45%,35%,14%,6%,0%,Inglés
305264800001,ENTRERRÍOS,COLEGIO MONSEÑOR ERNESTO GOMEZ ECHEVERRI,56,Menor,17,Menor,40%,40%,0%,0%,20%,Inglés
105282000403,FREDONIA,I. E. ESCUELA NORMAL SUPERIOR MARIANO OSPINA RODRIGUEZ,47,Similar,9,Similar,49%,43%,4%,4%,0%,Inglés
205282000602,FREDONIA,I. E. LLANO GRANDE,48,Similar,10,Similar,56%,24%,16%,4%,0%,Inglés
10528200039,FREDONIA,I. E. EFE GOMEZ,50,Similar,13,Similar,42%,40%,6%,10%,2%,Inglés
205282000165,FREDONIA,I. E. R. PALOMOS,44,Similar,5,Mayor,78%,22%,0%,0%,0%,Inglés
205282000513,FREDONIA,I. E. DE MINAS,45,Similar,10,Similar,66%,21%,7%,7%,0%,Inglés
205282000483,FREDONIA,I. E. R. JOSE MARIA OBANDO,46,Similar,10,Similar,50%,42%,4%,0%,4%,Inglés
1052840008,FRONTINO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MIGUEL ANGEL ALVAREZ,49,Similar,8,Similar,44%,44%,10%,2%,0%,Inglés
205284000464,FRONTINO,I. E. R. GABRIELA WHITE DE VELEZ,46,Similar,12,Similar,63%,28%,6%,0%,3%,Inglés
105284000214,FRONTINO,I. E.  MANUEL ANTONIO TORO,54,Similar,8,Similar,22%,50%,17%,11%,0%,Inglés
205284000162,FRONTINO,I. E. R. LA BLANQUITA DEL MURRI,31,Mayor,4,Mayor,100%,0%,0%,0%,0%,Inglés
105284000788,FRONTINO,I. E. PEDRO ANTONIO ELEJALDE,46,Similar,8,Similar,57%,37%,6%,0%,0%,Inglés
20528400012,FRONTINO,I. E. R. NOBOGACITA,44,Similar,7,Mayor,63%,31%,6%,0%,0%,Inglés
105284000575,FRONTINO,INSTITUCION EDUCATIVA LAS MERCEDES,42,Similar,7,Mayor,77%,23%,0%,0%,0%,Inglés
105306000175,GIRALDO,I. E. LUIS ANDRADE VALDERRAMA,46,Similar,9,Similar,64%,25%,11%,0%,0%,Inglés
205306000099,GIRALDO,I.E.R. SANTA ROSA DE LIMA,41,Similar,7,Mayor,78%,22%,0%,0%,0%,Inglés
105308000253,GIRARDOTA,I. E.  EMILIANO GARCIA,53,Similar,9,Similar,30%,38%,28%,4%,0%,Inglés
305308000791,GIRARDOTA,C.E.  NEOSISTEMAS,71,Menor,10,Similar,0%,8%,21%,58%,13%,Inglés
305308000601,GIRARDOTA,COLEGIO JUAN BERNARDONE,58,Menor,11,Similar,12%,50%,18%,15%,6%,Inglés
30530800052,GIRARDOTA,INSTITUTO PARROQUIAL NUESTRA SEÑORA DE LA PRESENTACION,67,Menor,9,Similar,0%,16%,32%,53%,0%,Inglés
105308000083,GIRARDOTA,INSTITUCION EDUCATIVA COLOMBIA,53,Similar,9,Similar,30%,41%,21%,8%,0%,Inglés
205308000312,GIRARDOTA,I.E.R. NUESTRA SEÑORA DEL CARMEN,43,Similar,9,Similar,74%,21%,0%,6%,0%,Inglés
205308000452,GIRARDOTA,INSTITUCION EDUCATIVA RURAL SAN ANDRES,46,Similar,8,Similar,59%,34%,6%,0%,0%,Inglés
105308000059,GIRARDOTA,COLEGIO NUESTRA SEÑORA DEL ROSARIO,62,Menor,8,Similar,0%,40%,28%,32%,0%,Inglés
105308000041,GIRARDOTA,I. E. MANUEL JOSE SIERRA,53,Similar,11,Similar,25%,50%,20%,2%,4%,Inglés
105308000482,GIRARDOTA,I. E. ATANASIO GIRARDOT,53,Similar,11,Similar,31%,46%,18%,2%,3%,Inglés
205310000354,GÓMEZ PLATA,INSTITUCION EDUCATIVA RURAL EL SALTO,46,Similar,9,Similar,65%,23%,10%,3%,0%,Inglés
105310000031,GÓMEZ PLATA,I. E. GOMEZ PLATA,50,Similar,11,Similar,49%,36%,4%,9%,2%,Inglés
105313000016,GRANADA,I. E. JORGE ALBERTO GOMEZ GOMEZ,46,Similar,11,Similar,57%,27%,14%,1%,1%,Inglés
105315000021,GUADALUPE,I. E.  LUIS LOPEZ DE MESA,47,Similar,9,Similar,51%,32%,17%,0%,0%,Inglés
205318000167,GUARNE,I. E. ROMERAL,54,Similar,9,Similar,21%,38%,38%,4%,0%,Inglés
205318000345,GUARNE,I.E.R. HOJAS ANCHAS,45,Similar,10,Similar,57%,29%,14%,0%,0%,Inglés
205318000183,GUARNE,INSTITUCION EDUCATIVA RURAL PIEDRAS BLANCAS,49,Similar,7,Mayor,33%,53%,13%,0%,0%,Inglés
305318000714,GUARNE,COLEGIO WALDORF EL MAESTRO,67,Menor,17,Menor,8%,31%,31%,8%,23%,Inglés
205318000451,GUARNE,I. E. R. CHAPARRAL,49,Similar,10,Similar,44%,37%,15%,5%,0%,Inglés
205318000302,GUARNE,I.E.R. EZEQUIEL SIERRA,55,Menor,13,Similar,39%,22%,22%,11%,6%,Inglés
105318000049,GUARNE,I. E. SANTO TOMAS DE AQUINO,57,Menor,12,Similar,18%,39%,24%,14%,5%,Inglés
105318000278,GUARNE,INSTITUCION EDUCATIVA INMACULADA CONCEPCION,56,Menor,11,Similar,22%,36%,23%,16%,2%,Inglés
305318000773,GUARNE,COLEGIO CRISTIANO CEFEG,60,Menor,10,Similar,0%,57%,14%,29%,0%,Inglés
105321000025,GUATAPÉ,I. E. NUESTRA SENORA DEL PILAR,49,Similar,10,Similar,47%,39%,7%,5%,1%,Inglés
205347000109,HELICONIA,I. E. R. HECTOR HIGINIO BEDOYA VARGAS,41,Similar,8,Similar,77%,23%,0%,0%,0%,Inglés
205347000095,HELICONIA,INSTITUCION EDUCATIVA RURAL ALTO DEL CORRAL,48,Similar,12,Similar,55%,27%,9%,9%,0%,Inglés
105347000015,HELICONIA,I. E. SAN RAFAEL,42,Similar,9,Similar,81%,11%,4%,4%,0%,Inglés
105353000051,HISPANIA,INSTITUCION EDUCATIVA AURA MARIA VALENCIA,55,Menor,11,Similar,22%,50%,22%,3%,3%,Inglés
205361001029,ITUANGO,INSTITUCIÓN EDUCATIVA LUIS MARIA PRECIADO ECHAVARRIA,39,Mayor,4,Mayor,100%,0%,0%,0%,0%,Inglés
20536100043,ITUANGO,I. E. R. LA PEREZ,38,Mayor,7,Mayor,91%,9%,0%,0%,0%,Inglés
105361000443,ITUANGO,I. E. PEDRO NEL OSPINA,42,Similar,9,Similar,81%,14%,3%,2%,0%,Inglés
205361000324,ITUANGO,I. E. R. JOSE FELIX DE RESTREPO,40,Similar,7,Mayor,78%,22%,0%,0%,0%,Inglés
205361000197,ITUANGO,I. E. JESUS MARIA VALLE JARAMILLO,40,Similar,5,Mayor,95%,5%,0%,0%,0%,Inglés
205361002041,ITUANGO,C. E. R. BADILLO,39,Mayor,5,Mayor,92%,8%,0%,0%,0%,Inglés
205364000171,JARDÍN,INSTITUCION EDUCATIVA DE DESARROLLO RURAL MIGUEL VALENCIA,43,Similar,9,Similar,75%,18%,8%,0%,0%,Inglés
105364000401,JARDÍN,I. E. SAN ANTONIO,53,Similar,11,Similar,34%,37%,17%,11%,2%,Inglés
205364000163,JARDÍN,INSTITUCIÓN EDUCATIVA RURAL EMBERÁ KARMATARÚA,44,Similar,9,Similar,80%,15%,0%,5%,0%,Inglés
205368000478,JERICÓ,I. E. R. SAN FRANCISCO DE ASIS,42,Similar,7,Mayor,82%,14%,5%,0%,0%,Inglés
105368000015,JERICÓ,INSTITUCION EDUCATIVA SAN JOSE,56,Menor,12,Similar,26%,34%,26%,8%,5%,Inglés
105368000066,JERICÓ,I. E. ESCUELA NORMAL SUPERIOR DE JERICO,49,Similar,10,Similar,44%,40%,8%,6%,2%,Inglés
305376000201,LA CEJA,COLEGIO MARIA AUXILIADORA,63,Menor,10,Similar,5%,26%,37%,16%,16%,Inglés
10537600044,LA CEJA,I. E. LA PAZ,55,Menor,11,Similar,21%,40%,27%,10%,2%,Inglés
105376000105,LA CEJA,I. E. MARIA JOSEFA MARULANDA,59,Menor,10,Similar,14%,27%,37%,17%,5%,Inglés
305376000198,LA CEJA,COLEGIO SALESIANO SANTO DOMINGO SAVIO,64,Menor,12,Similar,7%,24%,27%,32%,10%,Inglés
105376000113,LA CEJA,I. E. MONSEÑOR ALFONSO URIBE JARAMILLO,49,Similar,11,Similar,51%,33%,12%,3%,1%,Inglés
20537600007,LA CEJA,INSTITUCION EDUCATIVA FRANCISCO MARIA CARDONA,51,Similar,10,Similar,36%,44%,14%,6%,0%,Inglés
105376000571,LA CEJA,I. E.   CONCEJO MUNICIPAL,56,Menor,12,Similar,22%,35%,24%,13%,7%,Inglés
105376000211,LA CEJA,I. E. BERNARDO URIBE LONDOÑO,51,Similar,10,Similar,41%,34%,23%,2%,1%,Inglés
30537680002,LA CEJA,INSTITUCION EDUCATIVA PARA VIVIR EN UN MUNDO MEJOR,50,Similar,0,Mayor,0%,100%,0%,0%,0%,Inglés
305376800038,LA CEJA,COLEGIO DE ADULTOS CULTURAL,41,Similar,8,Similar,84%,14%,3%,0%,0%,Inglés
205856000177,LA PINTADA,I. E. RAFAEL URIBE URIBE,50,Similar,8,Similar,36%,45%,18%,0%,0%,Inglés
205679000498,LA PINTADA,I. E. LA PINTADA,45,Similar,10,Similar,63%,26%,9%,2%,0%,Inglés
105400000189,LA UNIÓN,I. E. PIO XI,49,Similar,9,Similar,44%,38%,17%,1%,0%,Inglés
305400000404,LA UNIÓN,COLEGIO NUESTRA SEÑORA DE LAS MERCEDES,65,Menor,10,Similar,0%,25%,25%,45%,5%,Inglés
205400000213,LA UNIÓN,INSTITUCION EDUCATIVA RURAL MARCO EMILIO LOPEZ GALLEGO,45,Similar,6,Mayor,65%,35%,0%,0%,0%,Inglés
10540000012,LA UNIÓN,INSTITUCION EDUCATIVA FELIX MARIA RESTREPO LONDOÑO,49,Similar,10,Similar,49%,29%,17%,6%,0%,Inglés
205400000035,LA UNIÓN,I. E. R. SAN JUAN,43,Similar,7,Mayor,69%,31%,0%,0%,0%,Inglés
205411000401,LIBORINA,INSTITUCION EDUCATIVA SAN DIEGO,44,Similar,8,Similar,76%,19%,2%,2%,0%,Inglés
105411000199,LIBORINA,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,44,Similar,10,Similar,73%,18%,9%,0%,0%,Inglés
105425000019,MACEO,INSTITUCION EDUCATIVA FILIBERTO RESTREPO SIERRA,45,Similar,10,Similar,63%,23%,10%,4%,0%,Inglés
205425000111,MACEO,INSTITUCION EDUCATIVA RURAL CRISTO REY,44,Similar,8,Similar,58%,42%,0%,0%,0%,Inglés
205425000056,MACEO,INSTITUCION EDUCATIVA RURAL LA FLORESTA,45,Similar,8,Similar,61%,33%,6%,0%,0%,Inglés
205440000267,MARINILLA,I. E. R. FRANCISCO MANZUETO GIRALDO,51,Similar,13,Similar,55%,15%,10%,20%,0%,Inglés
105440000131,MARINILLA,I. E. SAN JOSE,51,Similar,9,Similar,35%,45%,12%,8%,0%,Inglés
205440000305,MARINILLA,I E R ROSALIA HOYOS,51,Similar,8,Similar,28%,53%,9%,9%,0%,Inglés
105440000408,MARINILLA,I. E. R. TECNICO DE MARINILLA,53,Similar,6,Mayor,25%,55%,20%,0%,0%,Inglés
405440000789,MARINILLA,COLEGIO SEMINARIO CORAZONISTA,79,Menor,8,Similar,0%,3%,3%,45%,48%,Inglés
105440000386,MARINILLA,I. E. NORMAL SUPERIOR RAFAEL MARIA GIRALDO,54,Similar,10,Similar,31%,34%,24%,11%,1%,Inglés
105440000068,MARINILLA,I. E. ROMAN GOMEZ,56,Menor,9,Similar,21%,37%,29%,12%,0%,Inglés
305440000994,MARINILLA,INSTITUTO REGIONAL COREDI,61,Menor,13,Similar,4%,43%,25%,14%,14%,Inglés
105440000467,MARINILLA,I. E. TECNICO INDUSTRIAL SIMONA DUQUE,57,Menor,9,Similar,20%,36%,30%,13%,1%,Inglés
305440000954,MARINILLA,COL. UNIVERSIDAD PONTIFICIA BOLIVARIANA,66,Menor,12,Similar,8%,18%,30%,30%,15%,Inglés
205440000798,MARINILLA,I. E. R. MARIA DEL ROSARIO,40,Similar,7,Mayor,88%,10%,2%,0%,0%,Inglés
105467000019,MONTEBELLO,I. E. MARIANO J. VILLEGAS,48,Similar,11,Similar,54%,32%,11%,2%,2%,Inglés
105475000125,MURINDÓ,I. E. MURINDO,40,Similar,8,Similar,78%,22%,0%,0%,0%,Inglés
205480000341,MUTATÁ,INSTITUCION EDUCATIVA RURAL LA INMACULADA CAUCHERAS,49,Similar,8,Similar,45%,39%,16%,0%,0%,Inglés
10548000001,MUTATÁ,I. E. MUTATA,48,Similar,9,Similar,56%,33%,10%,2%,0%,Inglés
205480000138,MUTATÁ,I.E.R PAVARANDÓ GRANDE,42,Similar,8,Similar,66%,34%,0%,0%,0%,Inglés
205483000236,NARIÑO,INSTITUCIÓN EDUCATIVA RURAL PUERTO VENUS,47,Similar,8,Similar,62%,31%,8%,0%,0%,Inglés
105483000347,NARIÑO,I. E. INMACULADA CONCEPCION,43,Similar,9,Similar,75%,20%,2%,3%,0%,Inglés
20549000073,NECOCLÍ,I. E. R. SAN SEBASTIAN DE URABA,39,Mayor,6,Mayor,89%,11%,0%,0%,0%,Inglés
105490000026,NECOCLÍ,I. E. ANTONIO ROLDAN BETANCUR,45,Similar,8,Similar,60%,34%,5%,1%,0%,Inglés
105490000018,NECOCLÍ,INSTITUCION EDUCATIVA EDUARDO ESPITIA ROMERO,43,Similar,8,Similar,75%,22%,1%,1%,0%,Inglés
205490000128,NECOCLÍ,I. E. R. MULATOS,38,Mayor,7,Mayor,94%,3%,3%,0%,0%,Inglés
2054900014,NECOCLÍ,I. E. R. MELLITO,40,Similar,7,Mayor,80%,20%,0%,0%,0%,Inglés
205490001337,NECOCLÍ,I. E. R. TULAPITA,39,Mayor,6,Mayor,92%,8%,0%,0%,0%,Inglés
205490000578,NECOCLÍ,I. E. R. ZAPATA,41,Similar,6,Mayor,83%,17%,0%,0%,0%,Inglés
205490002236,NECOCLÍ,INSTITUCION EDUCATIVA RURAL LA COMARCA,45,Similar,7,Mayor,71%,24%,5%,0%,0%,Inglés
205490001213,NECOCLÍ,I. E. R. EL TOTUMO,38,Mayor,6,Mayor,93%,7%,0%,0%,0%,Inglés
205490000098,NECOCLÍ,INSTITUCION EDUCATIVA RURAL MELLO VILLAVICENCIO,39,Mayor,7,Mayor,92%,6%,3%,0%,0%,Inglés
2054900009,NECOCLÍ,INSTITUCION EDUCATIVA RURAL LAS CHANGAS,39,Mayor,6,Mayor,87%,13%,0%,0%,0%,Inglés
205490000161,NECOCLÍ,INSTITUCION EDUCATIVA RURAL PUEBLO NUEVO,41,Similar,7,Mayor,88%,10%,2%,0%,0%,Inglés
205490001639,NECOCLÍ,I.E.R.INDIGENA JOSE ELIAS SUAREZ,36,Mayor,5,Mayor,100%,0%,0%,0%,0%,Inglés
205490000594,NECOCLÍ,I. E. R. MULATICOS PIEDRECITAS,40,Similar,7,Mayor,87%,13%,0%,0%,0%,Inglés
205490000462,NECOCLÍ,I E R CARIBIA,39,Mayor,7,Mayor,84%,16%,0%,0%,0%,Inglés
205495000053,NECHÍ,I. E. COLORADO,43,Similar,9,Similar,69%,24%,7%,0%,0%,Inglés
205495000312,NECHÍ,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,45,Similar,6,Mayor,67%,33%,0%,0%,0%,Inglés
105495000024,NECHÍ,I. E. NECHI,42,Similar,9,Similar,74%,20%,5%,1%,0%,Inglés
205495000151,NECHÍ,INSTITUCIÓN EDUCATIVA RURAL LA CONCHA,41,Similar,7,Mayor,84%,16%,0%,0%,0%,Inglés
205495000916,NECHÍ,C. E. R.  ZARAGOCITA,36,Mayor,5,Mayor,93%,7%,0%,0%,0%,Inglés
205495000096,NECHÍ,I.E.R TRINIDAD ARRIBA,39,Mayor,6,Mayor,94%,6%,0%,0%,0%,Inglés
105501000198,OLAYA,I. E.  OLAYA,43,Similar,8,Similar,71%,21%,7%,0%,0%,Inglés
105541000026,PEÑOL,I. E.  LEON XIII,54,Similar,11,Similar,23%,41%,26%,8%,2%,Inglés
205541000403,PEÑOL,INSTITUCION EDUCATIVA RURAL PALMIRA,45,Similar,8,Similar,64%,28%,9%,0%,0%,Inglés
205543000206,PEQUE,I. E. R. LOS LLANOS,46,Similar,9,Similar,67%,19%,11%,4%,0%,Inglés
105543000325,PEQUE,INSTITUCION EDUCATIVA PRESBITERO RODRIGO LOPERA GIL,45,Similar,10,Similar,61%,26%,10%,3%,0%,Inglés
20557600018,PUEBLORRICO,I. E. R. SINAI,45,Similar,8,Similar,75%,25%,0%,0%,0%,Inglés
105576000096,PUEBLORRICO,I. E. EL SALVADOR,48,Similar,13,Similar,54%,27%,8%,6%,4%,Inglés
205576000112,PUEBLORRICO,C. E. R. LA PICA,46,Similar,0,Mayor,100%,0%,0%,0%,0%,Inglés
205576000155,PUEBLORRICO,C. E. R. LOURDES,39,Mayor,6,Mayor,100%,0%,0%,0%,0%,Inglés
105579000909,PUERTO BERRÍO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL MAGDALENA MEDIO,50,Similar,7,Mayor,34%,48%,18%,0%,0%,Inglés
305579000011,PUERTO BERRÍO,COLEGIO LA INMACULADA,55,Menor,11,Similar,32%,27%,32%,9%,0%,Inglés
105579000305,PUERTO BERRÍO,I. E. ANTONIO NARIÑO,41,Similar,9,Similar,79%,15%,5%,1%,0%,Inglés
105579000259,PUERTO BERRÍO,I. E. AMERICA,46,Similar,8,Similar,70%,25%,3%,3%,0%,Inglés
10557900016,PUERTO BERRÍO,INSTITUCION EDUCATIVA BOMBONA,43,Similar,9,Similar,80%,16%,2%,2%,0%,Inglés
105579000186,PUERTO BERRÍO,I. E. ALFONSO LOPEZ PUMAREJO,46,Similar,12,Similar,58%,24%,13%,4%,1%,Inglés
205387000322,PUERTO NARE,I. E. R. LA SIERRA,42,Similar,10,Similar,74%,17%,3%,6%,0%,Inglés
205387000047,PUERTO NARE,I. E. R. LA UNION,43,Similar,9,Similar,80%,10%,10%,0%,0%,Inglés
105387000077,PUERTO NARE,I. E. CARLOS ARTURO DUQUE RAMIREZ,47,Similar,10,Similar,58%,24%,13%,4%,0%,Inglés
205387000128,PUERTO NARE,INSTITUCION EDUCATIVA RURAL JORGE ENRIQUE VILLEGAS,48,Similar,10,Similar,43%,39%,17%,0%,0%,Inglés
205591000072,PUERTO TRIUNFO,I. E. R. ESTACION COCORNA,49,Similar,11,Similar,29%,57%,14%,0%,0%,Inglés
205591000099,PUERTO TRIUNFO,I. E. R. DORADAL,51,Similar,9,Similar,31%,45%,18%,5%,0%,Inglés
205591000064,PUERTO TRIUNFO,I. E. R. HERMANO DANIEL,44,Similar,9,Similar,75%,10%,15%,0%,0%,Inglés
205591000137,PUERTO TRIUNFO,I. E. R. PUERTO PERALES,51,Similar,10,Similar,32%,37%,26%,5%,0%,Inglés
105591000027,PUERTO TRIUNFO,I. E. PABLO VI,47,Similar,7,Mayor,56%,40%,4%,0%,0%,Inglés
205591000056,PUERTO TRIUNFO,I. E. R. ENRIQUE DURAN,43,Similar,10,Similar,76%,12%,6%,6%,0%,Inglés
105604000013,REMEDIOS,I.E. IGNACIO YEPES YEPES,43,Similar,10,Similar,73%,20%,3%,4%,0%,Inglés
205604001049,REMEDIOS,INSTITUCION EDUCATIVA RURAL LA CRUZADA,44,Similar,8,Similar,73%,22%,5%,1%,0%,Inglés
205604001014,REMEDIOS,INSTITUCION EDUCATIVA RURAL PABLO VI,40,Similar,6,Mayor,87%,13%,0%,0%,0%,Inglés
205604000824,REMEDIOS,I. E. LLANO DE CORDOBA,41,Similar,7,Mayor,83%,17%,0%,0%,0%,Inglés
405604000025,REMEDIOS,I.E.R SAN IGNACIO,38,Mayor,7,Mayor,90%,10%,0%,0%,0%,Inglés
205607000175,RETIRO,INSTITUCION EDUCATIVA RURAL DOLORES E ISMAEL RESTREPO,46,Similar,10,Similar,60%,29%,3%,7%,0%,Inglés
305001000115,RETIRO,COLEGIO SAN JOSE DE LAS VEGAS,77,Menor,12,Similar,0%,2%,20%,37%,41%,Inglés
105607000022,RETIRO,I. E. IGNACIO BOTERO VALLEJO,61,Menor,12,Similar,12%,30%,26%,25%,7%,Inglés
205607000159,RETIRO,INSTITUCION EDUCATIVA RURAL LUIS EDUARDO POSADA RESTREPO,54,Similar,12,Similar,32%,28%,28%,8%,4%,Inglés
405607800006,RETIRO,COLEGIO EL TRIANGULO,69,Menor,12,Similar,0%,12%,38%,27%,23%,Inglés
105628000227,SABANALARGA,INSTITUCION EDUCATIVA SAN JOSE,44,Similar,8,Similar,66%,29%,3%,2%,0%,Inglés
205628000043,SABANALARGA,I. E. R. EL JUNCO,41,Similar,11,Similar,70%,30%,0%,0%,0%,Inglés
105642000019,SALGAR,I. E.  JULIO RESTREPO,45,Similar,10,Similar,68%,21%,7%,4%,0%,Inglés
20564200017,SALGAR,INSTITUCION EDUCATIVA RURAL ABELARDO OCHOA,45,Similar,6,Mayor,56%,44%,0%,0%,0%,Inglés
20565800003,SAN ANDRÉS DE CUERQUÍA,INSTITUCION EDUCATIVA RURAL LAS CRUCES,46,Similar,16,Menor,67%,0%,17%,17%,0%,Inglés
10564700022,SAN ANDRÉS DE CUERQUÍA,I. E. SAN ANDRES,45,Similar,7,Mayor,68%,25%,7%,0%,0%,Inglés
205649000426,SAN CARLOS,I. E.  RURAL PUERTO GARZA,40,Similar,11,Similar,88%,0%,13%,0%,0%,Inglés
205649000787,SAN CARLOS,INSTITUCION EDUCATIVA RURAL EL JORDAN,42,Similar,8,Similar,71%,25%,4%,0%,0%,Inglés
105649000014,SAN CARLOS,I. E. JOAQUIN CARDENAS GOMEZ,49,Similar,10,Similar,54%,29%,10%,7%,1%,Inglés
205649000027,SAN CARLOS,I.E.R.. PALMICHAL,47,Similar,9,Similar,50%,35%,15%,0%,0%,Inglés
205649001287,SAN CARLOS,INSTITUCION EDUCATIVA RURAL SAMANA,41,Similar,8,Similar,81%,15%,4%,0%,0%,Inglés
205197000849,SAN FRANCISCO,INSTITUCION EDUCATIVA SAN FRANCISCO,50,Similar,12,Similar,44%,38%,6%,6%,6%,Inglés
105656000143,SAN JERÓNIMO,I. E. ESCUELA NORMAL SUPERIOR GENOVEVA DIAZ,50,Similar,11,Similar,47%,26%,19%,8%,0%,Inglés
205656000164,SAN JERÓNIMO,I. E. R. AGRICOLA DE SAN JERONIMO,45,Similar,9,Similar,71%,17%,9%,3%,0%,Inglés
205656000423,SAN JERÓNIMO,I. E. R. BENIGNO MENA GONZALEZ,44,Similar,10,Similar,65%,29%,0%,6%,0%,Inglés
105658000124,SAN JOSÉ DE LA MONTAÑA,INSTITUCION EDUCATIVA FRANCISCO ABEL GALLEGO,44,Similar,8,Similar,65%,32%,3%,0%,0%,Inglés
205051001401,SAN JUAN DE URABÁ,I. E. R. EL FILO DE DAMAQUIEL,38,Mayor,6,Mayor,97%,3%,0%,0%,0%,Inglés
205051000014,SAN JUAN DE URABÁ,INSTITUCION EDUCATIVA SAN JUAN DE URABA,42,Similar,7,Mayor,84%,13%,3%,0%,0%,Inglés
205051000758,SAN JUAN DE URABÁ,INSTITUCION EDUCATIVA RURAL UVEROS,41,Similar,8,Similar,77%,23%,0%,0%,0%,Inglés
205051000065,SAN JUAN DE URABÁ,INSTITUCIÓN EDUCATIVA RURAL MONSEÑOR ESCOBAR VELEZ,39,Mayor,6,Mayor,90%,10%,0%,0%,0%,Inglés
105660000271,SAN LUIS,INSTITUCION EDUCATIVA SAN LUIS,48,Similar,11,Similar,46%,35%,16%,1%,1%,Inglés
205660000284,SAN LUIS,I.E.R. EL PRODIGIO,42,Similar,6,Mayor,75%,25%,0%,0%,0%,Inglés
205660000977,SAN LUIS,I.E.R. ALTAVISTA,46,Similar,8,Similar,52%,43%,5%,0%,0%,Inglés
205660000853,SAN LUIS,I. E. R. LA JOSEFINA,41,Similar,9,Similar,80%,12%,8%,0%,0%,Inglés
105664000187,SAN PEDRO DE LOS MILAGROS,I. E. PIO XII,49,Similar,12,Similar,57%,23%,10%,8%,2%,Inglés
205664000068,SAN PEDRO DE LOS MILAGROS,I. E. R. OVEJAS,46,Similar,9,Similar,58%,32%,10%,0%,0%,Inglés
305664000216,SAN PEDRO DE LOS MILAGROS,I. E. ESCUELA NORMAL SUPERIOR SEÑOR DE LOS MILAGROS,56,Menor,12,Similar,26%,31%,29%,9%,5%,Inglés
205664000165,SAN PEDRO DE LOS MILAGROS,I.E.R. EL TAMBO,47,Similar,10,Similar,70%,15%,9%,6%,0%,Inglés
105664000292,SAN PEDRO DE LOS MILAGROS,I.E. PADRE ROBERTO ARROYAVE VELEZ,52,Similar,12,Similar,39%,36%,13%,8%,4%,Inglés
105665000024,SAN PEDRO DE URABÁ,I. E. CAMILO TORRES,48,Similar,10,Similar,56%,28%,11%,3%,1%,Inglés
2056650001,SAN PEDRO DE URABÁ,I. E. R. LOS ALMENDROS,44,Similar,6,Mayor,69%,31%,0%,0%,0%,Inglés
